Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000067831537,1096630.07764954,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000005767464,1365353.68505729,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000647634,1456219.16416683,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000063507,1698701.95261649,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000006239,1853658.58534758,0.0,72482.76,197568. 
 01/01  06:00:00,21.8919232441224,7310689.44552525,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999924,7627538.44967515,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999986,5506378.49139413,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999997,5626401.07503209,0.0,1188072.13601474,444528. 
 01/01  10:00:00,22.0000000000001,4467640.45456717,0.0,130468.968,444528. 
 01/01  11:00:00,22.0000000000002,1212559.72741444,0.0,130468.968,444528. 
 01/01  12:00:00,23.1163140186498,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,22.224908692031,0.0,0.0,130468.968,395136. 
 01/01  14:00:00,22.016533551123,1806024.44204377,0.0,138083.984637153,444528. 
 01/01  15:00:00,22.0018885921,2274083.14328507,0.0,502490.940987197,444528. 
 01/01  16:00:00,22.000247210775,2433165.43428449,0.0,920222.947562138,444528. 
 01/01  17:00:00,22.0000362976531,2588591.14904706,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000056655304,2485604.89638385,0.0,1014758.64,395136. 
 01/01  19:00:00,22.0000009477631,2238974.73609463,0.0,724827.6,296352. 
 01/01  20:00:00,17.2869266401698,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.4270164427638,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.3964121036614,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.528241649573,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0040689016815,361722.522037302,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000056500778,900663.805654947,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000004320835,1251400.2746978,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000541529,1346702.9594503,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000052654,1640477.07440981,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000005266,1854237.93741955,0.0,72482.76,197568. 
 01/02  06:00:00,21.8915442042739,7320148.27142818,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999917,7777241.78773968,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999982,5634223.73152418,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999999,5792703.9915162,0.0,1212038.46950083,444528. 
 01/02  10:00:00,21.9999999999998,4810248.29766765,0.0,130468.968,444528. 
 01/02  11:00:00,22.0000000000001,2844839.26427383,0.0,130468.968,444528. 
 01/02  12:00:00,22.4948215748971,0.0,0.0,130468.968,444528. 
 01/02  13:00:00,25.7745922178093,0.0,57785.2402203049,130468.968,395136. 
 01/02  14:00:00,26.,0.0,1299437.16556908,130468.968,444528. 
 01/02  15:00:00,26.,0.0,2256891.42229291,130468.968,444528. 
 01/02  16:00:00,26.,0.0,1224222.68873486,130468.968,444528. 
 01/02  17:00:00,24.9150246149377,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,23.7236584525785,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,22.748812739399,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,21.5219914313643,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,20.7817485341026,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,19.6760415127844,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,18.6828553692847,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,17.71667863349,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,16.9331066451195,0.0,0.0,72482.76,197568. 
 01/03  02:00:00,16.1041915474593,0.0,0.0,72482.76,197568. 
 01/03  03:00:00,15.3471701705544,0.0,0.0,72482.76,197568. 
 01/03  04:00:00,15.002336148099,302458.420980144,0.0,72482.76,197568. 
 01/03  05:00:00,15.0000023827012,697662.997809649,0.0,72482.76,197568. 
 01/03  06:00:00,21.9039787882328,5151751.58095856,0.0,144965.52,197568. 
 01/03  07:00:00,21.9999999999998,6170712.41660328,0.0,144965.52,197568. 
 01/03  08:00:00,22.0000000000002,4212665.47272145,0.0,434896.56,197568. 
 01/03  09:00:00,22.,3612393.50396293,0.0,1223614.97638909,444528. 
 01/03  10:00:00,22.,2847384.79512762,0.0,783933.688691076,444528. 
 01/03  11:00:00,22.0000000000002,2498011.28172498,0.0,130468.968,444528. 
 01/03  12:00:00,22.,2029194.35075764,0.0,130468.968,444528. 
 01/03  13:00:00,22.,1561612.09721071,0.0,130468.968,395136. 
 01/03  14:00:00,22.0000000000002,1952908.16840006,0.0,130468.968,444528. 
 01/03  15:00:00,22.0000000000003,1981452.44294621,0.0,487790.206716824,444528. 
 01/03  16:00:00,22.0000000000003,2125743.98176637,0.0,907541.016547912,444528. 
 01/03  17:00:00,22.0000000000003,1861439.40138388,0.0,1304689.68,444528. 
 01/03  18:00:00,22.0000000000002,1674384.02597457,0.0,1014758.64,395136. 
 01/03  19:00:00,22.,1512059.28729867,0.0,724827.6,296352. 
 01/03  20:00:00,19.1589488768044,0.0,0.0,724827.6,296352. 
 01/03  21:00:00,19.067629937577,0.0,0.0,434896.56,246960. 
 01/03  22:00:00,18.2470328651511,0.0,0.0,434896.56,246960. 
 01/03  23:00:00,17.5129813435452,0.0,0.0,144965.52,197568. 
 01/03  24:00:00,16.7554663514795,0.0,0.0,72482.76,197568. 
 01/04  01:00:00,15.8231057131512,0.0,0.0,72482.76,197568. 
 01/04  02:00:00,15.2269882209399,0.0,0.0,72482.76,197568. 
 01/04  03:00:00,15.0040999427007,361746.849166747,0.0,72482.76,197568. 
 01/04  04:00:00,15.0001814772228,766249.922008377,0.0,72482.76,197568. 
 01/04  05:00:00,15.0000128429474,1001576.62094292,0.0,72482.76,197568. 
 01/04  06:00:00,21.9045452852791,4702158.30098283,0.0,144965.52,197568. 
 01/04  07:00:00,22.,6700694.51277429,0.0,144965.52,197568. 
 01/04  08:00:00,22.0000000000001,4721087.40231208,0.0,434896.56,197568. 
 01/04  09:00:00,22.0000000000003,4503175.87552099,0.0,1263201.75827023,444528. 
 01/04  10:00:00,22.0000000000002,3882148.54936344,0.0,766613.032063672,444528. 
 01/04  11:00:00,22.0000000000003,3614414.3523208,0.0,130468.968,444528. 
 01/04  12:00:00,22.0000000000003,3084788.36374781,0.0,130468.968,444528. 
 01/04  13:00:00,21.9999999999998,2039876.53497217,0.0,130468.968,395136. 
 01/04  14:00:00,22.,2664579.5890997,0.0,130468.968,444528. 
 01/04  15:00:00,21.9999999999998,2713003.38462188,0.0,130468.968,444528. 
 01/04  16:00:00,22.0000000000002,2800059.88634922,0.0,422606.828426245,444528. 
 01/04  17:00:00,22.,2640216.44216315,0.0,1304689.68,444528. 
 01/04  18:00:00,22.0000000000002,2441538.1225731,0.0,1014758.64,395136. 
 01/04  19:00:00,22.,2149594.30993827,0.0,724827.6,296352. 
 01/04  20:00:00,18.2331764703037,0.0,0.0,724827.6,296352. 
 01/04  21:00:00,18.2339935200004,0.0,0.0,434896.56,246960. 
 01/04  22:00:00,17.3452715863462,0.0,0.0,434896.56,246960. 
 01/04  23:00:00,16.5262909444191,0.0,0.0,144965.52,197568. 
 01/04  24:00:00,15.6778305311135,0.0,0.0,72482.76,197568. 
 01/05  01:00:00,15.0084849029872,32004.3878678756,0.0,72482.76,197568. 
 01/05  02:00:00,15.0000000022946,606694.843231348,0.0,72482.76,197568. 
 01/05  03:00:00,15.0000000001308,951599.899248393,0.0,72482.76,197568. 
 01/05  04:00:00,15.0000000000114,1118879.21696757,0.0,72482.76,197568. 
 01/05  05:00:00,15.0000000000012,1326149.89860512,0.0,72482.76,197568. 
 01/05  06:00:00,21.8972034100581,6308857.36439523,0.0,144965.52,197568. 
 01/05  07:00:00,21.9999999999984,7229425.86185605,0.0,144965.52,197568. 
 01/05  08:00:00,21.9999999999998,5189316.21329719,0.0,434896.56,197568. 
 01/05  09:00:00,22.0000000000001,5213858.92460963,0.0,1200355.19300291,444528. 
 01/05  10:00:00,22.0000000000001,4127568.6833467,0.0,130468.968,444528. 
 01/05  11:00:00,22.0000000000001,791215.659013708,0.0,130468.968,444528. 
 01/05  12:00:00,25.2382248515911,0.0,0.0,130468.968,444528. 
 01/05  13:00:00,25.9489049258828,0.0,1947598.86469132,130468.968,395136. 
 01/05  14:00:00,25.9985324904811,0.0,2805086.32142114,130468.968,444528. 
 01/05  15:00:00,25.9997983874893,0.0,2919031.71979416,130468.968,444528. 
 01/05  16:00:00,25.9999834942763,0.0,1591823.59667784,130468.968,444528. 
 01/05  17:00:00,25.0008694853966,0.0,0.0,1304689.68,444528. 
 01/05  18:00:00,23.6594859340786,0.0,0.0,1014758.64,395136. 
 01/05  19:00:00,22.6140843700103,0.0,0.0,724827.6,296352. 
 01/05  20:00:00,21.1891655447785,0.0,0.0,724827.6,296352. 
 01/05  21:00:00,20.3350511784936,0.0,0.0,434896.56,246960. 
 01/05  22:00:00,19.0423002971121,0.0,0.0,434896.56,246960. 
 01/05  23:00:00,17.8900524205116,0.0,0.0,144965.52,197568. 
 01/05  24:00:00,16.7525411903694,0.0,0.0,72482.76,197568. 
 01/06  01:00:00,15.8031920142548,0.0,0.0,72482.76,148176. 
 01/06  02:00:00,15.000995198348,154472.63316251,0.0,72482.76,148176. 
 01/06  03:00:00,15.0000000046712,836245.898797468,0.0,72482.76,148176. 
 01/06  04:00:00,15.0000000003309,1220972.33220622,0.0,72482.76,148176. 
 01/06  05:00:00,15.0000000000365,1354821.2044868,0.0,72482.76,148176. 
 01/06  06:00:00,15.0000000000039,1552377.87069884,0.0,72482.76,148176. 
 01/06  07:00:00,21.8944823059434,6792146.8668037,0.0,144965.52,197568. 
 01/06  08:00:00,21.9999999999965,7193639.72457222,0.0,144965.52,197568. 
 01/06  09:00:00,21.9999999999997,5613261.87037599,0.0,707177.200966661,246960. 
 01/06  10:00:00,22.0000000000001,4528708.60123417,0.0,583916.287288699,246960. 
 01/06  11:00:00,22.0000000000002,3896588.08502481,0.0,172308.60640795,246960. 
 01/06  12:00:00,22.,3202653.61129323,0.0,72482.76,246960. 
 01/06  13:00:00,22.0000000000001,2524559.59601401,0.0,72482.76,246960. 
 01/06  14:00:00,22.0000000000002,2308861.60743069,0.0,72482.76,246960. 
 01/06  15:00:00,22.0000000000001,1513227.92545967,0.0,21744.828,172872. 
 01/06  16:00:00,22.0000000000001,1588033.2387088,0.0,61560.7725061852,172872. 
 01/06  17:00:00,22.0000000000003,1836923.87312649,0.0,217448.28,172872. 
 01/06  18:00:00,19.1051141716557,0.0,0.0,72482.76,148176. 
 01/06  19:00:00,18.0476912869538,0.0,0.0,72482.76,148176. 
 01/06  20:00:00,16.9289797278206,0.0,0.0,72482.76,148176. 
 01/06  21:00:00,15.9186481558213,0.0,0.0,72482.76,148176. 
 01/06  22:00:00,15.000705165737,122817.793682506,0.0,72482.76,148176. 
 01/06  23:00:00,15.0000000022451,779895.170608459,0.0,72482.76,148176. 
 01/06  24:00:00,15.0000000001465,1129377.88780691,0.0,72482.76,148176. 
 01/07  01:00:00,15.000000000014,1238594.87536568,0.0,72482.76,148176. 
 01/07  02:00:00,15.0000000000015,1394892.45926584,0.0,72482.76,148176. 
 01/07  03:00:00,15.0000000000002,1553319.62203303,0.0,72482.76,148176. 
 01/07  04:00:00,15.0000000000002,1645358.94272671,0.0,72482.76,148176. 
 01/07  05:00:00,15.,1771374.32242611,0.0,72482.76,148176. 
 01/07  06:00:00,15.0000000000001,1884424.00934832,0.0,72482.76,148176. 
 01/07  07:00:00,15.,1980373.70656039,0.0,72482.76,148176. 
 01/07  08:00:00,15.0000000000002,1934171.12112544,0.0,72482.76,148176. 
 01/07  09:00:00,15.,1870134.42406863,0.0,70174.755885606,148176. 
 01/07  10:00:00,15.0000000000001,1740660.66484131,0.0,58416.3078376456,148176. 
 01/07  11:00:00,15.0000000000002,1562925.42771266,0.0,33462.065134882,148176. 
 01/07  12:00:00,15.0000000000001,1366364.98930864,0.0,10016.5936201195,148176. 
 01/07  13:00:00,15.0000000000002,1363761.99464311,0.0,7248.276,148176. 
 01/07  14:00:00,15.0000000000001,1151701.3334951,0.0,7248.276,148176. 
 01/07  15:00:00,15.0000000000001,1111119.87226299,0.0,24304.128102174,148176. 
 01/07  16:00:00,15.0000000000002,1280806.23478169,0.0,48989.4970615439,148176. 
 01/07  17:00:00,15.,1292665.84905466,0.0,72482.76,148176. 
 01/07  18:00:00,15.0000000000001,1347939.7259209,0.0,72482.76,148176. 
 01/07  19:00:00,15.0000000000002,1506537.79681857,0.0,72482.76,148176. 
 01/07  20:00:00,15.,1430717.75084528,0.0,72482.76,148176. 
 01/07  21:00:00,15.,1404895.43099938,0.0,72482.76,148176. 
 01/07  22:00:00,15.0000000000001,1375186.75241827,0.0,72482.76,148176. 
 01/07  23:00:00,15.0000000000001,1369857.72492181,0.0,72482.76,148176. 
 01/07  24:00:00,15.0000000000002,1358102.85648385,0.0,72482.76,148176. 
 01/08  01:00:00,15.,1445299.13794647,0.0,72482.76,197568. 
 01/08  02:00:00,15.0000000000001,1380707.30649292,0.0,72482.76,197568. 
 01/08  03:00:00,15.0000000000003,1399213.99371887,0.0,72482.76,197568. 
 01/08  04:00:00,15.,1422041.34519368,0.0,72482.76,197568. 
 01/08  05:00:00,15.0000000000001,1464725.92359629,0.0,72482.76,197568. 
 01/08  06:00:00,21.8954484832532,6763720.01197563,0.0,144965.52,197568. 
