Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly)  
 04/26  16:00:00,22.0,0.38,0.13,0.08,0.0
 04/26  17:00:00,22.0,0.38,0.13,0.07,0.0
 04/26  18:00:00,20.6,0.12,0.04,0.0,0.0
 04/26  19:00:00,19.45,0.04,0.01,0.0,0.0
 04/26  20:00:00,18.55,0.04,0.01,0.0,0.0
 04/26  21:00:00,17.63,0.02,0.01,0.0,0.0
 04/26  22:00:00,16.81,0.02,0.01,0.0,0.0
 04/26  23:00:00,16.07,0.02,0.01,0.0,0.0
 04/26  24:00:00,15.4,0.02,0.01,0.0,0.0
 04/27  01:00:00,15.0,0.0,0.0,0.09,0.0
 04/27  02:00:00,15.0,0.0,0.0,0.21,0.0
 04/27  03:00:00,15.0,0.0,0.0,0.28,0.0
 04/27  04:00:00,15.0,0.0,0.0,0.33,0.0
 04/27  05:00:00,15.0,0.0,0.0,0.38,0.0
 04/27  06:00:00,15.0,0.0,0.0,0.41,0.0
 04/27  07:00:00,15.0,0.04,0.01,0.38,0.0
 04/27  08:00:00,21.9,0.08,0.03,2.69,0.0
 04/27  09:00:00,22.0,0.38,0.13,1.45,0.0
 04/27  10:00:00,22.0,0.38,0.13,0.91,0.0
 04/27  11:00:00,22.0,0.38,0.13,0.58,0.0
 04/27  12:00:00,22.0,0.38,0.13,0.35,0.0
 04/27  13:00:00,22.0,0.2,0.07,0.43,0.0
 04/27  14:00:00,22.0,0.38,0.13,0.13,0.0
 04/27  15:00:00,22.01,0.38,0.13,0.02,0.0
 04/27  16:00:00,22.25,0.38,0.13,0.0,0.0
 04/27  17:00:00,22.54,0.38,0.13,0.0,0.0
 04/27  18:00:00,21.6,0.12,0.04,0.0,0.0
 04/27  19:00:00,20.74,0.04,0.01,0.0,0.0
 04/27  20:00:00,19.96,0.04,0.01,0.0,0.0
 04/27  21:00:00,19.06,0.02,0.01,0.0,0.0
 04/27  22:00:00,18.19,0.02,0.01,0.0,0.0
 04/27  23:00:00,17.37,0.02,0.01,0.0,0.0
 04/27  24:00:00,16.64,0.02,0.01,0.0,0.0
 04/28  01:00:00,15.86,0.0,0.0,0.0,0.0
 04/28  02:00:00,15.19,0.0,0.0,0.01,0.0
 04/28  03:00:00,15.0,0.0,0.0,0.13,0.0
 04/28  04:00:00,15.0,0.0,0.0,0.24,0.0
 04/28  05:00:00,15.0,0.0,0.0,0.3,0.0
 04/28  06:00:00,15.0,0.0,0.0,0.35,0.0
 04/28  07:00:00,15.0,0.04,0.01,0.32,0.0
 04/28  08:00:00,21.9,0.08,0.03,2.58,0.0
 04/28  09:00:00,22.0,0.38,0.13,1.35,0.0
 04/28  10:00:00,22.0,0.38,0.13,0.76,0.0
 04/28  11:00:00,22.0,0.38,0.13,0.37,0.0
 04/28  12:00:00,22.0,0.38,0.13,0.09,0.0
 04/28  13:00:00,22.0,0.2,0.07,0.12,0.0
 04/28  14:00:00,22.97,0.38,0.13,0.0,0.0
 04/28  15:00:00,23.93,0.38,0.13,0.0,0.0
 04/28  16:00:00,24.81,0.38,0.13,0.0,0.0
 04/28  17:00:00,25.5,0.38,0.13,0.0,0.0
 04/28  18:00:00,24.81,0.12,0.04,0.0,0.0
 04/28  19:00:00,24.27,0.04,0.01,0.0,0.0
 04/28  20:00:00,23.61,0.04,0.01,0.0,0.0
 04/28  21:00:00,22.61,0.02,0.01,0.0,0.0
 04/28  22:00:00,21.53,0.02,0.01,0.0,0.0
 04/28  23:00:00,20.45,0.02,0.01,0.0,0.0
 04/28  24:00:00,19.4,0.02,0.01,0.0,0.0
 04/29  01:00:00,18.28,0.0,0.0,0.0,0.0
 04/29  02:00:00,17.19,0.0,0.0,0.0,0.0
 04/29  03:00:00,16.16,0.0,0.0,0.0,0.0
 04/29  04:00:00,15.2,0.0,0.0,0.02,0.0
 04/29  05:00:00,15.0,0.0,0.0,0.2,0.0
 04/29  06:00:00,15.0,0.0,0.0,0.32,0.0
 04/29  07:00:00,15.0,0.04,0.01,0.29,0.0
 04/29  08:00:00,21.9,0.04,0.01,2.47,0.0
 04/29  09:00:00,22.0,0.12,0.04,1.52,0.0
 04/29  10:00:00,22.0,0.12,0.04,0.91,0.0
 04/29  11:00:00,22.0,0.12,0.04,0.48,0.0
 04/29  12:00:00,22.0,0.12,0.04,0.19,0.0
 04/29  13:00:00,22.0,0.04,0.01,0.11,0.0
 04/29  14:00:00,22.02,0.04,0.01,0.02,0.0
 04/29  15:00:00,22.25,0.04,0.01,0.0,0.0
 04/29  16:00:00,22.41,0.04,0.01,0.0,0.0
 04/29  17:00:00,22.38,0.04,0.01,0.0,0.0
 04/29  18:00:00,21.91,0.0,0.0,0.0,0.0
 04/29  19:00:00,21.4,0.0,0.0,0.0,0.0
 04/29  20:00:00,20.74,0.0,0.0,0.0,0.0
 04/29  21:00:00,19.98,0.0,0.0,0.0,0.0
 04/29  22:00:00,19.09,0.0,0.0,0.0,0.0
 04/29  23:00:00,18.28,0.0,0.0,0.0,0.0
 04/29  24:00:00,17.6,0.0,0.0,0.0,0.0
 04/30  01:00:00,16.91,0.0,0.0,0.0,0.0
 04/30  02:00:00,16.27,0.0,0.0,0.0,0.0
 04/30  03:00:00,15.68,0.0,0.0,0.0,0.0
 04/30  04:00:00,15.14,0.0,0.0,0.01,0.0
 04/30  05:00:00,15.0,0.0,0.0,0.1,0.0
 04/30  06:00:00,15.0,0.0,0.0,0.17,0.0
 04/30  07:00:00,15.0,0.0,0.0,0.21,0.0
 04/30  08:00:00,21.91,0.0,0.0,2.38,0.0
 04/30  09:00:00,22.0,0.0,0.0,1.7,0.0
 04/30  10:00:00,22.0,0.0,0.0,1.26,0.0
 04/30  11:00:00,22.0,0.0,0.0,0.97,0.0
 04/30  12:00:00,22.0,0.0,0.0,0.73,0.0
 04/30  13:00:00,22.0,0.0,0.0,0.55,0.0
 04/30  14:00:00,22.0,0.0,0.0,0.41,0.0
 04/30  15:00:00,22.0,0.0,0.0,0.33,0.0
 04/30  16:00:00,22.0,0.0,0.0,0.27,0.0
 04/30  17:00:00,22.0,0.0,0.0,0.26,0.0
 04/30  18:00:00,20.88,0.0,0.0,0.0,0.0
 04/30  19:00:00,20.28,0.0,0.0,0.0,0.0
 04/30  20:00:00,19.56,0.0,0.0,0.0,0.0
 04/30  21:00:00,18.73,0.0,0.0,0.0,0.0
 04/30  22:00:00,17.81,0.0,0.0,0.0,0.0
 04/30  23:00:00,16.8,0.0,0.0,0.0,0.0
 04/30  24:00:00,15.72,0.0,0.0,0.0,0.0
 05/01  01:00:00,15.01,0.0,0.0,0.13,0.0
 05/01  02:00:00,15.0,0.0,0.0,0.38,0.0
 05/01  03:00:00,15.0,0.0,0.0,0.55,0.0
 05/01  04:00:00,15.0,0.0,0.0,0.67,0.0
 05/01  05:00:00,15.0,0.0,0.0,0.78,0.0
 05/01  06:00:00,15.0,0.0,0.0,0.87,0.0
 05/01  07:00:00,15.0,0.04,0.01,0.83,0.0
 05/01  08:00:00,21.89,0.08,0.03,3.22,0.0
 05/01  09:00:00,22.0,0.38,0.13,1.84,0.0
 05/01  10:00:00,22.0,0.38,0.13,1.13,0.0
 05/01  11:00:00,22.0,0.38,0.13,0.65,0.0
 05/01  12:00:00,22.0,0.38,0.13,0.28,0.0
 05/01  13:00:00,22.0,0.2,0.07,0.24,0.0
 05/01  14:00:00,22.35,0.38,0.13,0.0,0.0
 05/01  15:00:00,22.94,0.38,0.13,0.0,0.0
 05/01  16:00:00,23.42,0.38,0.13,0.0,0.0
 05/01  17:00:00,23.69,0.38,0.13,0.0,0.0
 05/01  18:00:00,22.73,0.12,0.04,0.0,0.0
 05/01  19:00:00,21.75,0.04,0.01,0.0,0.0
 05/01  20:00:00,20.88,0.04,0.01,0.0,0.0
 05/01  21:00:00,19.94,0.02,0.01,0.0,0.0
 05/01  22:00:00,19.04,0.02,0.01,0.0,0.0
 05/01  23:00:00,18.11,0.02,0.01,0.0,0.0
 05/01  24:00:00,17.14,0.02,0.01,0.0,0.0
 05/02  01:00:00,16.08,0.0,0.0,0.0,0.0
 05/02  02:00:00,15.14,0.0,0.0,0.04,0.0
 05/02  03:00:00,15.0,0.0,0.0,0.29,0.0
 05/02  04:00:00,15.0,0.0,0.0,0.49,0.0
 05/02  05:00:00,15.0,0.0,0.0,0.6,0.0
 05/02  06:00:00,15.0,0.0,0.0,0.69,0.0
 05/02  07:00:00,15.0,0.04,0.01,0.65,0.0
 05/02  08:00:00,21.89,0.08,0.03,2.95,0.0
 05/02  09:00:00,22.0,0.38,0.13,1.52,0.0
 05/02  10:00:00,22.0,0.38,0.13,0.75,0.0
 05/02  11:00:00,22.0,0.38,0.13,0.26,0.0
 05/02  12:00:00,22.22,0.38,0.13,0.01,0.0
 05/02  13:00:00,22.15,0.2,0.07,0.0,0.0
 05/02  14:00:00,23.6,0.38,0.13,0.0,0.0
 05/02  15:00:00,24.48,0.38,0.13,0.0,0.0
 05/02  16:00:00,25.09,0.38,0.13,0.0,0.0
 05/02  17:00:00,25.57,0.38,0.13,0.0,0.0
 05/02  18:00:00,24.86,0.12,0.04,0.0,0.0
 05/02  19:00:00,24.06,0.04,0.01,0.0,0.0
 05/02  20:00:00,23.13,0.04,0.01,0.0,0.0
 05/02  21:00:00,21.93,0.02,0.01,0.0,0.0
 05/02  22:00:00,20.61,0.02,0.01,0.0,0.0
 05/02  23:00:00,19.32,0.02,0.01,0.0,0.0
 05/02  24:00:00,18.11,0.02,0.01,0.0,0.0
 05/03  01:00:00,16.83,0.0,0.0,0.0,0.0
 05/03  02:00:00,15.59,0.0,0.0,0.0,0.0
 05/03  03:00:00,15.0,0.0,0.0,0.21,0.0
 05/03  04:00:00,15.0,0.0,0.0,0.47,0.0
 05/03  05:00:00,15.0,0.0,0.0,0.58,0.0
 05/03  06:00:00,15.0,0.0,0.0,0.61,0.0
 05/03  07:00:00,15.0,0.04,0.01,0.52,0.0
 05/03  08:00:00,21.9,0.08,0.03,2.76,0.0
 05/03  09:00:00,22.0,0.38,0.13,1.35,0.0
 05/03  10:00:00,22.0,0.38,0.13,0.6,0.0
 05/03  11:00:00,22.02,0.38,0.13,0.13,0.0
 05/03  12:00:00,22.78,0.38,0.13,0.0,0.0
 05/03  13:00:00,23.19,0.2,0.07,0.0,0.0
 05/03  14:00:00,24.87,0.38,0.13,0.0,0.0
 05/03  15:00:00,25.93,0.38,0.13,0.0,0.0
 05/03  16:00:00,26.0,0.38,0.13,0.0,0.02
 05/03  17:00:00,26.0,0.38,0.13,0.0,0.03
 05/03  18:00:00,26.52,0.12,0.04,0.0,0.0
 05/03  19:00:00,26.13,0.04,0.01,0.0,0.0
 05/03  20:00:00,25.55,0.04,0.01,0.0,0.0
 05/03  21:00:00,24.67,0.02,0.01,0.0,0.0
 05/03  22:00:00,23.72,0.02,0.01,0.0,0.0
 05/03  23:00:00,22.82,0.02,0.01,0.0,0.0
 05/03  24:00:00,22.01,0.02,0.01,0.0,0.0
 05/04  01:00:00,21.13,0.0,0.0,0.0,0.0
 05/04  02:00:00,20.32,0.0,0.0,0.0,0.0
 05/04  03:00:00,19.55,0.0,0.0,0.0,0.0
 05/04  04:00:00,18.81,0.0,0.0,0.0,0.0
 05/04  05:00:00,18.13,0.0,0.0,0.0,0.0
 05/04  06:00:00,17.49,0.0,0.0,0.0,0.0
 05/04  07:00:00,17.11,0.04,0.01,0.0,0.0
 05/04  08:00:00,21.95,0.08,0.03,1.5,0.0
 05/04  09:00:00,22.0,0.38,0.13,0.65,0.0
 05/04  10:00:00,22.0,0.38,0.13,0.39,0.0
 05/04  11:00:00,22.0,0.38,0.13,0.22,0.0
 05/04  12:00:00,22.0,0.38,0.13,0.1,0.0
 05/04  13:00:00,22.0,0.2,0.07,0.24,0.0
 05/04  14:00:00,22.05,0.38,0.13,0.01,0.0
 05/04  15:00:00,22.34,0.38,0.13,0.0,0.0
 05/04  16:00:00,22.54,0.38,0.13,0.0,0.0
 05/04  17:00:00,22.68,0.38,0.13,0.0,0.0
 05/04  18:00:00,21.6,0.12,0.04,0.0,0.0
 05/04  19:00:00,20.55,0.04,0.01,0.0,0.0
 05/04  20:00:00,19.72,0.04,0.01,0.0,0.0
 05/04  21:00:00,18.88,0.02,0.01,0.0,0.0
 05/04  22:00:00,18.04,0.02,0.01,0.0,0.0
 05/04  23:00:00,17.26,0.02,0.01,0.0,0.0
 05/04  24:00:00,16.58,0.02,0.01,0.0,0.0
 05/05  01:00:00,15.79,0.0,0.0,0.0,0.0
 05/05  02:00:00,15.13,0.0,0.0,0.01,0.0
 05/05  03:00:00,15.0,0.0,0.0,0.14,0.0
 05/05  04:00:00,15.0,0.0,0.0,0.24,0.0
 05/05  05:00:00,15.0,0.0,0.0,0.31,0.0
 05/05  06:00:00,15.0,0.0,0.0,0.38,0.0
 05/05  07:00:00,15.0,0.04,0.01,0.37,0.0
 05/05  08:00:00,21.9,0.08,0.03,2.72,0.0
 05/05  09:00:00,22.0,0.38,0.13,1.58,0.0
 05/05  10:00:00,22.0,0.38,0.13,1.12,0.0
 05/05  11:00:00,22.0,0.38,0.13,0.85,0.0
 05/05  12:00:00,22.0,0.38,0.13,0.66,0.0
 05/05  13:00:00,22.0,0.2,0.07,0.77,0.0
 05/05  14:00:00,22.0,0.38,0.13,0.53,0.0
 05/05  15:00:00,22.0,0.38,0.13,0.43,0.0
 05/05  16:00:00,22.0,0.38,0.13,0.41,0.0
 05/05  17:00:00,22.0,0.38,0.13,0.35,0.0
 05/05  18:00:00,19.78,0.12,0.04,0.0,0.0
 05/05  19:00:00,18.59,0.04,0.01,0.0,0.0
 05/05  20:00:00,17.57,0.04,0.01,0.0,0.0
 05/05  21:00:00,16.4,0.02,0.01,0.0,0.0
 05/05  22:00:00,15.28,0.02,0.01,0.02,0.0
 05/05  23:00:00,15.0,0.02,0.01,0.27,0.0
 05/05  24:00:00,15.0,0.02,0.01,0.47,0.0
 05/06  01:00:00,15.0,0.0,0.0,0.65,0.0
 05/06  02:00:00,15.0,0.0,0.0,0.77,0.0
 05/06  03:00:00,15.0,0.0,0.0,0.84,0.0
 05/06  04:00:00,15.0,0.0,0.0,0.88,0.0
 05/06  05:00:00,15.0,0.0,0.0,0.91,0.0
 05/06  06:00:00,15.0,0.0,0.0,0.92,0.0
 05/06  07:00:00,15.0,0.04,0.01,0.84,0.0
 05/06  08:00:00,21.88,0.04,0.01,3.32,0.0
 05/06  09:00:00,22.0,0.12,0.04,2.25,0.0
 05/06  10:00:00,22.0,0.12,0.04,1.67,0.0
 05/06  11:00:00,22.0,0.12,0.04,1.25,0.0
 05/06  12:00:00,22.0,0.12,0.04,0.93,0.0
 05/06  13:00:00,22.0,0.04,0.01,0.77,0.0
 05/06  14:00:00,22.0,0.04,0.01,0.65,0.0
 05/06  15:00:00,22.0,0.04,0.01,0.63,0.0
 05/06  16:00:00,22.0,0.04,0.01,0.7,0.0
 05/06  17:00:00,22.0,0.04,0.01,0.77,0.0
 05/06  18:00:00,18.78,0.0,0.0,0.0,0.0
 05/06  19:00:00,17.24,0.0,0.0,0.0,0.0
 05/06  20:00:00,16.02,0.0,0.0,0.0,0.0
 05/06  21:00:00,15.09,0.0,0.0,0.06,0.0
 05/06  22:00:00,15.0,0.0,0.0,0.32,0.0
 05/06  23:00:00,15.0,0.0,0.0,0.48,0.0
 05/06  24:00:00,15.0,0.0,0.0,0.59,0.0
 05/07  01:00:00,15.0,0.0,0.0,0.71,0.0
 05/07  02:00:00,15.0,0.0,0.0,0.82,0.0
 05/07  03:00:00,15.0,0.0,0.0,0.9,0.0
 05/07  04:00:00,15.0,0.0,0.0,0.99,0.0
 05/07  05:00:00,15.0,0.0,0.0,1.02,0.0
 05/07  06:00:00,15.0,0.0,0.0,1.01,0.0
 05/07  07:00:00,15.0,0.0,0.0,0.94,0.0
 05/07  08:00:00,21.88,0.0,0.0,3.35,0.0
 05/07  09:00:00,22.0,0.0,0.0,2.27,0.0
 05/07  10:00:00,22.0,0.0,0.0,1.62,0.0
 05/07  11:00:00,22.0,0.0,0.0,1.2,0.0
 05/07  12:00:00,22.0,0.0,0.0,0.86,0.0
 05/07  13:00:00,22.0,0.0,0.0,0.6,0.0
 05/07  14:00:00,22.0,0.0,0.0,0.44,0.0
 05/07  15:00:00,22.0,0.0,0.0,0.33,0.0
 05/07  16:00:00,22.0,0.0,0.0,0.26,0.0
 05/07  17:00:00,22.0,0.0,0.0,0.24,0.0
 05/07  18:00:00,21.15,0.0,0.0,0.0,0.0
 05/07  19:00:00,20.7,0.0,0.0,0.0,0.0
 05/07  20:00:00,19.96,0.0,0.0,0.0,0.0
 05/07  21:00:00,18.94,0.0,0.0,0.0,0.0
 05/07  22:00:00,17.81,0.0,0.0,0.0,0.0
 05/07  23:00:00,16.63,0.0,0.0,0.0,0.0
 05/07  24:00:00,15.39,0.0,0.0,0.02,0.0
 05/08  01:00:00,15.0,0.0,0.0,0.3,0.0
 05/08  02:00:00,15.0,0.0,0.0,0.54,0.0
 05/08  03:00:00,15.0,0.0,0.0,0.69,0.0
 05/08  04:00:00,15.0,0.0,0.0,0.84,0.0
 05/08  05:00:00,15.0,0.0,0.0,0.94,0.0
 05/08  06:00:00,15.0,0.0,0.0,0.98,0.0
 05/08  07:00:00,15.0,0.04,0.01,0.88,0.0
 05/08  08:00:00,21.89,0.08,0.03,3.23,0.0
 05/08  09:00:00,22.0,0.38,0.13,1.8,0.0
 05/08  10:00:00,22.0,0.38,0.13,1.06,0.0
 05/08  11:00:00,22.0,0.38,0.13,0.6,0.0
 05/08  12:00:00,22.0,0.38,0.13,0.27,0.0
 05/08  13:00:00,22.0,0.2,0.07,0.23,0.0
 05/08  14:00:00,22.63,0.38,0.13,0.0,0.0
 05/08  15:00:00,23.6,0.38,0.13,0.0,0.0
 05/08  16:00:00,24.43,0.38,0.13,0.0,0.0
 05/08  17:00:00,24.96,0.38,0.13,0.0,0.0
 05/08  18:00:00,24.12,0.12,0.04,0.0,0.0
 05/08  19:00:00,23.32,0.04,0.01,0.0,0.0
 05/08  20:00:00,22.52,0.04,0.01,0.0,0.0
 05/08  21:00:00,21.51,0.02,0.01,0.0,0.0
 05/08  22:00:00,20.49,0.02,0.01,0.0,0.0
 05/08  23:00:00,19.36,0.02,0.01,0.0,0.0
 05/08  24:00:00,18.2,0.02,0.01,0.0,0.0
 05/09  01:00:00,16.85,0.0,0.0,0.0,0.0
 05/09  02:00:00,15.58,0.0,0.0,0.0,0.0
 05/09  03:00:00,15.0,0.0,0.0,0.15,0.0
 05/09  04:00:00,15.0,0.0,0.0,0.38,0.0
 05/09  05:00:00,15.0,0.0,0.0,0.49,0.0
 05/09  06:00:00,15.0,0.0,0.0,0.56,0.0
 05/09  07:00:00,15.0,0.04,0.01,0.52,0.0
 05/09  08:00:00,21.89,0.08,0.03,2.85,0.0
 05/09  09:00:00,22.0,0.38,0.13,1.58,0.0
 05/09  10:00:00,22.0,0.38,0.13,1.02,0.0
 05/09  11:00:00,22.0,0.38,0.13,0.63,0.0
 05/09  12:00:00,22.0,0.38,0.13,0.31,0.0
 05/09  13:00:00,22.0,0.2,0.07,0.29,0.0
 05/09  14:00:00,22.08,0.38,0.13,0.01,0.0
 05/09  15:00:00,22.54,0.38,0.13,0.0,0.0
 05/09  16:00:00,23.02,0.38,0.13,0.0,0.0
 05/09  17:00:00,23.34,0.38,0.13,0.0,0.0
 05/09  18:00:00,22.54,0.12,0.04,0.0,0.0
 05/09  19:00:00,21.76,0.04,0.01,0.0,0.0
 05/09  20:00:00,20.92,0.04,0.01,0.0,0.0
 05/09  21:00:00,19.86,0.02,0.01,0.0,0.0
 05/09  22:00:00,18.78,0.02,0.01,0.0,0.0
 05/09  23:00:00,17.69,0.02,0.01,0.0,0.0
 05/09  24:00:00,16.62,0.02,0.01,0.0,0.0
 05/10  01:00:00,15.47,0.0,0.0,0.0,0.0
 05/10  02:00:00,15.0,0.0,0.0,0.21,0.0
 05/10  03:00:00,15.0,0.0,0.0,0.46,0.0
 05/10  04:00:00,15.0,0.0,0.0,0.64,0.0
 05/10  05:00:00,15.0,0.0,0.0,0.76,0.0
 05/10  06:00:00,15.0,0.0,0.0,0.81,0.0
 05/10  07:00:00,15.0,0.04,0.01,0.72,0.0
 05/10  08:00:00,21.89,0.08,0.03,3.04,0.0
 05/10  09:00:00,22.0,0.38,0.13,1.69,0.0
 05/10  10:00:00,22.0,0.38,0.13,0.99,0.0
 05/10  11:00:00,22.0,0.38,0.13,0.55,0.0
 05/10  12:00:00,22.0,0.38,0.13,0.24,0.0
 05/10  13:00:00,22.0,0.2,0.07,0.25,0.0
 05/10  14:00:00,22.42,0.38,0.13,0.0,0.0
 05/10  15:00:00,23.22,0.38,0.13,0.0,0.0
 05/10  16:00:00,23.99,0.38,0.13,0.0,0.0
 05/10  17:00:00,24.56,0.38,0.13,0.0,0.0
 05/10  18:00:00,23.91,0.12,0.04,0.0,0.0
 05/10  19:00:00,23.32,0.04,0.01,0.0,0.0
 05/10  20:00:00,22.57,0.04,0.01,0.0,0.0
 05/10  21:00:00,21.48,0.02,0.01,0.0,0.0
 05/10  22:00:00,20.31,0.02,0.01,0.0,0.0
 05/10  23:00:00,19.1,0.02,0.01,0.0,0.0
 05/10  24:00:00,17.83,0.02,0.01,0.0,0.0
 05/11  01:00:00,16.44,0.0,0.0,0.0,0.0
 05/11  02:00:00,15.23,0.0,0.0,0.04,0.0
 05/11  03:00:00,15.0,0.0,0.0,0.33,0.0
 05/11  04:00:00,15.0,0.0,0.0,0.55,0.0
 05/11  05:00:00,15.0,0.0,0.0,0.68,0.0
 05/11  06:00:00,15.0,0.0,0.0,0.76,0.0
 05/11  07:00:00,15.0,0.04,0.01,0.7,0.0
 05/11  08:00:00,21.89,0.08,0.03,3.02,0.0
 05/11  09:00:00,22.0,0.38,0.13,1.64,0.0
 05/11  10:00:00,22.0,0.38,0.13,0.91,0.0
 05/11  11:00:00,22.0,0.38,0.13,0.43,0.0
 05/11  12:00:00,22.03,0.38,0.13,0.08,0.0
 05/11  13:00:00,22.02,0.2,0.07,0.05,0.0
 05/11  14:00:00,23.37,0.38,0.13,0.0,0.0
 05/11  15:00:00,24.41,0.38,0.13,0.0,0.0
 05/11  16:00:00,25.31,0.38,0.13,0.0,0.0
 05/11  17:00:00,25.94,0.38,0.13,0.0,0.0
 05/11  18:00:00,25.41,0.12,0.04,0.0,0.0
 05/11  19:00:00,25.0,0.04,0.01,0.0,0.0
 05/11  20:00:00,24.34,0.04,0.01,0.0,0.0
 05/11  21:00:00,23.21,0.02,0.01,0.0,0.0
 05/11  22:00:00,21.92,0.02,0.01,0.0,0.0
 05/11  23:00:00,20.59,0.02,0.01,0.0,0.0
 05/11  24:00:00,19.31,0.02,0.01,0.0,0.0
 05/12  01:00:00,17.94,0.0,0.0,0.0,0.0
 05/12  02:00:00,16.64,0.0,0.0,0.0,0.0
 05/12  03:00:00,15.42,0.0,0.0,0.01,0.0
 05/12  04:00:00,15.0,0.0,0.0,0.24,0.0
 05/12  05:00:00,15.0,0.0,0.0,0.43,0.0
 05/12  06:00:00,15.0,0.0,0.0,0.52,0.0
 05/12  07:00:00,15.0,0.04,0.01,0.48,0.0
 05/12  08:00:00,21.9,0.08,0.03,2.7,0.0
 05/12  09:00:00,22.0,0.38,0.13,1.37,0.0
 05/12  10:00:00,22.0,0.38,0.13,0.65,0.0
 05/12  11:00:00,22.0,0.38,0.13,0.17,0.0
 05/12  12:00:00,22.6,0.38,0.13,0.0,0.0
 05/12  13:00:00,22.92,0.2,0.07,0.0,0.0
 05/12  14:00:00,24.62,0.38,0.13,0.0,0.0
 05/12  15:00:00,25.81,0.38,0.13,0.0,0.0
 05/12  16:00:00,26.0,0.38,0.13,0.0,0.02
 05/12  17:00:00,26.0,0.38,0.13,0.0,0.03
 05/12  18:00:00,26.86,0.12,0.04,0.0,0.0
 05/12  19:00:00,26.72,0.04,0.01,0.0,0.0
 05/12  20:00:00,26.22,0.04,0.01,0.0,0.0
 05/12  21:00:00,25.21,0.02,0.01,0.0,0.0
 05/12  22:00:00,24.08,0.02,0.01,0.0,0.0
 05/12  23:00:00,22.84,0.02,0.01,0.0,0.0
 05/12  24:00:00,21.67,0.02,0.01,0.0,0.0
 05/13  01:00:00,20.34,0.0,0.0,0.0,0.0
 05/13  02:00:00,19.07,0.0,0.0,0.0,0.0
 05/13  03:00:00,17.83,0.0,0.0,0.0,0.0
 05/13  04:00:00,16.66,0.0,0.0,0.0,0.0
 05/13  05:00:00,15.65,0.0,0.0,0.0,0.0
 05/13  06:00:00,15.03,0.0,0.0,0.05,0.0
 05/13  07:00:00,15.0,0.04,0.01,0.09,0.0
 05/13  08:00:00,21.91,0.04,0.01,2.25,0.0
 05/13  09:00:00,22.0,0.12,0.04,1.37,0.0
 05/13  10:00:00,22.0,0.12,0.04,0.85,0.0
 05/13  11:00:00,22.0,0.12,0.04,0.49,0.0
 05/13  12:00:00,22.0,0.12,0.04,0.21,0.0
 05/13  13:00:00,22.0,0.04,0.01,0.12,0.0
 05/13  14:00:00,22.12,0.04,0.01,0.01,0.0
 05/13  15:00:00,22.77,0.04,0.01,0.0,0.0
 05/13  16:00:00,23.51,0.04,0.01,0.0,0.0
 05/13  17:00:00,24.07,0.04,0.01,0.0,0.0
 05/13  18:00:00,24.19,0.0,0.0,0.0,0.0
 05/13  19:00:00,24.32,0.0,0.0,0.0,0.0
 05/13  20:00:00,23.95,0.0,0.0,0.0,0.0
 05/13  21:00:00,23.13,0.0,0.0,0.0,0.0
 05/13  22:00:00,22.11,0.0,0.0,0.0,0.0
 05/13  23:00:00,21.01,0.0,0.0,0.0,0.0
 05/13  24:00:00,19.89,0.0,0.0,0.0,0.0
 05/14  01:00:00,18.74,0.0,0.0,0.0,0.0
 05/14  02:00:00,17.57,0.0,0.0,0.0,0.0
 05/14  03:00:00,16.48,0.0,0.0,0.0,0.0
 05/14  04:00:00,15.41,0.0,0.0,0.0,0.0
 05/14  05:00:00,15.0,0.0,0.0,0.16,0.0
 05/14  06:00:00,15.0,0.0,0.0,0.29,0.0
 05/14  07:00:00,15.0,0.0,0.0,0.32,0.0
 05/14  08:00:00,21.9,0.0,0.0,2.47,0.0
 05/14  09:00:00,22.0,0.0,0.0,1.69,0.0
 05/14  10:00:00,22.0,0.0,0.0,1.14,0.0
 05/14  11:00:00,22.0,0.0,0.0,0.75,0.0
 05/14  12:00:00,22.0,0.0,0.0,0.45,0.0
 05/14  13:00:00,22.0,0.0,0.0,0.22,0.0
 05/14  14:00:00,22.01,0.0,0.0,0.05,0.0
 05/14  15:00:00,22.44,0.0,0.0,0.0,0.0
 05/14  16:00:00,23.19,0.0,0.0,0.0,0.0
 05/14  17:00:00,23.76,0.0,0.0,0.0,0.0
 05/14  18:00:00,24.14,0.0,0.0,0.0,0.0
 05/14  19:00:00,24.37,0.0,0.0,0.0,0.0
 05/14  20:00:00,24.09,0.0,0.0,0.0,0.0
 05/14  21:00:00,23.33,0.0,0.0,0.0,0.0
 05/14  22:00:00,22.37,0.0,0.0,0.0,0.0
 05/14  23:00:00,21.34,0.0,0.0,0.0,0.0
 05/14  24:00:00,20.25,0.0,0.0,0.0,0.0
 05/15  01:00:00,19.11,0.0,0.0,0.0,0.0
 05/15  02:00:00,18.0,0.0,0.0,0.0,0.0
 05/15  03:00:00,16.96,0.0,0.0,0.0,0.0
 05/15  04:00:00,15.95,0.0,0.0,0.0,0.0
 05/15  05:00:00,15.14,0.0,0.0,0.02,0.0
 05/15  06:00:00,15.0,0.0,0.0,0.15,0.0
