Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0013326186887,820719.353414851,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000913813189,1229072.95525409,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000092937256,1395598.65528856,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000009379146,1577350.28070212,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000918393,1771704.45298095,0.0,72482.76,197568. 
 01/01  06:00:00,21.8927844988663,7136652.66295036,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999943,7574228.76074148,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999989,5475285.19610437,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999999,5613717.9474573,0.0,1182223.72099378,444528. 
 01/01  10:00:00,22.0000000000001,4841597.58092778,0.0,130468.968,444528. 
 01/01  11:00:00,22.,2455087.79304983,0.0,130468.968,444528. 
 01/01  12:00:00,21.9999999999999,1151063.05964882,0.0,130468.968,444528. 
 01/01  13:00:00,22.,1263709.44173647,0.0,130468.968,395136. 
 01/01  14:00:00,22.,2771981.49073191,0.0,130468.968,444528. 
 01/01  15:00:00,22.0000000000002,2870460.50687096,0.0,460836.571452881,444528. 
 01/01  16:00:00,22.,2792909.8103514,0.0,899262.855859238,444528. 
 01/01  17:00:00,22.0000000000002,2798446.54736928,0.0,1304689.68,444528. 
 01/01  18:00:00,21.9999999999998,2606065.49880202,0.0,1014758.64,395136. 
 01/01  19:00:00,22.,2294337.71247426,0.0,724827.6,296352. 
 01/01  20:00:00,18.1888961281546,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,18.0276291135983,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.9546295999432,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,16.0309974416326,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0925538267157,0.0,0.0,72482.76,197568. 
 01/02  01:00:00,15.001030439843,626243.67852466,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000634632751,1112590.38660239,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000059193121,1344020.85118007,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000006066207,1510996.95790472,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000606792,1769065.64840841,0.0,72482.76,197568. 
 01/02  06:00:00,21.8924676721223,7132059.56623008,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999937,7721512.24915322,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999988,5602717.93388353,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999999,5779145.18812391,0.0,1207181.36550727,444528. 
 01/02  10:00:00,22.,5094995.51069363,0.0,130468.968,444528. 
 01/02  11:00:00,22.,3462526.73389003,0.0,130468.968,444528. 
 01/02  12:00:00,21.9999999999999,1479677.16594698,0.0,130468.968,444528. 
 01/02  13:00:00,24.4400510417868,0.0,0.0,130468.968,395136. 
 01/02  14:00:00,25.9998310234162,0.0,280472.718586291,130468.968,444528. 
 01/02  15:00:00,25.9999999999955,0.0,1974700.82044315,130468.968,444528. 
 01/02  16:00:00,25.9999999999995,0.0,1941795.36744244,130468.968,444528. 
 01/02  17:00:00,25.1982147868715,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,23.9364624233598,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,22.9690101329947,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,21.7226770044414,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,20.9822425211553,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,19.8670574164755,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,18.8691387744341,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,17.8965893112022,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,17.1090956896118,0.0,0.0,72482.76,197568. 
