Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000000007,877693.178838531,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000000002,1266179.03352656,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000001,1407556.90780736,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000002,1617220.0673505,0.0,72482.76,197568. 
 01/01  05:00:00,15.,1804116.75913485,0.0,72482.76,197568. 
 01/01  06:00:00,21.8924048382274,7209519.676489,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999933,7606390.91323588,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999987,5499373.84111034,0.0,434896.56,197568. 
 01/01  09:00:00,22.,5616943.78703879,0.0,1195766.52498476,444528. 
 01/01  10:00:00,22.,4954520.40814661,0.0,130468.968,444528. 
 01/01  11:00:00,21.9999999999999,2585053.94320472,0.0,130468.968,444528. 
 01/01  12:00:00,22.,1059052.69476993,0.0,130468.968,444528. 
 01/01  13:00:00,21.9999999999999,1112899.90828771,0.0,147797.083813433,395136. 
 01/01  14:00:00,22.,2593525.73990389,0.0,220402.57270043,444528. 
 01/01  15:00:00,22.,2701622.18676232,0.0,546765.194288751,444528. 
 01/01  16:00:00,22.,2672278.20493565,0.0,941692.095413643,444528. 
 01/01  17:00:00,22.,2737050.50707226,0.0,1304689.68,444528. 
 01/01  18:00:00,21.9999999999998,2572157.73265466,0.0,1014758.64,395136. 
 01/01  19:00:00,22.,2282850.56976883,0.0,724827.6,296352. 
 01/01  20:00:00,18.0481335368501,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.955829637413,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.872677190425,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.9570891477333,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0373844371784,17912.3168282302,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000000006,677488.885606008,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000000002,1143819.19018036,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000002,1356943.47304902,0.0,72482.76,197568. 
 01/02  04:00:00,15.,1537753.28787548,0.0,72482.76,197568. 
 01/02  05:00:00,15.,1791817.7167462,0.0,72482.76,197568. 
 01/02  06:00:00,21.8921815482779,7186560.65120435,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999933,7748760.62593277,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999988,5623413.32312569,0.0,434896.56,197568. 
 01/02  09:00:00,22.,5783029.75312157,0.0,1217555.55105093,444528. 
 01/02  10:00:00,22.0000000000003,5143494.89167909,0.0,217638.185761623,444528. 
 01/02  11:00:00,22.0000000000001,3499405.53073354,0.0,130468.968,444528. 
 01/02  12:00:00,22.0000000000002,1300680.87706857,0.0,130468.968,444528. 
 01/02  13:00:00,25.6153470513773,0.0,0.0,130468.968,395136. 
 01/02  14:00:00,25.9846063665856,0.0,3091990.85675494,130468.968,444528. 
 01/02  15:00:00,25.9962931803178,0.0,6175705.73031589,130468.968,444528. 
 01/02  16:00:00,25.9993563965501,0.0,4074034.81016928,130468.968,444528. 
 01/02  17:00:00,25.919292617098,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,24.4877025148634,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,23.5122818059526,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,22.2058300942269,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,21.4452315640654,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,20.2905741040994,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,19.2639170203165,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,18.2595443580446,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,17.4454080527884,0.0,0.0,72482.76,197568. 
 01/03  02:00:00,16.5840456738524,0.0,0.0,72482.76,197568. 
 01/03  03:00:00,15.7972122815206,0.0,0.0,72482.76,197568. 
 01/03  04:00:00,15.0563650358642,0.0,0.0,72482.76,197568. 
 01/03  05:00:00,15.0005189062796,477602.086270973,0.0,72482.76,197568. 
 01/03  06:00:00,21.9029004010465,5595316.41419659,0.0,144965.52,197568. 
 01/03  07:00:00,21.9999999999995,6020776.19182405,0.0,144965.52,197568. 
 01/03  08:00:00,21.9999999999998,4144406.63291489,0.0,434896.56,197568. 
 01/03  09:00:00,21.9999999999998,3575227.74774249,0.0,1228154.40862844,444528. 
 01/03  10:00:00,22.,2790625.07710511,0.0,831104.680638498,444528. 
 01/03  11:00:00,22.,2456317.38303972,0.0,166481.587723951,444528. 
 01/03  12:00:00,22.,2002573.23073124,0.0,130468.968,444528. 
 01/03  13:00:00,22.0000000000002,1528664.66307509,0.0,130468.968,395136. 
 01/03  14:00:00,22.0000000000002,1877416.51760961,0.0,204312.692269444,444528. 
 01/03  15:00:00,22.,1900704.25621392,0.0,532878.4365879,444528. 
 01/03  16:00:00,22.0000000000002,2068226.77959156,0.0,929719.18468588,444528. 
 01/03  17:00:00,21.9999999999998,1819785.63096728,0.0,1304689.68,444528. 
 01/03  18:00:00,22.0000000000001,1651242.69783626,0.0,1014758.64,395136. 
 01/03  19:00:00,22.,1501896.85005778,0.0,724827.6,296352. 
 01/03  20:00:00,18.9698924681396,0.0,0.0,724827.6,296352. 
 01/03  21:00:00,18.9494411761236,0.0,0.0,434896.56,246960. 
 01/03  22:00:00,18.149783111455,0.0,0.0,434896.56,246960. 
 01/03  23:00:00,17.4107328565272,0.0,0.0,144965.52,197568. 
 01/03  24:00:00,16.6547100157735,0.0,0.0,72482.76,197568. 
 01/04  01:00:00,15.7309493097519,0.0,0.0,72482.76,197568. 
 01/04  02:00:00,15.1357246798682,0.0,0.0,72482.76,197568. 
 01/04  03:00:00,15.0027560930379,424251.139242655,0.0,72482.76,197568. 
 01/04  04:00:00,15.0001321417923,807962.422015218,0.0,72482.76,197568. 
 01/04  05:00:00,15.0000099665675,1019333.59019133,0.0,72482.76,197568. 
 01/04  06:00:00,21.9034656864058,4965890.49755463,0.0,144965.52,197568. 
 01/04  07:00:00,22.0000000000002,6729151.38126117,0.0,144965.52,197568. 
 01/04  08:00:00,22.,4735986.7906754,0.0,434896.56,197568. 
 01/04  09:00:00,22.0000000000001,4509664.05283805,0.0,1265354.76948069,444528. 
 01/04  10:00:00,22.0000000000003,3845066.21066686,0.0,815831.559841964,444528. 
 01/04  11:00:00,21.9999999999999,3625132.13705702,0.0,130468.968,444528. 
 01/04  12:00:00,22.,3101366.71317019,0.0,130468.968,444528. 
 01/04  13:00:00,22.0000000000003,2027436.85586648,0.0,130468.968,395136. 
 01/04  14:00:00,22.,2470592.70698035,0.0,130468.968,444528. 
 01/04  15:00:00,22.,2401166.39311386,0.0,130468.968,444528. 
 01/04  16:00:00,22.0000000000002,2497193.12043282,0.0,473709.223458578,444528. 
 01/04  17:00:00,22.,2475850.08603997,0.0,1304689.68,444528. 
