Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000001023,919241.791729267,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000000076,1285118.40182164,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000009,1403451.57798924,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000002,1634486.42498856,0.0,72482.76,197568. 
 01/01  05:00:00,15.,1813676.88336746,0.0,72482.76,197568. 
 01/01  06:00:00,21.8923159334738,7228822.8844754,0.0,144965.52,197568. 
 01/01  07:00:00,21.999999999993,7609102.83805569,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999986,5499287.34844789,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999998,5604511.42502402,0.0,1216596.31917908,444528. 
 01/01  10:00:00,22.0000000000001,4777501.93728405,0.0,130468.968,444528. 
 01/01  11:00:00,22.,2157746.29792712,0.0,130468.968,444528. 
 01/01  12:00:00,22.,395716.839085957,0.0,130468.968,444528. 
 01/01  13:00:00,22.,722580.337868032,0.0,324830.738228616,395136. 
 01/01  14:00:00,22.,2327680.6333723,0.0,394220.846962446,444528. 
 01/01  15:00:00,22.,2520501.667197,0.0,677178.925396921,444528. 
 01/01  16:00:00,22.,2561079.08207744,0.0,1005626.96123005,444528. 
 01/01  17:00:00,22.,2684106.41289004,0.0,1304689.68,444528. 
 01/01  18:00:00,22.,2541360.5932328,0.0,1014758.64,395136. 
 01/01  19:00:00,22.,2267807.69208319,0.0,724827.6,296352. 
 01/01  20:00:00,17.88283346882,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.8538906981283,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.7787225888645,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.8764002699959,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0000677521708,66953.0105528743,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000000813,720358.797398182,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000000054,1164661.37801425,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000007,1361437.62173241,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000000001,1553513.30148358,0.0,72482.76,197568. 
 01/02  05:00:00,14.9999999999999,1800725.65759722,0.0,72482.76,197568. 
 01/02  06:00:00,21.8920938079187,7205594.30833184,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999931,7751265.86905516,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999986,5623391.81889724,0.0,434896.56,197568. 
 01/02  09:00:00,22.,5772937.26418724,0.0,1234451.61269417,444528. 
 01/02  10:00:00,21.9999999999997,4904184.53541403,0.0,372571.943538614,444528. 
 01/02  11:00:00,22.0000000000001,3277270.94736986,0.0,130468.968,444528. 
 01/02  12:00:00,22.,736608.853097911,0.0,130468.968,444528. 
 01/02  13:00:00,25.5322107621868,0.0,0.0,130468.968,395136. 
 01/02  14:00:00,25.9729164875079,0.0,2454754.51930895,130468.968,444528. 
