Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000062989,890452.312204571,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000004566,1271685.41300917,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000502,1406528.87307063,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000051,1621611.2962554,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000000005,1806135.08944974,0.0,72482.76,197568. 
 01/01  06:00:00,21.8923877955271,7213602.36267962,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999933,7606137.85225356,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999988,5498444.71305983,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999997,5610937.44464673,0.0,1204926.6606626,444528. 
 01/01  10:00:00,21.9999999999999,4895722.93061239,0.0,130468.968,444528. 
 01/01  11:00:00,22.0000000000002,2470685.74542331,0.0,130468.968,444528. 
 01/01  12:00:00,22.,971737.636805971,0.0,130468.968,444528. 
 01/01  13:00:00,22.,1017054.1926061,0.0,261379.363804941,395136. 
 01/01  14:00:00,22.,2497999.31810953,0.0,341306.349335602,444528. 
 01/01  15:00:00,22.,2625811.51718737,0.0,635186.500002663,444528. 
 01/01  16:00:00,22.,2625736.77800482,0.0,981622.224467693,444528. 
 01/01  17:00:00,22.,2717733.88195689,0.0,1304689.68,444528. 
 01/01  18:00:00,22.,2560206.49954055,0.0,1014758.64,395136. 
 01/01  19:00:00,22.,2277292.30803818,0.0,724827.6,296352. 
 01/01  20:00:00,17.9927660539525,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.9156098648656,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.8428342761131,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.9314777973743,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0153911136325,34376.4842219608,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000049552,690949.91543648,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000003218,1150236.89296105,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000317,1358374.91101599,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000000032,1542335.99117348,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000000004,1794106.07856502,0.0,72482.76,197568. 
 01/02  06:00:00,21.8921611677303,7191279.87936182,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999929,7748621.91615708,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999986,5622633.24813375,0.0,434896.56,197568. 
 01/02  09:00:00,22.,5778166.87015163,0.0,1224911.16500115,444528. 
 01/02  10:00:00,22.,5045147.22632764,0.0,295517.896944756,444528. 
 01/02  11:00:00,22.,3444970.21965157,0.0,130468.968,444528. 
 01/02  12:00:00,21.9999999999999,1215652.92808402,0.0,130468.968,444528. 
 01/02  13:00:00,25.3615878335606,0.0,0.0,130468.968,395136. 
 01/02  14:00:00,25.9447216229216,0.0,2496264.3707401,130468.968,444528. 
 01/02  15:00:00,25.9971077313726,0.0,4963580.83420761,130468.968,444528. 
 01/02  16:00:00,25.9995004780864,0.0,3945094.53931074,130468.968,444528. 
 01/02  17:00:00,25.8957167333934,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,24.4652710928233,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,23.4940667727236,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,22.1893243360011,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,21.4303809140201,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,20.2774680362285,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,19.2522779803771,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,18.2493708496707,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,17.4365322270986,0.0,0.0,72482.76,197568. 
 01/03  02:00:00,16.5764417163687,0.0,0.0,72482.76,197568. 
 01/03  03:00:00,15.7908008437297,0.0,0.0,72482.76,197568. 
 01/03  04:00:00,15.0510726954827,0.0,0.0,72482.76,197568. 
 01/03  05:00:00,15.000393733764,480555.431862614,0.0,72482.76,197568. 
 01/03  06:00:00,21.9029208498066,5587473.42229742,0.0,144965.52,197568. 
 01/03  07:00:00,21.9999999999997,6021703.60508327,0.0,144965.52,197568. 
 01/03  08:00:00,21.9999999999999,4144094.52091615,0.0,434896.56,197568. 
 01/03  09:00:00,22.,3571043.34540996,0.0,1234628.68883668,444528. 
 01/03  10:00:00,21.9999999999998,2768698.48977599,0.0,870320.351857119,444528. 
 01/03  11:00:00,22.,2403299.75923861,0.0,259995.452588052,444528. 
 01/03  12:00:00,22.,2000203.92047481,0.0,130468.968,444528. 
 01/03  13:00:00,22.,1472465.29549282,0.0,245800.123461274,395136. 
 01/03  14:00:00,22.,1810747.40079047,0.0,327064.134668021,444528. 
 01/03  15:00:00,21.9999999999998,1834224.69697075,0.0,622943.881778636,444528. 
 01/03  16:00:00,22.,2026956.64163504,0.0,970971.457958172,444528. 
 01/03  17:00:00,22.0000000000002,1799006.46924583,0.0,1304689.68,444528. 
 01/03  18:00:00,21.9999999999999,1637985.47505495,0.0,1014758.64,395136. 
 01/03  19:00:00,22.0000000000002,1494521.24590766,0.0,724827.6,296352. 
 01/03  20:00:00,18.8071184607371,0.0,0.0,724827.6,296352. 
 01/03  21:00:00,18.8487062465309,0.0,0.0,434896.56,246960. 
 01/03  22:00:00,18.0477525476535,0.0,0.0,434896.56,246960. 
 01/03  23:00:00,17.3228180619235,0.0,0.0,144965.52,197568. 
 01/03  24:00:00,16.5705734056928,0.0,0.0,72482.76,197568. 
 01/04  01:00:00,15.6525460573141,0.0,0.0,72482.76,197568. 
 01/04  02:00:00,15.0622668788143,0.0,0.0,72482.76,197568. 
 01/04  03:00:00,15.0012397902017,472515.893965615,0.0,72482.76,197568. 
 01/04  04:00:00,15.0000631296957,837525.194605185,0.0,72482.76,197568. 
 01/04  05:00:00,15.0000050310777,1028044.6063306,0.0,72482.76,197568. 
 01/04  06:00:00,21.9027359089823,5142659.18191332,0.0,144965.52,197568. 
 01/04  07:00:00,22.,6749067.77054851,0.0,144965.52,197568. 
 01/04  08:00:00,22.,4745069.69650092,0.0,434896.56,197568. 
 01/04  09:00:00,21.9999999999999,4511941.15050377,0.0,1268690.0558677,444528. 
 01/04  10:00:00,22.0000000000001,3825368.07189513,0.0,856288.642375175,444528. 
 01/04  11:00:00,22.0000000000003,3628662.05429094,0.0,130468.968,444528. 
 01/04  12:00:00,22.0000000000002,3116786.5145312,0.0,130468.968,444528. 
 01/04  13:00:00,21.9999999999997,2080847.68497707,0.0,130468.968,395136. 
 01/04  14:00:00,22.0000000000002,2534497.48611685,0.0,130468.968,444528. 
 01/04  15:00:00,22.,2489539.02390802,0.0,130468.968,444528. 
 01/04  16:00:00,22.,2470575.74889086,0.0,576295.898925519,444528. 
 01/04  17:00:00,22.,2479079.73139147,0.0,1304689.68,444528. 
 01/04  18:00:00,22.0000000000002,2351784.78620077,0.0,1014758.64,395136. 
 01/04  19:00:00,22.,2104451.55597969,0.0,724827.6,296352. 
 01/04  20:00:00,17.5608887060474,0.0,0.0,724827.6,296352. 
 01/04  21:00:00,17.7539628193431,0.0,0.0,434896.56,246960. 
 01/04  22:00:00,16.9028925040758,0.0,0.0,434896.56,246960. 
 01/04  23:00:00,16.1410341217636,0.0,0.0,144965.52,197568. 
 01/04  24:00:00,15.3062257024176,0.0,0.0,72482.76,197568. 
 01/05  01:00:00,15.0043240282043,325046.896655711,0.0,72482.76,197568. 
 01/05  02:00:00,15.0001858293912,789693.248682322,0.0,72482.76,197568. 
 01/05  03:00:00,15.0000126903512,1042062.72870447,0.0,72482.76,197568. 
 01/05  04:00:00,15.0000012293795,1148007.90987959,0.0,72482.76,197568. 
 01/05  05:00:00,15.0000001065088,1409198.92913155,0.0,72482.76,197568. 
 01/05  06:00:00,21.896201141219,6525124.45560373,0.0,144965.52,197568. 
 01/05  07:00:00,21.9999999999979,7280084.53925897,0.0,144965.52,197568. 
 01/05  08:00:00,21.9999999999996,5215087.32572959,0.0,434896.56,197568. 
 01/05  09:00:00,21.9999999999999,5216686.21509378,0.0,1215118.85939111,444528. 
 01/05  10:00:00,22.0000000000002,4539641.65401372,0.0,130468.968,444528. 
 01/05  11:00:00,22.,2090952.2761953,0.0,130468.968,444528. 
 01/05  12:00:00,23.1074751935392,0.0,0.0,130468.968,444528. 
 01/05  13:00:00,25.8878683686857,0.0,333360.17816674,130468.968,395136. 
 01/05  14:00:00,26.,0.0,2795555.24483853,130468.968,444528. 
 01/05  15:00:00,26.0000000000001,0.0,5532502.86036037,130468.968,444528. 
 01/05  16:00:00,25.9999999999999,0.0,4443639.36683423,130468.968,444528. 
 01/05  17:00:00,25.9709011858859,0.0,0.0,1304689.68,444528. 
 01/05  18:00:00,24.4070231522029,0.0,0.0,1014758.64,395136. 
 01/05  19:00:00,23.3515241564349,0.0,0.0,724827.6,296352. 
 01/05  20:00:00,21.8635254437516,0.0,0.0,724827.6,296352. 
 01/05  21:00:00,20.97689273132,0.0,0.0,434896.56,246960. 
 01/05  22:00:00,19.6382360921053,0.0,0.0,434896.56,246960. 
 01/05  23:00:00,18.4541975439024,0.0,0.0,144965.52,197568. 
 01/05  24:00:00,17.2810297586837,0.0,0.0,72482.76,197568. 
 01/06  01:00:00,16.3042326034546,0.0,0.0,72482.76,148176. 
 01/06  02:00:00,15.3117377192563,0.0,0.0,72482.76,148176. 
 01/06  03:00:00,15.0062957469959,527518.850423916,0.0,72482.76,148176. 
 01/06  04:00:00,15.0003478487178,1049673.21679088,0.0,72482.76,148176. 
 01/06  05:00:00,15.0000295438374,1308836.39643159,0.0,72482.76,148176. 
 01/06  06:00:00,15.0000030791644,1426243.74742485,0.0,72482.76,148176. 
 01/06  07:00:00,21.8958673721875,6490531.34567512,0.0,144965.52,197568. 
 01/06  08:00:00,21.9999999999981,7128316.03237484,0.0,144965.52,197568. 
 01/06  09:00:00,21.9999999999995,5581274.98962013,0.0,709512.112877651,246960. 
 01/06  10:00:00,22.0000000000001,4494915.76409595,0.0,604415.538560885,246960. 
 01/06  11:00:00,22.,3813301.09056744,0.0,267822.101095225,246960. 
 01/06  12:00:00,22.0000000000001,3182752.89079746,0.0,72482.76,246960. 
 01/06  13:00:00,22.0000000000001,2479559.35514839,0.0,72482.76,246960. 
 01/06  14:00:00,22.0000000000002,2246426.81461847,0.0,72482.76,246960. 
 01/06  15:00:00,21.9999999999999,1280668.79361441,0.0,21744.828,172872. 
 01/06  16:00:00,21.9999999999999,1337208.47224312,0.0,88780.323214518,172872. 
 01/06  17:00:00,22.0000000000002,1761912.04275956,0.0,217448.28,172872. 
 01/06  18:00:00,18.8503764778781,0.0,0.0,72482.76,148176. 
 01/06  19:00:00,18.0372257583166,0.0,0.0,72482.76,148176. 
 01/06  20:00:00,16.8730407684193,0.0,0.0,72482.76,148176. 
 01/06  21:00:00,15.8673681551519,0.0,0.0,72482.76,148176. 
 01/06  22:00:00,15.0012033377477,170130.743597265,0.0,72482.76,148176. 
 01/06  23:00:00,15.0000000067326,810393.653537459,0.0,72482.76,148176. 
 01/06  24:00:00,15.0000000004499,1145494.64212956,0.0,72482.76,148176. 
 01/07  01:00:00,15.0000000000444,1241153.33579999,0.0,72482.76,148176. 
 01/07  02:00:00,15.0000000000041,1409729.73049407,0.0,72482.76,148176. 
 01/07  03:00:00,15.0000000000004,1563735.57830776,0.0,72482.76,148176. 
 01/07  04:00:00,15.0000000000003,1653203.67866713,0.0,72482.76,148176. 
 01/07  05:00:00,15.0000000000001,1777633.96348256,0.0,72482.76,148176. 
 01/07  06:00:00,15.0000000000002,1889568.97903582,0.0,72482.76,148176. 
 01/07  07:00:00,15.0000000000002,1984937.53525864,0.0,72482.76,148176. 
 01/07  08:00:00,15.0000000000002,1938342.64555853,0.0,72482.76,148176. 
 01/07  09:00:00,15.0000000000002,1872944.62831247,0.0,70480.073985618,148176. 
 01/07  10:00:00,15.,1737423.90042668,0.0,60460.2817125504,148176. 
 01/07  11:00:00,15.,1548041.96390585,0.0,39874.9124417214,148176. 
 01/07  12:00:00,15.0000000000002,1339871.98985855,0.0,20928.4396939956,148176. 
 01/07  13:00:00,15.0000000000001,1332456.61760433,0.0,11939.3406112693,148176. 
 01/07  14:00:00,15.0000000000002,1110381.41969837,0.0,15510.3907278403,148176. 
 01/07  15:00:00,15.,1068298.54911085,0.0,32293.8199532176,148176. 
 01/07  16:00:00,15.,1241474.8472367,0.0,52737.582016143,148176. 
 01/07  17:00:00,15.0000000000001,1268640.3627393,0.0,72482.76,148176. 
 01/07  18:00:00,15.0000000000001,1334079.70608387,0.0,72482.76,148176. 
 01/07  19:00:00,15.0000000000002,1497012.80039542,0.0,72482.76,148176. 
 01/07  20:00:00,15.0000000000002,1426651.7662139,0.0,72482.76,148176. 
 01/07  21:00:00,15.0000000000001,1403097.33400219,0.0,72482.76,148176. 
 01/07  22:00:00,15.0000000000001,1374764.02661687,0.0,72482.76,148176. 
 01/07  23:00:00,15.,1370301.16225656,0.0,72482.76,148176. 
 01/07  24:00:00,15.,1358916.89084469,0.0,72482.76,148176. 
 01/08  01:00:00,15.0000000000001,1445554.93891978,0.0,72482.76,197568. 
 01/08  02:00:00,15.0000000000001,1382687.7045212,0.0,72482.76,197568. 
 01/08  03:00:00,15.,1401829.30114899,0.0,72482.76,197568. 
 01/08  04:00:00,15.0000000000001,1425181.55548552,0.0,72482.76,197568. 
 01/08  05:00:00,15.0000000000002,1468091.70576545,0.0,72482.76,197568. 
 01/08  06:00:00,21.8954051687188,6771395.75913261,0.0,144965.52,197568. 
 01/08  07:00:00,21.9999999999963,6999495.83497638,0.0,144965.52,197568. 
 01/08  08:00:00,21.9999999999994,4828299.72000366,0.0,434896.56,197568. 
 01/08  09:00:00,22.,4449064.24639122,0.0,1243995.62614378,444528. 
 01/08  10:00:00,22.,3765591.08380872,0.0,844463.926745075,444528. 
 01/08  11:00:00,22.0000000000002,3598941.67155419,0.0,210290.877494715,444528. 
 01/08  12:00:00,22.,3384263.69630299,0.0,130468.968,444528. 
 01/08  13:00:00,22.0000000000003,2694339.83913111,0.0,197925.731142245,395136. 
 01/08  14:00:00,22.,2219869.02148387,0.0,130468.968,444528. 
 01/08  15:00:00,22.6923476709776,0.0,0.0,130468.968,444528. 
 01/08  16:00:00,24.1984547295855,0.0,0.0,130468.968,444528. 
 01/08  17:00:00,23.0033714687061,0.0,0.0,1022854.82121274,444528. 
 01/08  18:00:00,22.1537322255268,0.0,0.0,1014758.64,395136. 
 01/08  19:00:00,22.0051768514718,683066.544425087,0.0,724827.6,296352. 
