Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) ,,,,,
 11/13  13:00:00,337044.8437,0,1304689.68,395136,,,,,
 11/13  14:00:00,342609.358,0,1304689.68,444528,,,,,
 11/13  15:00:00,180470.9746,0,1304689.68,444528,,,,,
 11/13  16:00:00,183254.4675,0,1304689.68,444528,,,,,
 11/13  17:00:00,398761.4598,0,1304689.68,444528,,,,,
 11/13  18:00:00,665051.5543,0,1014758.64,395136,,,,,
 11/13  19:00:00,1056390.837,0,724827.6,296352,,,,,
 11/13  20:00:00,0,0,724827.6,296352,,,,,
 11/13  21:00:00,0,0,434896.56,246960,,,,,
 11/13  22:00:00,0,0,434896.56,246960,,,,,
 11/13  23:00:00,0,0,144965.52,197568,,,,,
 11/13  24:00:00,0,0,72482.76,197568,,,,,
 11/14  01:00:00,0,0,72482.76,197568,,,,,
 11/14  02:00:00,31911.13265,0,72482.76,197568,,,,,
 11/14  03:00:00,315180.0763,0,72482.76,197568,,,,,
 11/14  04:00:00,451628.502,0,72482.76,197568,,,,,
 11/14  05:00:00,578252.126,0,72482.76,197568,,,,,
 11/14  06:00:00,6744839.941,0,144965.52,197568,,,,,
 11/14  07:00:00,4371117.035,0,144965.52,197568,,,,,
 11/14  08:00:00,3113792.021,0,434896.56,197568,,,,,
 11/14  09:00:00,2454576.469,0,1304689.68,444528,,,,,
 11/14  10:00:00,1722144.605,0,1304689.68,444528,,,,,
 11/14  11:00:00,1210254.683,0,1304689.68,444528,,,,,
 11/14  12:00:00,830025.0999,0,1304689.68,444528,,,,,
 11/14  13:00:00,232373.4903,0,1304689.68,395136,,,,,
 11/14  14:00:00,612409.149,0,1304689.68,444528,,,,,
 11/14  15:00:00,659031.2738,0,1304689.68,444528,,,,,
 11/14  16:00:00,806915.7593,0,1304689.68,444528,,,,,
 11/14  17:00:00,1082470.026,0,1304689.68,444528,,,,,
 11/14  18:00:00,1301316.239,0,1014758.64,395136,,,,,
 11/14  19:00:00,1405171.553,0,724827.6,296352,,,,,
 11/14  20:00:00,0,0,724827.6,296352,,,,,
 11/14  21:00:00,0,0,434896.56,246960,,,,,
 11/14  22:00:00,0,0,434896.56,246960,,,,,
 11/14  23:00:00,0,0,144965.52,197568,,,,,
 11/14  24:00:00,0,0,72482.76,197568,,,,,
 11/15  01:00:00,353271.1363,0,72482.76,197568,,,,,
 11/15  02:00:00,794698.0375,0,72482.76,197568,,,,,
 11/15  03:00:00,1080999.155,0,72482.76,197568,,,,,
 11/15  04:00:00,1355165.013,0,72482.76,197568,,,,,
 11/15  05:00:00,1583537.654,0,72482.76,197568,,,,,
 11/15  06:00:00,8227037.35,0,144965.52,197568,,,,,
 11/15  07:00:00,5618125.323,0,144965.52,197568,,,,,
 11/15  08:00:00,4208080.268,0,434896.56,197568,,,,,
 11/15  09:00:00,3342788.737,0,1304689.68,444528,,,,,
 11/15  10:00:00,1253167.77,0,1304689.68,444528,,,,,
 11/15  11:00:00,0,0,1304689.68,444528,,,,,
 11/15  12:00:00,0,0,1304689.68,444528,,,,,
 11/15  13:00:00,0,318379.0314,1304689.68,395136,,,,,
 11/15  14:00:00,0,837448.3087,1304689.68,444528,,,,,
 11/15  15:00:00,0,1509383.7,1304689.68,444528,,,,,
 11/15  16:00:00,0,1335497.454,1304689.68,444528,,,,,
 11/15  17:00:00,0,214933.6592,1304689.68,444528,,,,,
 11/15  18:00:00,0,0,1014758.64,395136,,,,,
 11/15  19:00:00,0,0,724827.6,296352,,,,,
 11/15  20:00:00,0,0,724827.6,296352,,,,,
 11/15  21:00:00,0,0,434896.56,246960,,,,,
 11/15  22:00:00,0,0,434896.56,246960,,,,,
 11/15  23:00:00,0,0,144965.52,197568,,,,,
 11/15  24:00:00,0,0,72482.76,197568,,,,,
 11/16  01:00:00,0,0,72482.76,197568,,,,,
 11/16  02:00:00,0,0,72482.76,197568,,,,,
 11/16  03:00:00,0,0,72482.76,197568,,,,,
 11/16  04:00:00,216882.5357,0,72482.76,197568,,,,,
 11/16  05:00:00,574080.7876,0,72482.76,197568,,,,,
 11/16  06:00:00,6438598.434,0,144965.52,197568,,,,,
 11/16  07:00:00,4437427.141,0,144965.52,197568,,,,,
 11/16  08:00:00,3282080.193,0,434896.56,197568,,,,,
 11/16  09:00:00,3076163.451,0,1304689.68,444528,,,,,
 11/16  10:00:00,2484983.483,0,1304689.68,444528,,,,,
 11/16  11:00:00,2111553.184,0,1304689.68,444528,,,,,
 11/16  12:00:00,1911626.746,0,1304689.68,444528,,,,,
 11/16  13:00:00,1213940.424,0,1304689.68,395136,,,,,
 11/16  14:00:00,1705096.643,0,1304689.68,444528,,,,,
 11/16  15:00:00,1650492.318,0,1304689.68,444528,,,,,
 11/16  16:00:00,1636098.129,0,1304689.68,444528,,,,,
 11/16  17:00:00,1710080.161,0,1304689.68,444528,,,,,
 11/16  18:00:00,1672589.537,0,1014758.64,395136,,,,,
 11/16  19:00:00,1618880.735,0,724827.6,296352,,,,,
 11/16  20:00:00,0,0,724827.6,296352,,,,,
 11/16  21:00:00,0,0,434896.56,246960,,,,,
 11/16  22:00:00,0,0,434896.56,246960,,,,,
 11/16  23:00:00,0,0,144965.52,197568,,,,,
 11/16  24:00:00,0,0,72482.76,197568,,,,,
 11/17  01:00:00,19816.73681,0,72482.76,148176,,,,,
 11/17  02:00:00,418743.8776,0,72482.76,148176,,,,,
 11/17  03:00:00,694744.4809,0,72482.76,148176,,,,,
 11/17  04:00:00,887310.6786,0,72482.76,148176,,,,,
 11/17  05:00:00,1069069.218,0,72482.76,148176,,,,,
 11/17  06:00:00,1207198.369,0,72482.76,148176,,,,,
 11/17  07:00:00,7734350.866,0,144965.52,197568,,,,,
 11/17  08:00:00,4879070.243,0,144965.52,197568,,,,,
 11/17  09:00:00,3849563.156,0,724827.6,246960,,,,,
 11/17  10:00:00,3128209.852,0,724827.6,246960,,,,,
 11/17  11:00:00,2621595.213,0,724827.6,246960,,,,,
 11/17  12:00:00,2084326.23,0,724827.6,246960,,,,,
 11/17  13:00:00,1485591.701,0,724827.6,246960,,,,,
 11/17  14:00:00,371746.2028,0,724827.6,246960,,,,,
 11/17  15:00:00,0,0,217448.28,172872,,,,,
 11/17  16:00:00,0,0,217448.28,172872,,,,,
 11/17  17:00:00,0,0,217448.28,172872,,,,,
 11/17  18:00:00,0,0,72482.76,148176,,,,,
 11/17  19:00:00,0,0,72482.76,148176,,,,,
 11/17  20:00:00,0,0,72482.76,148176,,,,,
 11/17  21:00:00,0,0,72482.76,148176,,,,,
 11/17  22:00:00,71100.62645,0,72482.76,148176,,,,,
 11/17  23:00:00,834186.4655,0,72482.76,148176,,,,,
 11/17  24:00:00,1280027.404,0,72482.76,148176,,,,,
 11/18  01:00:00,1650900.909,0,72482.76,148176,,,,,
 11/18  02:00:00,1908215.901,0,72482.76,148176,,,,,
 11/18  03:00:00,2037658.851,0,72482.76,148176,,,,,
 11/18  04:00:00,2104351.447,0,72482.76,148176,,,,,
 11/18  05:00:00,2125968.155,0,72482.76,148176,,,,,
 11/18  06:00:00,2124808.234,0,72482.76,148176,,,,,
 11/18  07:00:00,2111350.619,0,72482.76,148176,,,,,
 11/18  08:00:00,1959654.029,0,72482.76,148176,,,,,
 11/18  09:00:00,1631081.011,0,72482.76,148176,,,,,
 11/18  10:00:00,1232854.681,0,72482.76,148176,,,,,
 11/18  11:00:00,880705.6696,0,72482.76,148176,,,,,
 11/18  12:00:00,613025.2422,0,72482.76,148176,,,,,
 11/18  13:00:00,423820.3541,0,72482.76,148176,,,,,
 11/18  14:00:00,298857.8008,0,72482.76,148176,,,,,
 11/18  15:00:00,266172.3553,0,72482.76,148176,,,,,
 11/18  16:00:00,324047.5336,0,72482.76,148176,,,,,
 11/18  17:00:00,447404.3318,0,72482.76,148176,,,,,
 11/18  18:00:00,604385.4332,0,72482.76,148176,,,,,
 11/18  19:00:00,763987.8807,0,72482.76,148176,,,,,
 11/18  20:00:00,885967.8934,0,72482.76,148176,,,,,
 11/18  21:00:00,975026.2412,0,72482.76,148176,,,,,
 11/18  22:00:00,1174621.867,0,72482.76,148176,,,,,
 11/18  23:00:00,1244270.392,0,72482.76,148176,,,,,
 11/18  24:00:00,1168608.623,0,72482.76,148176,,,,,
 11/19  01:00:00,1142460.666,0,72482.76,197568,,,,,
 11/19  02:00:00,1159578.384,0,72482.76,197568,,,,,
 11/19  03:00:00,1192491.768,0,72482.76,197568,,,,,
 11/19  04:00:00,1233572.562,0,72482.76,197568,,,,,
 11/19  05:00:00,1278837.979,0,72482.76,197568,,,,,
 11/19  06:00:00,7685872.045,0,144965.52,197568,,,,,
 11/19  07:00:00,4962443.156,0,144965.52,197568,,,,,
 11/19  08:00:00,3643413.903,0,434896.56,197568,,,,,
 11/19  09:00:00,3364746.002,0,1304689.68,444528,,,,,
 11/19  10:00:00,2847645.341,0,1304689.68,444528,,,,,
 11/19  11:00:00,2287090.052,0,1304689.68,444528,,,,,
 11/19  12:00:00,1630951.296,0,1304689.68,444528,,,,,
 11/19  13:00:00,794253.5102,0,1304689.68,395136,,,,,
 11/19  14:00:00,995488.6616,0,1304689.68,444528,,,,,
 11/19  15:00:00,958704.6959,0,1304689.68,444528,,,,,
 11/19  16:00:00,996513.4427,0,1304689.68,444528,,,,,
 11/19  17:00:00,1207814.468,0,1304689.68,444528,,,,,
 11/19  18:00:00,1404778.399,0,1014758.64,395136,,,,,
 11/19  19:00:00,1517301.004,0,724827.6,296352,,,,,
 11/19  20:00:00,0,0,724827.6,296352,,,,,
 11/19  21:00:00,0,0,434896.56,246960,,,,,
 11/19  22:00:00,0,0,434896.56,246960,,,,,
 11/19  23:00:00,0,0,144965.52,197568,,,,,
 11/19  24:00:00,0,0,72482.76,197568,,,,,
 11/20  01:00:00,297749.0702,0,72482.76,197568,,,,,
 11/20  02:00:00,730956.1193,0,72482.76,197568,,,,,
 11/20  03:00:00,963305.2362,0,72482.76,197568,,,,,
 11/20  04:00:00,1186803.554,0,72482.76,197568,,,,,
 11/20  05:00:00,1346481.131,0,72482.76,197568,,,,,
 11/20  06:00:00,7790027.308,0,144965.52,197568,,,,,
 11/20  07:00:00,5096285.409,0,144965.52,197568,,,,,
 11/20  08:00:00,3838030.162,0,434896.56,197568,,,,,
 11/20  09:00:00,3820132.607,0,1304689.68,444528,,,,,
 11/20  10:00:00,3243611.169,0,1304689.68,444528,,,,,
 11/20  11:00:00,2857199.545,0,1304689.68,444528,,,,,
 11/20  12:00:00,2564254.318,0,1304689.68,444528,,,,,
 11/20  13:00:00,1681594.927,0,1304689.68,395136,,,,,
 11/20  14:00:00,2262356.406,0,1304689.68,444528,,,,,
 11/20  15:00:00,2255526.269,0,1304689.68,444528,,,,,
 11/20  16:00:00,2286257.678,0,1304689.68,444528,,,,,
 11/20  17:00:00,2399967.745,0,1304689.68,444528,,,,,
 11/20  18:00:00,2335869.376,0,1014758.64,395136,,,,,
 11/20  19:00:00,2665200.417,0,724827.6,296352,,,,,
 11/20  20:00:00,0,0,724827.6,296352,,,,,
 11/20  21:00:00,0,0,434896.56,246960,,,,,
 11/20  22:00:00,0,0,434896.56,246960,,,,,
 11/20  23:00:00,531138.2956,0,144965.52,197568,,,,,
 11/20  24:00:00,954565.3644,0,72482.76,197568,,,,,
 11/21  01:00:00,1370673.145,0,72482.76,197568,,,,,
 11/21  02:00:00,1681949.574,0,72482.76,197568,,,,,
 11/21  03:00:00,1695858.207,0,72482.76,197568,,,,,
 11/21  04:00:00,1768078.963,0,72482.76,197568,,,,,
 11/21  05:00:00,1837495.752,0,72482.76,197568,,,,,
 11/21  06:00:00,8398632.062,0,144965.52,197568,,,,,
 11/21  07:00:00,5618442.121,0,144965.52,197568,,,,,
 11/21  08:00:00,4405636.398,0,434896.56,197568,,,,,
 11/21  09:00:00,4750778.837,0,1304689.68,444528,,,,,
 11/21  10:00:00,4187886.318,0,1304689.68,444528,,,,,
 11/21  11:00:00,3754731.655,0,1304689.68,444528,,,,,
 11/21  12:00:00,3411262.042,0,1304689.68,444528,,,,,
 11/21  13:00:00,2260507.84,0,1304689.68,395136,,,,,
 11/21  14:00:00,3198291.929,0,1304689.68,444528,,,,,
 11/21  15:00:00,3350927.176,0,1304689.68,444528,,,,,
 11/21  16:00:00,3580260.032,0,1304689.68,444528,,,,,
 11/21  17:00:00,3870193.787,0,1304689.68,444528,,,,,
 11/21  18:00:00,3735394.294,0,1014758.64,395136,,,,,
 11/21  19:00:00,3517720.121,0,724827.6,296352,,,,,
 11/21  20:00:00,0,0,724827.6,296352,,,,,
 11/21  21:00:00,0,0,434896.56,246960,,,,,
 11/21  22:00:00,625324.3802,0,434896.56,246960,,,,,
 11/21  23:00:00,1517977.461,0,144965.52,197568,,,,,
 11/21  24:00:00,1969554.046,0,72482.76,197568,,,,,
 11/22  01:00:00,2250123.796,0,72482.76,197568,,,,,
 11/22  02:00:00,2480468.742,0,72482.76,197568,,,,,
 11/22  03:00:00,2628071.805,0,72482.76,197568,,,,,
 11/22  04:00:00,2716139.445,0,72482.76,197568,,,,,
 11/22  05:00:00,2777339.185,0,72482.76,197568,,,,,
 11/22  06:00:00,9550964.77,0,144965.52,197568,,,,,
 11/22  07:00:00,6662335.164,0,144965.52,197568,,,,,
 11/22  08:00:00,5385330.248,0,434896.56,197568,,,,,
 11/22  09:00:00,5607507.804,0,1304689.68,444528,,,,,
 11/22  10:00:00,3971688.254,0,1304689.68,444528,,,,,
 11/22  11:00:00,2313707.645,0,1304689.68,444528,,,,,
 11/22  12:00:00,1054623.665,0,1304689.68,444528,,,,,
 11/22  13:00:00,0,0,1304689.68,395136,,,,,
 11/22  14:00:00,6569.066847,0,1304689.68,444528,,,,,
 11/22  15:00:00,136342.1087,0,1304689.68,444528,,,,,
 11/22  16:00:00,897728.7873,0,1304689.68,444528,,,,,
 11/22  17:00:00,2551220.106,0,1304689.68,444528,,,,,
 11/22  18:00:00,3392786.144,0,1014758.64,395136,,,,,
 11/22  19:00:00,3376097.281,0,724827.6,296352,,,,,
 11/22  20:00:00,0,0,724827.6,296352,,,,,
 11/22  21:00:00,0,0,434896.56,246960,,,,,
 11/22  22:00:00,882623.6663,0,434896.56,246960,,,,,
 11/22  23:00:00,1727593.166,0,144965.52,197568,,,,,
 11/22  24:00:00,2203773.552,0,72482.76,197568,,,,,
 11/23  01:00:00,2484626.653,0,72482.76,197568,,,,,
 11/23  02:00:00,2692001.174,0,72482.76,197568,,,,,
 11/23  03:00:00,2789581.914,0,72482.76,197568,,,,,
 11/23  04:00:00,2828268.095,0,72482.76,197568,,,,,
 11/23  05:00:00,2838202.536,0,72482.76,197568,,,,,
 11/23  06:00:00,9585583.567,0,144965.52,197568,,,,,
 11/23  07:00:00,6633500.157,0,144965.52,197568,,,,,
 11/23  08:00:00,5336635.592,0,434896.56,197568,,,,,
 11/23  09:00:00,5976636.198,0,1304689.68,444528,,,,,
 11/23  10:00:00,5193364.245,0,1304689.68,444528,,,,,
 11/23  11:00:00,4528029.094,0,1304689.68,444528,,,,,
 11/23  12:00:00,3863714.14,0,1304689.68,444528,,,,,
 11/23  13:00:00,2240384.257,0,1304689.68,395136,,,,,
 11/23  14:00:00,2401757.648,0,1304689.68,444528,,,,,
 11/23  15:00:00,1545116.862,0,1304689.68,444528,,,,,
 11/23  16:00:00,1371161.754,0,1304689.68,444528,,,,,
 11/23  17:00:00,2249059.479,0,1304689.68,444528,,,,,
 11/23  18:00:00,2675711.774,0,1014758.64,395136,,,,,
 11/23  19:00:00,2599385.661,0,724827.6,296352,,,,,
 11/23  20:00:00,0,0,724827.6,296352,,,,,
 11/23  21:00:00,0,0,434896.56,246960,,,,,
 11/23  22:00:00,0,0,434896.56,246960,,,,,
 11/23  23:00:00,568341.0156,0,144965.52,197568,,,,,
 11/23  24:00:00,1235871.659,0,72482.76,197568,,,,,
 11/24  01:00:00,1563820.718,0,72482.76,148176,,,,,
 11/24  02:00:00,1885236.233,0,72482.76,148176,,,,,
 11/24  03:00:00,2101935.827,0,72482.76,148176,,,,,
 11/24  04:00:00,2238761.391,0,72482.76,148176,,,,,
 11/24  05:00:00,2309603.876,0,72482.76,148176,,,,,
 11/24  06:00:00,2351471.482,0,72482.76,148176,,,,,
 11/24  07:00:00,9209910.405,0,144965.52,197568,,,,,
 11/24  08:00:00,6017901.926,0,144965.52,197568,,,,,
 11/24  09:00:00,4766715.911,0,724827.6,246960,,,,,
 11/24  10:00:00,3118727.594,0,724827.6,246960,,,,,
 11/24  11:00:00,1402764.685,0,724827.6,246960,,,,,
 11/24  12:00:00,91045.77743,0,724827.6,246960,,,,,
 11/24  13:00:00,0,0,724827.6,246960,,,,,
 11/24  14:00:00,0,0,724827.6,246960,,,,,
 11/24  15:00:00,0,0,217448.28,172872,,,,,
 11/24  16:00:00,0,0,217448.28,172872,,,,,
 11/24  17:00:00,2537.654024,0,217448.28,172872,,,,,
 11/24  18:00:00,0,0,72482.76,148176,,,,,
 11/24  19:00:00,0,0,72482.76,148176,,,,,
 11/24  20:00:00,0,0,72482.76,148176,,,,,
 11/24  21:00:00,36.74337602,0,72482.76,148176,,,,,
 11/24  22:00:00,715989.3795,0,72482.76,148176,,,,,
 11/24  23:00:00,1306232.81,0,72482.76,148176,,,,,
 11/24  24:00:00,1735149.477,0,72482.76,148176,,,,,
 11/25  01:00:00,2099586.389,0,72482.76,148176,,,,,
 11/25  02:00:00,2355066.899,0,72482.76,148176,,,,,
 11/25  03:00:00,2531102.601,0,72482.76,148176,,,,,
 11/25  04:00:00,2669552.375,0,72482.76,148176,,,,,
 11/25  05:00:00,2783911.027,0,72482.76,148176,,,,,
 11/25  06:00:00,2881869.528,0,72482.76,148176,,,,,
 11/25  07:00:00,2974064.614,0,72482.76,148176,,,,,
 11/25  08:00:00,2941637.773,0,72482.76,148176,,,,,
 11/25  09:00:00,2763362.896,0,72482.76,148176,,,,,
 11/25  10:00:00,2479869.539,0,72482.76,148176,,,,,
 11/25  11:00:00,2145282.876,0,72482.76,148176,,,,,
 11/25  12:00:00,1834527.505,0,72482.76,148176,,,,,
 11/25  13:00:00,1527263.34,0,72482.76,148176,,,,,
 11/25  14:00:00,830548.3095,0,72482.76,148176,,,,,
 11/25  15:00:00,37569.32728,0,72482.76,148176,,,,,
 11/25  16:00:00,0,0,72482.76,148176,,,,,
 11/25  17:00:00,22754.45946,0,72482.76,148176,,,,,
 11/25  18:00:00,804886.1457,0,72482.76,148176,,,,,
 11/25  19:00:00,1446676.821,0,72482.76,148176,,,,,
 11/25  20:00:00,1913452.795,0,72482.76,148176,,,,,
 11/25  21:00:00,2249731.1,0,72482.76,148176,,,,,
 11/25  22:00:00,2466680.105,0,72482.76,148176,,,,,
 11/25  23:00:00,2544298.825,0,72482.76,148176,,,,,
 11/25  24:00:00,2524379.076,0,72482.76,148176,,,,,
 11/26  01:00:00,2438530.768,0,72482.76,197568,,,,,
 11/26  02:00:00,2390672.376,0,72482.76,197568,,,,,
 11/26  03:00:00,2363428.34,0,72482.76,197568,,,,,
 11/26  04:00:00,2340948.799,0,72482.76,197568,,,,,
 11/26  05:00:00,2317448.752,0,72482.76,197568,,,,,
 11/26  06:00:00,8919924.08,0,144965.52,197568,,,,,
 11/26  07:00:00,5976455.38,0,144965.52,197568,,,,,
 11/26  08:00:00,4675167.476,0,434896.56,197568,,,,,
 11/26  09:00:00,5091599.828,0,1304689.68,444528,,,,,
 11/26  10:00:00,4497250.167,0,1304689.68,444528,,,,,
 11/26  11:00:00,4142207.937,0,1304689.68,444528,,,,,
 11/26  12:00:00,3883360.255,0,1304689.68,444528,,,,,
 11/26  13:00:00,2746415.684,0,1304689.68,395136,,,,,
 11/26  14:00:00,3630164.808,0,1304689.68,444528,,,,,
 11/26  15:00:00,3564043.234,0,1304689.68,444528,,,,,
 11/26  16:00:00,3531940.35,0,1304689.68,444528,,,,,
 11/26  17:00:00,3602104.848,0,1304689.68,444528,,,,,
 11/26  18:00:00,3359156.532,0,1014758.64,395136,,,,,
 11/26  19:00:00,3091904.025,0,724827.6,296352,,,,,
 11/26  20:00:00,0,0,724827.6,296352,,,,,
 11/26  21:00:00,0,0,434896.56,246960,,,,,
 11/26  22:00:00,15528.33825,0,434896.56,246960,,,,,
 11/26  23:00:00,776038.23,0,144965.52,197568,,,,,
 11/26  24:00:00,1300009.069,0,72482.76,197568,,,,,
 11/27  01:00:00,1568152.77,0,72482.76,197568,,,,,
 11/27  02:00:00,1839578.612,0,72482.76,197568,,,,,
 11/27  03:00:00,2011828.534,0,72482.76,197568,,,,,
 11/27  04:00:00,2119559.025,0,72482.76,197568,,,,,
 11/27  05:00:00,2211529.272,0,72482.76,197568,,,,,
 11/27  06:00:00,8892803.18,0,144965.52,197568,,,,,
 11/27  07:00:00,6086510.517,0,144965.52,197568,,,,,
 11/27  08:00:00,4889553.278,0,434896.56,197568,,,,,
 11/27  09:00:00,5540025.584,0,1304689.68,444528,,,,,
 11/27  10:00:00,5032904.843,0,1304689.68,444528,,,,,
 11/27  11:00:00,4737120.876,0,1304689.68,444528,,,,,
 11/27  12:00:00,4515396.98,0,1304689.68,444528,,,,,
 11/27  13:00:00,3263290.115,0,1304689.68,395136,,,,,
 11/27  14:00:00,4229659.171,0,1304689.68,444528,,,,,
 11/27  15:00:00,3990601.166,0,1304689.68,444528,,,,,
 11/27  16:00:00,3790603.883,0,1304689.68,444528,,,,,
 11/27  17:00:00,3808451.26,0,1304689.68,444528,,,,,
 11/27  18:00:00,3584950.441,0,1014758.64,395136,,,,,
 11/27  19:00:00,3315143.463,0,724827.6,296352,,,,,
 11/27  20:00:00,0,0,724827.6,296352,,,,,
 11/27  21:00:00,0,0,434896.56,246960,,,,,
 11/27  22:00:00,87816.96222,0,434896.56,246960,,,,,
 11/27  23:00:00,953199.7354,0,144965.52,197568,,,,,
 11/27  24:00:00,1410797.121,0,72482.76,197568,,,,,
 11/28  01:00:00,1685513.625,0,72482.76,197568,,,,,
 11/28  02:00:00,1943289.04,0,72482.76,197568,,,,,
 11/28  03:00:00,2111758.017,0,72482.76,197568,,,,,
 11/28  04:00:00,2218308.007,0,72482.76,197568,,,,,
 11/28  05:00:00,2291040.328,0,72482.76,197568,,,,,
 11/28  06:00:00,8971071.656,0,144965.52,197568,,,,,
 11/28  07:00:00,6123766.549,0,144965.52,197568,,,,,
 11/28  08:00:00,4824761.172,0,434896.56,197568,,,,,
 11/28  09:00:00,5192219.871,0,1304689.68,444528,,,,,
 11/28  10:00:00,4380822.142,0,1304689.68,444528,,,,,
 11/28  11:00:00,3714426.876,0,1304689.68,444528,,,,,
 11/28  12:00:00,3098613.673,0,1304689.68,444528,,,,,
 11/28  13:00:00,1626984.714,0,1304689.68,395136,,,,,
 11/28  14:00:00,2021145.857,0,1304689.68,444528,,,,,
 11/28  15:00:00,1850075.119,0,1304689.68,444528,,,,,
 11/28  16:00:00,1823154.376,0,1304689.68,444528,,,,,
 11/28  17:00:00,1966111.571,0,1304689.68,444528,,,,,
 11/28  18:00:00,1941089.272,0,1014758.64,395136,,,,,
 11/28  19:00:00,1843734.655,0,724827.6,296352,,,,,
 11/28  20:00:00,0,0,724827.6,296352,,,,,
 11/28  21:00:00,0,0,434896.56,246960,,,,,
 11/28  22:00:00,0,0,434896.56,246960,,,,,
 11/28  23:00:00,0,0,144965.52,197568,,,,,
 11/28  24:00:00,237899.4064,0,72482.76,197568,,,,,
 11/29  01:00:00,819616.3311,0,72482.76,197568,,,,,
 11/29  02:00:00,1112066.477,0,72482.76,197568,,,,,
 11/29  03:00:00,1396374.532,0,72482.76,197568,,,,,
 11/29  04:00:00,1598275.737,0,72482.76,197568,,,,,
 11/29  05:00:00,1682031.303,0,72482.76,197568,,,,,
 11/29  06:00:00,8155534.482,0,144965.52,197568,,,,,
 11/29  07:00:00,5274576.588,0,144965.52,197568,,,,,
 11/29  08:00:00,3922526.17,0,434896.56,197568,,,,,
 11/29  09:00:00,3857952.642,0,1304689.68,444528,,,,,
 11/29  10:00:00,3227445.969,0,1304689.68,444528,,,,,
 11/29  11:00:00,2856496.956,0,1304689.68,444528,,,,,
 11/29  12:00:00,2601775.225,0,1304689.68,444528,,,,,
 11/29  13:00:00,1760490.746,0,1304689.68,395136,,,,,
 11/29  14:00:00,2439117.466,0,1304689.68,444528,,,,,
 11/29  15:00:00,2486713.099,0,1304689.68,444528,,,,,
 11/29  16:00:00,2854167.036,0,1304689.68,444528,,,,,
 11/29  17:00:00,3006615.966,0,1304689.68,444528,,,,,
 11/29  18:00:00,2654515.05,0,1014758.64,395136,,,,,
 11/29  19:00:00,2737084.513,0,724827.6,296352,,,,,
 11/29  20:00:00,0,0,724827.6,296352,,,,,
 11/29  21:00:00,0,0,434896.56,246960,,,,,
 11/29  22:00:00,0,0,434896.56,246960,,,,,
 11/29  23:00:00,138586.5735,0,144965.52,197568,,,,,
 11/29  24:00:00,693086.5098,0,72482.76,197568,,,,,
 11/30  01:00:00,1076890.297,0,72482.76,197568,,,,,
 11/30  02:00:00,1336893.577,0,72482.76,197568,,,,,
 11/30  03:00:00,1369952.223,0,72482.76,197568,,,,,
 11/30  04:00:00,1570248.473,0,72482.76,197568,,,,,
 11/30  05:00:00,1624146.444,0,72482.76,197568,,,,,
 11/30  06:00:00,7936098.868,0,144965.52,197568,,,,,
 11/30  07:00:00,5014072.2,0,144965.52,197568,,,,,
 11/30  08:00:00,3650441.348,0,434896.56,197568,,,,,
 11/30  09:00:00,3463907.06,0,1304689.68,444528,,,,,
 11/30  10:00:00,2852063.145,0,1304689.68,444528,,,,,
 11/30  11:00:00,2467404.302,0,1304689.68,444528,,,,,
 11/30  12:00:00,2205215.425,0,1304689.68,444528,,,,,
 11/30  13:00:00,1430605.548,0,1304689.68,395136,,,,,
 11/30  14:00:00,1890492.31,0,1304689.68,444528,,,,,
 11/30  15:00:00,1764494.328,0,1304689.68,444528,,,,,
 11/30  16:00:00,1675199.241,0,1304689.68,444528,,,,,
 11/30  17:00:00,1702480.537,0,1304689.68,444528,,,,,
 11/30  18:00:00,1636645.677,0,1014758.64,395136,,,,,
 11/30  19:00:00,1556415.505,0,724827.6,296352,,,,,
 11/30  20:00:00,0,0,724827.6,296352,,,,,
 11/30  21:00:00,0,0,434896.56,246960,,,,,
 11/30  22:00:00,0,0,434896.56,246960,,,,,
 11/30  23:00:00,0,0,144965.52,197568,,,,,
 11/30  24:00:00,0,0,72482.76,197568,,,,,
 12/01  01:00:00,213763.5491,0,72482.76,148176,,,,,
 12/01  02:00:00,802374.632,0,72482.76,148176,,,,,
 12/01  03:00:00,1120919.876,0,72482.76,148176,,,,,
 12/01  04:00:00,1417106.74,0,72482.76,148176,,,,,
 12/01  05:00:00,1619533.503,0,72482.76,148176,,,,,
 12/01  06:00:00,1739480.757,0,72482.76,148176,,,,,
 12/01  07:00:00,8411808.156,0,144965.52,197568,,,,,
 12/01  08:00:00,5419228.488,0,144965.52,197568,,,,,
 12/01  09:00:00,4529861.761,0,724827.6,246960,,,,,
 12/01  10:00:00,3836611.597,0,724827.6,246960,,,,,
 12/01  11:00:00,3446363.93,0,724827.6,246960,,,,,
 12/01  12:00:00,3164498.488,0,724827.6,246960,,,,,
 12/01  13:00:00,2938472.682,0,724827.6,246960,,,,,
 12/01  14:00:00,2781034.206,0,724827.6,246960,,,,,
 12/01  15:00:00,2334087.531,0,217448.28,172872,,,,,
 12/01  16:00:00,2471187.392,0,217448.28,172872,,,,,
 12/01  17:00:00,2629607.918,0,217448.28,172872,,,,,
 12/01  18:00:00,0,0,72482.76,148176,,,,,
 12/01  19:00:00,0,0,72482.76,148176,,,,,
 12/01  20:00:00,0,0,72482.76,148176,,,,,
