Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000053391342,1067821.83103702,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000004431548,1357431.78107081,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000514124,1441783.38993687,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000050576,1699736.35537086,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000004982,1858719.41486229,0.0,72482.76,197568. 
 01/01  06:00:00,21.8918432713104,7323380.91063476,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999921,7639688.69655822,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999987,5517835.70538973,0.0,434896.56,197568. 
 01/01  09:00:00,22.,5648724.67342433,0.0,1158907.04415537,444528. 
 01/01  10:00:00,22.0000000000001,4718534.44745456,0.0,130468.968,444528. 
 01/01  11:00:00,22.,1528163.46639696,0.0,130468.968,444528. 
 01/01  12:00:00,22.9246616465305,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,22.1469173252739,0.0,0.0,130468.968,395136. 
 01/01  14:00:00,22.0114955080444,1840635.67648663,0.0,130468.968,444528. 
 01/01  15:00:00,22.001372373631,2384604.76828128,0.0,309931.637706167,444528. 
 01/01  16:00:00,22.0001848501625,2496326.52023238,0.0,827249.853249547,444528. 
 01/01  17:00:00,22.0000274478579,2606237.7191783,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000043242139,2497403.73213948,0.0,1014758.64,395136. 
 01/01  19:00:00,22.0000007303771,2246711.7609464,0.0,724827.6,296352. 
 01/01  20:00:00,17.4142300528033,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.5152636755268,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.4814827094734,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.5997951143264,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0038871981855,307046.312984291,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000044003251,867567.303365899,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000003274436,1237838.22735756,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000413813,1337710.9700875,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000040393,1632524.86550815,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000004048,1853051.12032599,0.0,72482.76,197568. 
 01/02  06:00:00,21.8915283379712,7320177.05315493,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999917,7786195.45101777,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999986,5643484.70032346,0.0,434896.56,197568. 
 01/02  09:00:00,22.,5811245.30660342,0.0,1187960.2214396,444528. 
 01/02  10:00:00,22.0000000000001,5008089.42268532,0.0,130468.968,444528. 
 01/02  11:00:00,22.,3016529.00342945,0.0,130468.968,444528. 
 01/02  12:00:00,22.6070973630888,0.0,0.0,130468.968,444528. 
 01/02  13:00:00,25.9993052465572,0.0,2314386.13819999,130468.968,395136. 
 01/02  14:00:00,26.0000000000001,0.0,5203793.96882106,130468.968,444528. 
 01/02  15:00:00,25.9999999999998,0.0,5126613.28417417,130468.968,444528. 
 01/02  16:00:00,26.,0.0,2338112.0968038,130468.968,444528. 
 01/02  17:00:00,25.3240919686115,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,24.0413872458087,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,23.0602302322247,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,21.7985376745779,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,21.0459975182891,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,19.9171609498831,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,18.9069862790761,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,17.9221130932479,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,17.1227972086415,0.0,0.0,72482.76,197568. 
 01/03  02:00:00,16.277672550213,0.0,0.0,72482.76,197568. 
 01/03  03:00:00,15.5055623339006,0.0,0.0,72482.76,197568. 
 01/03  04:00:00,15.0020764874843,190381.030459335,0.0,72482.76,197568. 
 01/03  05:00:00,15.0000011990965,630361.734624531,0.0,72482.76,197568. 
 01/03  06:00:00,21.9035000902599,5322709.08911271,0.0,144965.52,197568. 
 01/03  07:00:00,21.9999999999997,6129503.42299709,0.0,144965.52,197568. 
 01/03  08:00:00,22.0000000000001,4198539.06626785,0.0,434896.56,197568. 
 01/03  09:00:00,22.0000000000001,3618636.18620286,0.0,1202106.53158454,444528. 
 01/03  10:00:00,22.0000000000002,2894482.03655036,0.0,673640.72306067,444528. 
 01/03  11:00:00,22.,2475250.74252536,0.0,130468.968,444528. 
 01/03  12:00:00,22.0000000000002,1978937.80322001,0.0,130468.968,444528. 
 01/03  13:00:00,22.,1500687.82652166,0.0,130468.968,395136. 
 01/03  14:00:00,22.,1892804.10696659,0.0,130468.968,444528. 
 01/03  15:00:00,22.,1998241.0178507,0.0,291727.235313471,444528. 
 01/03  16:00:00,21.9999999999998,2135078.08897784,0.0,811507.484449286,444528. 
 01/03  17:00:00,22.,1838626.20832088,0.0,1304689.68,444528. 
 01/03  18:00:00,22.,1663677.12814202,0.0,1014758.64,395136. 
 01/03  19:00:00,22.,1509870.70121397,0.0,724827.6,296352. 
 01/03  20:00:00,19.086494633027,0.0,0.0,724827.6,296352. 
 01/03  21:00:00,19.0240991439535,0.0,0.0,434896.56,246960. 
 01/03  22:00:00,18.1959470106892,0.0,0.0,434896.56,246960. 
 01/03  23:00:00,17.4640473115966,0.0,0.0,144965.52,197568. 
 01/03  24:00:00,16.7041480831438,0.0,0.0,72482.76,197568. 
 01/04  01:00:00,15.7777818949984,0.0,0.0,72482.76,197568. 
 01/04  02:00:00,15.1768849852114,0.0,0.0,72482.76,197568. 
 01/04  03:00:00,15.0034485567869,398112.277173084,0.0,72482.76,197568. 
 01/04  04:00:00,15.0001602006186,792781.644058193,0.0,72482.76,197568. 
 01/04  05:00:00,15.0000117862267,1014937.82657554,0.0,72482.76,197568. 
