Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000092611,998476.852410516,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000007273,1325538.86896438,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000926,1389857.42870454,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000093,1682688.02799579,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000000008,1846544.46634721,0.0,72482.76,197568. 
 01/01  06:00:00,21.8919631363544,7299146.26627021,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999926,7632652.49474307,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999988,5514078.64494759,0.0,434896.56,197568. 
 01/01  09:00:00,22.,5645951.96632718,0.0,1160271.15476212,444528. 
 01/01  10:00:00,22.,4591735.88811789,0.0,130468.968,444528. 
 01/01  11:00:00,22.,1114920.20965492,0.0,130468.968,444528. 
 01/01  12:00:00,23.7888421278657,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,22.8393725459112,0.0,0.0,130468.968,395136. 
 01/01  14:00:00,22.0146303940664,1199755.41478597,0.0,130468.968,444528. 
 01/01  15:00:00,22.0000093533878,1940046.0399674,0.0,342752.653558703,444528. 
 01/01  16:00:00,22.0000010962168,2257187.8041794,0.0,841172.577729416,444528. 
 01/01  17:00:00,22.0000001488189,2471678.09308639,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000000219707,2420827.99854539,0.0,1014758.64,395136. 
 01/01  19:00:00,22.000000003502,2206379.94682883,0.0,724827.6,296352. 
 01/01  20:00:00,17.5890413043325,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.6831785637065,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.6309363426644,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.7350646026623,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0012010318587,185354.722253233,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000075044,797744.504743397,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000005282,1204048.10870981,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000577,1364924.11509407,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000000059,1589913.04866017,0.0,72482.76,197568. 
