HOY,Altitude,Azimuth
852.0,25.9504557560,169.339946466
853.0,26.4282886764,185.410678849
854.0,24.1072721958,201.159757403
855.0,19.2810316164,215.797345560
856.0,12.4555136194,229.017476694
857.0,4.16880490610,240.959364555
872.0,1.34487077282,115.203479316
873.0,10.0367842336,126.800558308
874.0,17.4372779235,139.575632254
875.0,23.0215410358,153.779496968
876.0,26.2509833045,169.275457485
877.0,26.7345172118,185.413101861
878.0,24.4077042334,201.225852097
879.0,19.5673590005,215.913584338
880.0,12.7244940498,229.168623650
881.0,4.42139969095,241.134258184
896.0,1.57380903064,114.994955277
897.0,10.2839636375,126.610824305
898.0,17.7059163834,139.413403780
899.0,23.3113015448,153.659186513
900.0,26.5563172383,169.213533356
901.0,27.0449725107,185.419459105
902.0,24.7115894347,201.296918704
903.0,19.8563353252,216.035286404
904.0,12.9954424967,229.325295491
905.0,4.67547842365,241.314538630
920.0,1.80812499367,114.786087270
921.0,10.5364317839,126.420989146
922.0,17.9797511059,139.251593115
923.0,23.6060944134,153.540189955
924.0,26.8663464922,169.154192753
925.0,27.3595402857,185.429768108
926.0,25.0188117039,201.372963828
927.0,20.1478474264,216.162436558
928.0,13.2682543563,229.487452018
929.0,4.93094884752,241.500143281
944.0,2.04772058205,114.576931870
945.0,10.7940856155,126.231092974
946.0,18.2586749979,139.090226308
947.0,23.9058098452,153.422524649
948.0,27.1809589940,169.097451417
949.0,27.6781057379,185.444043691
950.0,25.3292549498,201.453991319
951.0,20.4417827233,216.295016652
952.0,13.5428261759,229.655050072
953.0,5.18772030476,241.691006781
968.0,2.29249494882,114.367542431
969.0,11.0568196959,126.041172775
970.0,18.5425790222,138.929326220
971.0,24.2103365902,153.306204796
972.0,27.5000417306,169.043322152
973.0,28.0005536221,185.462297977
974.0,25.6428031520,201.540002273
975.0,20.7380292838,216.433005601
976.0,13.8190557106,229.828043554
977.0,5.44570377697,241.887061073
992.0,2.54234456591,114.157969078
993.0,11.3245262871,125.851262382
994.0,18.8313522686,138.768912533
995.0,24.5195620114,153.191241443
996.0,27.8234808129,168.991814833
997.0,28.3267683110,185.484540389
998.0,25.9593404250,201.630995035
999.0,21.0364758855,216.576379386
1000.0,14.0968419759,230.006383458
1001.0,5.70481192153,242.088235453
1016.0,2.79716331225,113.948258704
1017.0,11.5970954303,125.661392487
1018.0,19.1248820269,138.609001755
1019.0,24.8333721526,153.077642489
1020.0,28.1511615405,168.942936410
1021.0,28.6566338583,185.510777663
1022.0,26.2787510798,201.726965202
1023.0,21.3370120757,216.725111072
1024.0,14.3760852975,230.190017898
1025.0,5.96495910371,242.294456618
1040.0,3.05684256377,113.738454984
1041.0,11.8744150262,125.471590652
1042.0,19.4230538596,138.449607236
1043.0,25.1516518048,152.965412698
1044.0,28.4829684646,168.896690917
1045.0,28.9900340590,185.541013855
1046.0,26.6009196836,201.827905638
1047.0,21.6395282272,216.879170817
1048.0,14.6566873572,230.378892141
1049.0,6.22606142458,242.505648719
1064.0,3.32127128509,113.528598391
1065.0,12.1563709171,125.281881336
1066.0,19.7257516745,138.290739196
1067.0,25.4742845724,152.854553716
1068.0,28.8187854501,168.853079487
1069.0,29.3268525098,185.575250356
1070.0,26.9257311176,201.933806474
1071.0,21.9439155920,217.038525894
1072.0,14.9385512355,230.572948646
1073.0,6.48803674490,242.721733417
1088.0,3.59033612269,113.318726218
1089.0,12.4428469697,125.092285921
1090.0,20.0328577984,138.132404745
1091.0,25.8011529396,152.745064090
1092.0,29.1584957373,168.812100372
1093.0,29.6669726661,185.613485908
1094.0,27.2530706329,202.044655133
1095.0,22.2500663530,217.203140705
1096.0,15.2215814505,230.772127094
1097.0,6.75080470489,242.942629940
1112.0,3.86392149932,113.108872616
1113.0,12.7337251582,124.902822752
1114.0,20.3442530500,137.974607918
1115.0,26.1321383348,152.636939295
1116.0,29.5019820010,168.773748960
1117.0,30.0102778989,185.655716624
1118.0,27.5828239037,202.160436333
1119.0,22.5578736714,217.372976805
1120.0,15.5056839940,230.976364436
1121.0,7.01428674014,243.168255139
1136.0,4.14190970930,112.899068630
1137.0,13.0288856487,124.713507176
1138.0,20.6598168128,137.817349716
1139.0,26.4671211952,152.530171761
1140.0,29.8491264101,168.738017799
1141.0,30.3566515495,185.701936005
1142.0,27.9148770789,202.281132110
1143.0,22.8672317334,217.547992924
1144.0,15.7907663636,231.185594926
1145.0,7.27840609362,243.398523553
1160.0,4.42418101466,112.689342244
1161.0,13.3282068825,124.524351591
1162.0,20.9794271081,137.660628144
1163.0,26.8059810309,152.424750906
1164.0,30.1998106844,168.704896625
1165.0,30.7059769822,185.752134967
1166.0,28.2491168319,202.406721837
1167.0,23.1780357925,217.728144991
1168.0,16.0767375917,231.399750172
1169.0,7.54308782395,243.633347463
1184.0,4.71061374175,112.479718441
1185.0,13.6315656609,124.335365498
1186.0,21.3029606671,137.504438261
1187.0,27.1485964869,152.320663171
1188.0,30.5539161508,168.674372391
1189.0,31.0581376360,185.806301863
1190.0,28.5854304076,202.537182237
1191.0,23.4901822110,217.913386161
1192.0,16.3635082720,231.618759176
1193.0,7.80825881012,243.872636962
1208.0,5.00108437808,112.270219256
1209.0,13.9388372291,124.146555562
1210.0,21.6302930026,137.348772229
1211.0,27.4948454049,152.217892064
1212.0,30.9113237985,168.646429296
1213.0,31.4130170741,185.864422510
1214.0,28.9237056684,202.672487410
1215.0,23.8035684971,218.103666846
1216.0,16.6509905819,231.842548383
1217.0,8.07384775264,244.116300012
1232.0,5.29546766923,112.060863844
1233.0,14.2498953599,123.957925673
1234.0,21.9612984805,137.193619373
1235.0,27.8446048842,152.116418196
1236.0,31.2719143320,168.621048818
1237.0,31.7704990320,185.926480218
1238.0,29.2638311376,202.812608853
1239.0,24.1180933416,218.298934735
1240.0,16.9390983024,232.071041730
1241.0,8.33978517138,244.364242516
1256.0,5.59363671557,111.851668551
1257.0,14.5646124371,123.769477019
1258.0,22.2958503892,137.038966237
1259.0,28.1977513406,152.016219331
1260.0,31.6355682226,168.598209754
1261.0,32.1304674639,185.992455816
1262.0,29.6056960408,202.957515478
1263.0,24.4336566507,218.499134836
1264.0,17.2277468354,232.304160691
1265.0,8.60600340018,244.616368376
1280.0,5.89546306848,111.642646990
1281.0,14.8828595385,123.581208152
1282.0,22.6338210100,136.884796648
1283.0,28.5541605647,151.917270434
1284.0,32.0021657594,168.577888250
1285.0,32.4928065873,186.062327682
1286.0,29.9491903459,203.107173643
1287.0,24.7501595768,218.704209496
1288.0,17.5168532172,232.541824332
1289.0,8.87243657841,244.872579566
1304.0,6.20081682605,111.433810124
1305.0,15.2045065172,123.393115073
1306.0,22.9750816841,136.731091787
1307.0,28.9137077781,151.819543718
1308.0,32.3715870972,168.560057841
1309.0,32.8574009258,186.136071773
1310.0,30.2942048008,203.261547167
1311.0,25.0675045479,218.914098440
1312.0,17.8063361304,232.783949359
1313.0,9.13902063957,245.132776192
1328.0,6.50956672784,111.225166347
1329.0,15.5294220835,123.205191308
1330.0,23.3195028808,136.577830253
1331.0,29.2762676893,151.723008700
1332.0,32.7437123044,168.544689490
1333.0,33.2241353506,186.213661656
1334.0,30.6406309695,203.420597359
1335.0,25.3855952935,219.128738801
1336.0,18.0961159127,233.030450174
1337.0,9.40569329716,245.396856564
1352.0,6.82158024865,111.016721577
1353.0,15.8574738838,123.017427994
1354.0,23.6669542623,136.424988141
1355.0,29.6417145466,151.627632254
1356.0,33.1184214075,168.531751628
1357.0,33.5928951200,186.295068537
1358.0,30.9883612667,203.584283036
1359.0,25.7043368697,219.348065153
1360.0,18.3861145627,233.281238924
1361.0,9.67239402793,245.664717261
1362.0,0.0901051909899,257.037828951
1376.0,7.13672369101,110.808479350
1377.0,16.1885285801,122.829813968
1378.0,24.0173047486,136.272539116
1379.0,30.0099221905,151.533378665
1380.0,33.4955944355,168.521210194
1381.0,33.9635659170,186.380261290
1382.0,31.3372889896,203.752560552
1383.0,26.0236356812,219.572009542
1384.0,18.6762557443,233.536225552
1385.0,9.93906405269,245.936253195
1386.0,0.341309085177,257.320100463
1400.0,7.45486227640,110.600440915
1401.0,16.5224519267,122.642335858
1402.0,24.3704225798,136.120454491
1403.0,30.3807641039,151.440209691
1404.0,33.8751114614,168.513028671
1405.0,34.3360338858,186.469206486
1406.0,31.6873083495,203.925383812
1407.0,26.3433995018,219.800501522
1408.0,18.9664647881,233.795317857
1409.0,10.2056463148,246.211357683
1410.0,0.592465120296,257.605460118
1424.0,7.77586023472,110.392605335
1425.0,16.8591088463,122.454978175
1426.0,24.7261753777,135.968703310
1427.0,30.7541134605,151.348084617
1428.0,34.2568526425,168.507168131
1429.0,34.7101856663,186.561868423
1430.0,32.0383145008,204.102704301
1431.0,26.6635374935,220.033468186
1432.0,19.2566686907,234.058421541
1433.0,10.4720854566,246.489922510
1434.0,0.843532616325,257.893790299
1448.0,8.09958089225,110.184969589
1449.0,17.1983635039,122.267723411
1450.0,25.0844302053,135.817252428
1451.0,31.1298431718,151.256960319
1452.0,34.6406982586,168.503587273
1453.0,35.0859084267,186.658209150
1454.0,32.3902035685,204.284471098
1455.0,26.9839602227,220.270834195
1456.0,19.5467961124,234.325440265
1457.0,10.7383277938,246.771837994
1458.0,1.09447236536,258.184972479
1472.0,8.42588675766,109.977528677
1473.0,17.5400793795,122.080552139
1474.0,25.4450536240,135.666066598
1475.0,31.5078259318,151.166791322
1476.0,35.0265287490,168.502242460
1477.0,35.4630898949,186.758188494
1478.0,32.7428726743,204.470630896
1479.0,27.3045796755,220.512521817
1480.0,19.8367773724,234.596275699
1481.0,11.0043212877,247.056993050
1482.0,1.34524658375,258.478887285
1496.0,8.75463960613,109.770275728
1497.0,17.8841193386,121.893443113
1498.0,25.8079117502,135.515108557
1499.0,31.8879342599,151.077529862
1500.0,35.4142247465,168.503087759
1501.0,35.8416183883,186.861764085
1502.0,33.0962199617,204.661128022
1503.0,27.6253092713,220.758450951
1504.0,20.1265444423,234.870827577
1505.0,11.2700155169,247.345275261
1506.0,1.59581886303,258.775414567
1520.0,9.08570056140,109.563202110
1521.0,18.2303457009,121.706373369
1522.0,26.1728703091,135.364339114
1523.0,32.2700405419,150.989125947
1524.0,35.8036671108,168.506074980
1525.0,36.2213828415,186.968891377
1526.0,33.4501446184,204.855904449
1527.0,27.9460638744,221.008539162
1528.0,20.4160309384,235.148993748
1529.0,11.5353616457,247.636570929
1530.0,1.84615411996,259.074433464
1544.0,9.41893017571,109.356297540
1545.0,18.5786203075,121.519318330
1546.0,26.5397946867,135.213717242
1547.0,32.6540170694,150.901527424
1548.0,36.1947369591,168.511153710
1549.0,36.6022728331,187.079523668
1550.0,33.8045468989,205.054899810
1551.0,28.2667598042,221.262701708
1552.0,20.7051721111,235.430670226
1553.0,11.8003123928,247.930765148
1554.0,2.09621854572,259.375822466
1568.0,9.75418850754,109.149550193
1569.0,18.9288045855,121.332251918
1570.0,26.9085499805,135.063200165
1571.0,33.0397360763,150.814680034
1572.0,36.5873156956,168.518271350
1573.0,36.9841786103,187.193612118
1574.0,34.1593281444,205.258051413
1575.0,28.5873148444,221.520851570
1576.0,20.9939048346,235.715751240
1577.0,12.0648219974,248.227741860
1578.0,2.34597955449,259.679459476
1591.0,0.225582348839,97.6565169189
1592.0,10.0913351972,108.942946822
1593.0,19.2807596111,121.145146651
1594.0,27.2790010471,134.912743456
1595.0,33.4270697745,150.728527483
1596.0,36.9812850385,168.527373145
1597.0,37.3669911126,187.311105763
1598.0,34.5143908024,205.465294245
1599.0,28.9076482503,221.782899477
1600.0,21.2821675932,236.004129287
1601.0,12.3288461854,248.527383912
1602.0,2.59540573153,259.985221872
1615.0,0.555910748136,97.4397871819
1616.0,10.4302295398,108.736472866
1617.0,19.6343461706,120.957973761
1618.0,27.6510125493,134.762301127
1619.0,33.8158903864,150.643011499
1620.0,37.3765270454,168.538402222
1621.0,37.7506019937,187.431951533
1622.0,34.8696384445,205.676560985
1623.0,29.2276807548,222.048753934
1624.0,21.5699004676,236.295695175
1625.0,12.5923421334,248.829573117
1626.0,2.84446678091,260.292986562
1639.0,0.88799686999,97.2235175909
1640.0,10.7707305567,108.530112567
1641.0,19.9894248188,120.770703299
1642.0,28.0244490002,134.611825724
1643.0,34.2060701767,150.558071902
1644.0,37.7729241375,168.551299615
1645.0,38.1349036417,187.556094254
1646.0,35.2249757832,205.891782005
1647.0,29.5473345734,222.318321248
1648.0,21.8570451193,236.590338072
1649.0,12.8552684326,249.134190313
1650.0,3.09313347308,260.602630044
1663.0,1.22169862121,97.0076995700
1664.0,11.1126970638,108.323849085
1665.0,20.3458559367,120.583304245
1666.0,28.3991748055,134.461268427
1667.0,34.5974814810,150.473646659
1668.0,38.1703591206,168.566004298
1669.0,38.5197891989,187.683476663
1670.0,35.5803086874,206.110885375
1671.0,29.866533408,222.591505548
1672.0,22.1435447741,236.887945556
1673.0,13.1175850517,249.441115412
1674.0,3.34137759229,260.914028459
1687.0,1.55687375589,96.7923233415
1688.0,11.4559877381,108.117664616
1689.0,20.7034997858,120.395744625
1690.0,28.7750543046,134.310579144
1691.0,34.9899967335,150.389671957
1692.0,38.5687152057,168.582453209
1693.0,38.9051525789,187.814039407
1694.0,35.9355441973,206.333796863
1695.0,30.1852024490,222.868208813
1696.0,22.4293442041,237.188403656
1697.0,13.3792532989,249.750227456
1698.0,3.58917188402,261.227057642
1711.0,1.89337994750,96.5773780472
1712.0,11.8004611817,107.911540504
1713.0,21.0622165616,120.207991618
1714.0,29.1519518092,134.159706609
1715.0,35.3834884919,150.306082262
1716.0,38.9678760273,168.600581277
1717.0,39.2908884834,187.947721046
1718.0,36.2905905378,206.560439929
1719.0,30.5032683769,223.148330886
1720.0,22.7143897092,237.491596896
1721.0,13.6402357834,250.061404670
1722.0,3.83649000263,261.541593176
1735.0,2.23107485835,96.3628518692
1736.0,12.1459759843,107.705457359
1737.0,21.4218664447,120.020011671
1738.0,29.5297316405,134.008598486
1739.0,35.7778294616,150.222810382
1740.0,39.3677256598,168.620321445
1741.0,39.6768924174,188.084458053
1742.0,36.6453571306,206.790735728
1743.0,30.8206593624,223.431769500
1744.0,22.9986290965,237.797408341
1745.0,13.9004963765,250.374524512
1746.0,4.08330645906,261.857510440
1759.0,2.56981620648,96.1487321492
1760.0,12.4923907826,107.499395174
1761.0,21.78230965,119.831770615
1762.0,29.9082581643,133.857201466
1763.0,36.1728925170,150.139787537
1764.0,39.7681486326,168.641604690
1765.0,40.0630607028,188.224184807
1766.0,36.9997546063,207.024603095
1767.0,31.1373050658,223.718420296
1768.0,23.2820116602,238.105719636
1769.0,14.1600001720,250.689463720
1770.0,4.32959656893,262.174684655
1783.0,2.90946183008,95.9350055080
1784.0,12.8395643187,107.293333439
1785.0,22.1434064747,119.643233779
1786.0,30.2873958255,133.705461373
1787.0,36.5685507215,150.056943421
1788.0,40.1690299434,168.664360045
1789.0,40.4492904912,188.366833584
1790.0,37.3536948143,207.261958542
1791.0,31.4531366347,224.008176836
1792.0,23.5644881590,238.416411048
1793.0,14.4187134463,251.006098362
1794.0,4.57533640095,262.492990928
1807.0,3.24986974947,95.7216579634
1808.0,13.1873554954,107.087251258
1809.0,22.5050173445,119.454366105
1810.0,30.6670091795,133.553323266
1811.0,36.9646773466,149.974206269
1812.0,40.5702550698,168.688514619
1813.0,40.8354797758,188.512334550
1814.0,37.7070908330,207.502716240
1815.0,31.7680867012,224.300930627
1816.0,23.8460107941,238.729361505
1817.0,14.6766036179,251.324303878
1818.0,4.82050272569,262.812304300
1831.0,3.59089822685,95.5086750469
1832.0,13.5356234311,106.881127463
1833.0,22.8670028581,119.265132265
1834.0,31.0469629239,133.400731545
1835.0,37.3611458879,149.891502921
1836.0,40.9717099800,168.713993607
1837.0,41.2215274012,188.660615743
1838.0,38.0598569779,207.746788013
1839.0,32.0820893781,224.596571129
1840.0,24.1265331847,239.044448636
1841.0,14.9336392073,251.643955125
1842.0,5.06507296481,263.132499783
1855.0,3.93240582381,95.2960419198
1856.0,13.8842275117,106.674940732
1857.0,23.2292238306,119.075496778
1858.0,31.4271219280,133.247630059
1859.0,37.7578300813,149.808758898
1860.0,41.3732811410,168.740720314
1861.0,41.6073330733,188.811603057
1862.0,38.4119088098,207.994083314
1863.0,32.3950802536,224.894985776
1864.0,24.4060103442,239.361548805
1865.0,15.1897897952,251.964926425
1866.0,5.3090251408,263.453452400
1879.0,4.27425145687,95.0837434879
1880.0,14.2330274415,106.468669701
1881.0,23.5915413355,118.885424128
1882.0,31.8073512609,133.093962216
1883.0,38.1546039168,149.725898463
1884.0,41.7748555265,168.768616162
1885.0,41.9927973670,188.965220224
1886.0,38.7631631414,208.244509213
1887.0,32.7069963855,225.196059987
1888.0,24.6843986540,239.680537154
1889.0,15.4450259821,252.287091597
1890.0,5.55233782716,263.775037228
1903.0,4.61629445107,94.8717645145
1904.0,14.5818832928,106.262293081
1905.0,23.9538167461,118.694878887
1906.0,32.1875162196,132.939671092
1907.0,38.5513416510,149.642844696
1908.0,42.1763206224,168.797600706
1909.0,42.3778217339,189.121388787
1910.0,39.1135380433,208.497970376
1911.0,33.0177762937,225.499677180
1912.0,24.9616558380,240.001287633
1913.0,15.6993193462,252.610324007
1914.0,5.79499009910,264.097129429
1927.0,4.95839459183,94.6600897329
1928.0,14.9306555541,106.055789771
1929.0,24.3159117749,118.503825828
1930.0,32.5674823554,132.784699548
1931.0,38.9479178196,149.559519570
