HOY,Altitude,Azimuth
1932.0,42.5775644322,168.827591647
1933.0,42.7623085081,189.280028081
1934.0,39.4629528490,208.754369040
1935.0,33.3273599525,225.805718785
1936.0,25.2377409348,240.323673040
1937.0,15.9526424019,252.934496600
1938.0,6.03696148479,264.419604289
1951.0,5.30041217527,94.4487039568
1952.0,15.2792051767,105.849138972
1953.0,24.6776885138,118.312230052
1954.0,32.9471154999,132.628990346
1955.0,39.3442072475,149.475844018
1956.0,42.9784754802,168.858504841
1957.0,43.1461609118,189.441055201
1958.0,39.8113281593,209.013604997
1959.0,33.6356887808,226.114064258
1960.0,25.5126142698,240.647565054
1961.0,16.2049685576,253.259481939
1962.0,6.27823191705,264.742337251
1975.0,5.64220805700,94.2375921898
1976.0,15.6273936210,105.642320302
1977.0,25.0390094720,118.120057107
1978.0,33.3262817906,132.472486265
1979.0,39.7400850586,149.391738020
1980.0,43.3789428138,168.890254313
1981.0,43.5292830593,189.604384972
1982.0,40.1585858452,209.275575566
1983.0,33.9427056322,226.424591095
1984.0,25.7862374261,240.972834268
1985.0,16.4562720735,253.585152248
1986.0,6.51878168562,265.065203951
1999.0,5.98364369977,94.0267397338
2000.0,15.9750829019,105.435313907
2001.0,25.3997376149,117.927273116
2002.0,33.7048476958,132.315130226
2003.0,40.1354266854,149.307120680
2004.0,43.7788560052,168.922752269
2005.0,43.9115799605,189.769929919
2006.0,40.5046490504,209.540175572
2007.0,34.2483547829,226.737174842
2008.0,26.0585732146,241.299350229
2009.0,16.7065280189,253.911379439
2010.0,6.75859138986,265.388080242
2023.0,6.32458121999,93.8161322952
2024.0,16.3221356327,105.228100578
2025.0,25.7597364019,117.733844893
2026.0,34.0826800397,132.156865417
2027.0,40.5301078768,149.221910308
2028.0,44.1781051516,168.955909103
2029.0,44.2929575236,189.937600236
2030.0,40.8494421922,209.807297315
2031.0,34.5525819191,227.051689111
2032.0,26.3295856433,241.626981467
2033.0,16.9557122294,254.238035155
2034.0,6.99764189191,265.710842236
2047.0,6.66488343334,93.6057560905
2048.0,16.6684150700,105.020661859
2049.0,26.1188698242,117.539740078
2050.0,34.4596460273,131.997635418
2051.0,40.9240047069,149.136024513
2052.0,44.5765808746,168.989633416
2053.0,44.6733225562,190.107303745
2054.0,41.1928909623,210.076830553
2055.0,34.8553341231,227.368005594
2056.0,26.5992398848,241.955595531
2057.0,17.2038012635,254.564990802
2058.0,7.23591427036,266.033366325
2071.0,7.00441389967,93.3955979506
2072.0,17.0137851572,104.812980165
2073.0,26.4770024434,117.344927261
2074.0,34.8356132696,131.837384338
2075.0,41.3169935818,149.049380291
2076.0,44.9741743188,169.023832025
2077.0,45.0525827664,190.278945865
2078.0,41.5349223257,210.348662471
2079.0,35.1565598575,227.685994078
2080.0,26.8675022440,242.285059024
2081.0,17.4507723592,254.892117584
2082.0,7.47338977424,266.355529215
2095.0,7.34303696735,93.1856454232
2096.0,17.3581105680,104.605038887
2097.0,26.8339994293,117.149376107
2098.0,35.2104498087,131.676056948
2099.0,41.7089512479,148.961894125
2100.0,45.3707771498,169.058409979
2101.0,45.4306467625,190.452429576
2102.0,41.8754645188,210.622677658
2103.0,35.4562089489,228.005522460
2104.0,27.1343401234,242.615237639
2105.0,17.6966033897,255.219286537
2106.0,7.71004977746,266.677207956
2119.0,7.68061781727,92.9758868742
2120.0,17.7012567507,104.396822513
2121.0,27.1897265992,116.953057492
2122.0,35.5840241446,131.513598820
2123.0,42.0997547990,148.873482083
2124.0,45.7662815508,169.093270582
2125.0,45.8074240518,190.627655377
2126.0,42.2144470465,210.898758084
2127.0,35.7542325693,228.326456768
2128.0,27.3997219885,242.945996191
2129.0,17.9412728193,255.546368565
2130.0,7.94587573355,266.998279968
2143.0,8.01702250659,92.7663115880
2144.0,18.0430899719,104.188316731
2145.0,27.5440504570,116.755943631
2146.0,35.9562052611,131.349956474
2147.0,42.4892816840,148.784059933
2148.0,46.1605802199,169.128315405
2149.0,46.1828250389,190.804521255
2150.0,42.5518006779,211.176783076
2151.0,36.0505832168,228.648661174
2152.0,27.6636173311,243.277198659
2153.0,18.1847596587,255.873234471
2154.0,8.18084913077,267.318623071
2167.0,8.35211801252,92.5569098659
2168.0,18.3834773607,103.979508546
2169.0,27.8968382339,116.558008213
2170.0,36.3268626543,131.185077524
2171.0,42.8774097154,148.693543247
2172.0,46.5535663652,169.163444312
2173.0,46.5567610229,190.982922646
2174.0,42.8874574411,211.456629298
2175.0,36.3452146941,228.971998022
2176.0,27.9259966320,243.608708216
2177.0,18.4270434194,256.199754995
2178.0,8.41495144745,267.638115516
2191.0,8.68577227618,92.3476731238
2192.0,18.7222869544,103.770386389
2193.0,28.2479579296,116.359226535
2194.0,36.6958663612,131.018910832
2195.0,43.2640170769,148.601847528
2196.0,46.9451337010,169.198555492
2197.0,46.9291441936,191.162752397
2198.0,43.2213506160,211.738170728
2199.0,36.6380820857,229.296327847
2200.0,28.1868313223,243.940387272
2201.0,18.6681040680,256.525800846
2202.0,8.64816410763,267.956636009
2215.0,9.01785424678,92.1385939881
2216.0,19.0593877436,103.560940227
2217.0,28.5972783548,116.159575638
2218.0,37.0630869898,130.851406665
2219.0,43.6489823335,148.508888336
2220.0,47.3351764421,169.233545482
2221.0,47.2998876272,191.343900734
2222.0,43.5534147265,212.021278645
2223.0,36.9291417337,229.621509397
2224.0,28.4460937433,244.272097512
2225.0,18.9079219801,256.851242740
2226.0,8.88046843691,268.274063742
2239.0,9.34823392622,91.9296663904
2240.0,19.3946497189,103.351161674
2241.0,28.9446691749,115.959034443
2242.0,37.4283957511,130.682516861
2243.0,44.0321844408,148.414581421
2244.0,47.7235892993,169.268309207
2245.0,47.6689052805,191.526255231
2246.0,43.8835855306,212.305821611
2247.0,37.2183512111,229.947399669
2248.0,28.7037571052,244.603699936
2249.0,19.1464778935,257.175951432
2250.0,9.11184561850,268.590278426
2263.0,9.67678241425,91.7208856606
2264.0,19.7279439187,103.141044101
2265.0,29.2900009559,115.757583892
2266.0,37.7916644925,130.512194991
2267.0,44.4135027563,148.318842866
2268.0,48.1102674733,169.302740020
2269.0,48.0361119851,191.709700776
2270.0,44.2118000097,212.591665461
2271.0,37.5056692943,230.273853931
2272.0,28.9597954446,244.935054898
2273.0,19.3837528606,257.499797755
2274.0,9.34227664950,268.905160312
2287.0,10.0033719544,91.5122486191
2288.0,20.0591424778,102.930582743
2289.0,29.6331452105,115.555207089
2290.0,38.1527657328,130.340396535
2291.0,44.7928170514,148.221589237
2292.0,48.4951066494,169.336729750
2293.0,48.4014234394,191.894119546
2294.0,44.5379963557,212.878673293
2295.0,37.7910559327,230.600725761
2296.0,29.2141835806,245.266022155
2297.0,19.6197282008,257.822652656
2298.0,9.57174229727,269.218590231
2310.0,0.219438062408,80.2963812825
2311.0,10.3278759806,91.3037536664
2312.0,20.3881186773,102.719774808
2313.0,29.9739744477,115.351889437
2314.0,38.5115726999,130.167079058
2315.0,45.1700075248,148.122737748
2316.0,48.8780029916,169.370168752
2317.0,48.7647562009,192.079390980
2318.0,44.8621139568,213.166705464
2319.0,38.0744722174,230.927867080
2320.0,29.4668970693,245.596460908
2321.0,19.8543854517,258.144387236
2322.0,9.80022305604,269.530449619
2334.0,0.544518550804,80.0957907254
2335.0,10.6501691650,91.0954008723
2336.0,20.7147469958,102.508619585
2337.0,30.3123622227,115.147618784
2338.0,38.8679593703,129.992202395
2339.0,45.5449548176,148.022206421
2340.0,49.2588531368,169.402945975
2341.0,49.1260276771,192.265391761
2342.0,45.1840933811,213.455619591
2343.0,38.3558803475,231.255128192
2344.0,29.7179121574,245.926229849
2345.0,20.0877063206,258.464872786
2346.0,10.0276991036,269.840620549
2358.0,0.867392420215,79.8957212826
2359.0,10.9701274662,90.8871920624
2360.0,21.0389031624,102.297118550
2361.0,30.6481831901,114.942385563
2362.0,39.2218005107,129.815728834
2363.0,45.9175400299,147.919914272
2364.0,49.6375541891,169.434949021
2365.0,49.4851561149,192.451995797
2366.0,45.5038763597,213.745270551
2367.0,38.6352435943,231.582357828
2368.0,29.9672057338,246.255187210
2369.0,20.3196726343,258.783980829
2370.0,10.2541502584,270.148985767
2371.0,0.190679751213,281.154757287
2382.0,1.18793624091,79.6961700289
2383.0,11.2876281795,90.6791309037
2384.0,21.3604642109,102.085275469
2385.0,30.981313158,114.736182936
2386.0,39.5729717226,129.637623311
2387.0,46.2876447391,147.815781496
2388.0,50.0140037144,169.466064230
2389.0,49.8420605896,192.639074211
2390.0,45.8214057661,214.035510493
2391.0,38.9125262636,231.909403193
2392.0,30.2147552805,246.583190813
2393.0,20.5502662893,259.101583163
2394.0,10.4795559363,270.455428722
2395.0,0.421409817406,281.452021414
2406.0,1.50602794011,79.4971356494
2407.0,11.6025499874,90.4712229871
2408.0,21.6793085354,101.873096502
2409.0,31.3116291454,114.529006939
2410.0,39.9213494893,129.457853608
2411.0,46.6551510205,147.709729669
2412.0,50.3880997351,169.496176765
2413.0,50.1966609927,192.826495336
2414.0,46.1366255955,214.326188850
2415.0,39.1876936563,232.236110016
2416.0,30.4605388220,246.910098124
2417.0,20.7794692014,259.417551898
2418.0,10.7038951080,270.759833603
2419.0,0.651307657413,281.746872695
2430.0,1.82154684738,79.2986185130
2431.0,11.9147730118,90.2634759094
2432.0,21.9953159479,101.660590307
2433.0,31.6390094410,114.320856622
2434.0,40.2668112258,129.276390548
2435.0,47.0199414701,147.601681951
2436.0,50.7597407245,169.525170704
2437.0,50.5488780187,193.014124712
2438.0,46.4494809408,214.617152360
2439.0,39.4607120265,232.562322602
2440.0,30.7045348725,247.235766306
2441.0,21.0072632541,259.731759509
2442.0,10.9271462566,271.062085373
2443.0,0.880343261211,282.039205859
2454.0,2.13437374106,79.1006207427
2455.0,12.2241788675,90.0558993513
2456.0,22.3083677375,101.447768136
2457.0,31.9633336644,114.111734193
2458.0,40.6092353310,129.093208205
2459.0,47.3818992291,147.491563313
2460.0,51.1288256033,169.552929153
2461.0,50.8986331508,193.201825094
2462.0,46.7599179677,214.908245093
2463.0,39.7315485380,232.887883893
2464.0,30.9467223834,247.560052278
2465.0,21.2336302475,260.044078871
2466.0,11.1492873355,271.362069809
2467.0,1.10848575694,282.328916804
2478.0,2.44439089568,78.9031462836
2479.0,12.5306507165,89.8485051544
2480.0,22.6183467307,101.234643936
2481.0,32.2844828299,113.901645160
2482.0,40.9485012436,128.908284112
2483.0,47.7409080118,147.379300765
2484.0,51.4952537346,169.579334361
2485.0,51.2458486452,193.389456465
2486.0,47.0678838868,215.199308477
2487.0,40.0001712183,233.212635533
2488.0,31.1870806880,247.882812769
2489.0,21.4585518462,260.354383314
2490.0,11.3702957260,271.659673537
2491.0,1.33570338319,282.615902622
2502.0,2.75148213054,78.7062009693
2503.0,12.8340733239,89.6413073953
2504.0,22.9251373543,101.021234441
2505.0,32.6023394123,113.690598471
2506.0,41.2844895004,128.721599469
2507.0,48.0968521354,147.264823596
2508.0,51.8589249208,169.604267850
2509.0,51.5904475151,193.576876060
2510.0,47.3733269245,215.490181343
2511.0,40.2665489109,233.536417928
2512.0,31.4255894460,248.203904386
2513.0,21.6820095269,260.662546668
2514.0,11.5901481960,271.954784071
2515.0,1.56196346209,282.900061640
2526.0,3.05553285926,78.5097925842
2527.0,13.1343331153,89.4343224560
2528.0,23.2286256987,100.807559263
2529.0,32.9167874153,113.478606651
2530.0,41.6170817980,128.533139361
2531.0,48.4496165527,147.148063630
2532.0,52.2197394007,169.627610558
2533.0,51.9323535126,193.763938392
2534.0,47.6761962912,215.780699967
2535.0,40.5306512255,233.859070321
2536.0,31.6622285867,248.523183672
2537.0,21.9039845263,260.968443314
2538.0,11.8088208589,272.247289859
2539.0,1.78723237328,283.181293445
2550.0,3.35643014046,78.3139309247
2551.0,13.4313182346,89.2275690926
2552.0,23.5286995841,100.593640986
2553.0,33.2277124416,113.265685942
2554.0,41.9461610576,128.342892972
2555.0,48.7990868884,147.028955489
2556.0,52.5775978476,169.649242998
2557.0,52.2714911105,193.950495291
2558.0,47.9764421475,216.070698123
2559.0,40.7924484866,234.180430870
2560.0,31.8969782505,248.840507175
2561.0,22.1244577882,261.271948233
2562.0,12.0262891326,272.537080320
2563.0,2.01147552878,283.459498930
2574.0,3.65406272941,78.1186278567
2575.0,13.7249186036,89.0210685000
2576.0,23.8252486270,100.379505247
2577.0,33.5350017657,113.051856430
2578.0,42.2716114925,128.150853805
2579.0,49.1451494772,146.907436864
2580.0,52.9324013682,169.669045423
2581.0,52.6077854821,194.136395958
2582.0,48.2740155688,216.360007142
2583.0,41.0519116793,234.500336721
2584.0,32.1298187303,249.155731516
2585.0,22.3434099108,261.572937062
2586.0,12.2425276998,272.824045886
2587.0,2.23465734881,283.734580323
2598.0,3.94832113073,77.9238973697
2599.0,14.0150259826,88.8148443734
2600.0,24.1181643087,100.165180815
2601.0,33.8385444085,112.837142179
2602.0,42.5933186793,127.957019896
2603.0,49.4876914062,146.783448805
2604.0,53.2840515023,169.686898015
2605.0,52.9411624806,194.321487014
2606.0,48.5688685069,216.648455982
2607.0,41.3090123944,234.818624100
2608.0,32.3607304115,249.468713456
2609.0,22.5608210937,261.871286146
2610.0,12.4575104681,273.108078054
2611.0,2.45674123867,284.006441228
2622.0,4.23909765186,77.7297556292
2623.0,14.3015340316,88.6089229656
2624.0,24.4073400451,99.9506996738
2625.0,34.1382312143,112.621571354
2626.0,42.9111696319,127.761394036
2627.0,49.8266005599,146.656936015
2628.0,53.6324502241,169.702681079
2629.0,53.2715486170,194.505612578
2630.0,48.8609537505,216.935871303
2631.0,41.5637227706,235.135128394
2632.0,32.5896937114,249.779309974
2633.0,22.7766710860,262.166872598
2634.0,12.6712105313,273.389069425
2635.0,2.67768956674,284.274986666
2646.0,4.52628645760,77.5362210241
2647.0,14.5843383730,88.4033331410
2648.0,24.6926712576,99.7360970899
2649.0,34.4339549289,112.405176343
2650.0,43.2250528781,127.563983988
2651.0,50.1617656690,146.527847152
2652.0,53.9774999442,169.716275264
2653.0,53.5988710374,194.688614342
2654.0,49.1502248826,217.222077550
2655.0,41.8160154363,235.449684251
2656.0,32.8166890181,250.087378337
2657.0,22.9909391330,262.459574350
2658.0,12.8836001318,273.666913752
2659.0,2.89746364361,284.540123111
2670.0,4.80978362519,77.3433142118
2671.0,14.8633366546,88.198106425
2672.0,24.9740554446,99.5214116799
2673.0,34.7256102802,112.187993869
2674.0,43.5348585403,127.364802696
2675.0,50.4930763620,146.396135142
2676.0,54.3191035135,169.727561787
2677.0,53.9230574985,194.870331666
2678.0,49.4366362368,217.506897047
2679.0,42.0658634486,235.762125672
2680.0,33.0416966283,250.392776180
2681.0,23.2036039248,262.749270219
2682.0,13.0946506231,273.941505995
2683.0,3.11602370254,284.801758533
2694.0,5.08948720014,77.1510581591
2695.0,15.1384286133,87.9932770487
2696.0,25.2513922550,99.3066854717
2697.0,35.0130940601,111.970065102
2698.0,43.8404784175,127.163868505
2699.0,50.8204232215,146.261757506
2700.0,54.6571642281,169.736422685
2701.0,54.2440363434,195.050601683
2702.0,49.7201428512,217.790150095
2703.0,42.3132402316,236.072286118
2704.0,33.2646966856,250.695361588
2705.0,23.4146435446,263.035839965
2706.0,13.3043324343,274.212742359
2707.0,3.33332888123,285.059802442
2718.0,5.36529725267,76.9594781792
2719.0,15.4095161396,87.7888819888
2720.0,25.5245835607,99.0919639593
2721.0,35.2963052077,111.751435756
2722.0,44.1418060716,126.961205360
2723.0,51.1436978424,146.124676685
2724.0,54.9915858364,169.742741076
2725.0,54.5617364748,195.229259417
2726.0,50.0007004200,218.071655088
2727.0,42.5581195129,236.379998611
2728.0,33.4856691175,250.994993170
2729.0,23.6240354177,263.319164350
2730.0,13.5126150350,274.480520358
2731.0,3.54933720504,285.314165927
2742.0,5.63711593440,76.7686019648
2743.0,15.6765033420,87.5849610031
2744.0,25.7935335316,98.8772961515
2745.0,35.5751448936,111.532156187
2746.0,44.4387369149,126.756843016
2747.0,51.4627928958,145.984860377
2748.0,55.3222725472,169.746401439
2749.0,54.8760873290,195.406137913
2750.0,50.2782652441,218.351228625
2751.0,42.8004752596,236.685095852
2752.0,33.7045935736,251.291530151
2753.0,23.8317562613,263.599125208
2754.0,13.7194669020,274.744738856
2755.0,3.76400557176,285.564761700
2766.0,5.90484753545,76.5784596170
2767.0,15.9392966121,87.3815566592
2768.0,26.0581487088,98.6627346129
2769.0,35.8495166052,111.312281474
2770.0,44.7311683013,126.550817225
2771.0,51.7776021947,145.842281879
2772.0,55.6491290404,169.747289915
2773.0,55.1870188482,195.581068388
2774.0,50.5527941791,218.628685645
2775.0,43.0402816123,236.987410327
2776.0,33.9214493626,251.584832453
2777.0,24.0377820353,263.875605503
2778.0,13.9248554871,275.005298125
2779.0,3.97728973799,285.811504144
2790.0,6.16839854163,76.3890836695
2791.0,16.1978046891,87.1787143590
2792.0,26.3183380795,98.4483354978
2793.0,36.1193262328,111.091871497
2794.0,45.0189996182,126.343169926
2795.0,52.0880207644,145.696920429
2796.0,55.9720604796,169.745294616
2797.0,55.4944614520,195.753880387
2798.0,50.8242445826,218.903839559
2799.0,43.2775128190,237.286774436
2800.0,34.1362153902,251.874760784
2801.0,24.2420878942,264.148489401
2802.0,14.1287471864,275.262099900
2803.0,4.18914430729,286.054309355
2814.0,6.42767769159,76.2005091085
2815.0,16.4519387245,86.9764823568
2816.0,26.5740131511,98.2341585764
2817.0,36.3844821561,110.870991000
2818.0,45.3021323818,126.133949426
2819.0,52.3939449162,145.548761556
2820.0,56.2909725267,169.740305963
2821.0,55.7983460092,195.924401962
2822.0,51.0925742585,219.176502400
2823.0,43.5121431678,237.583020610
2824.0,34.3488700976,252.161176730
2825.0,24.4446481397,264.417662335
2826.0,14.3311073115,275.515047431
2827.0,4.39952272010,286.293095188
2838.0,6.68259603377,76.0127733874
2839.0,16.7016123460,86.7749117701
2840.0,26.8250880246,98.0202672523
2841.0,36.6448953301,110.649709649
2842.0,45.5804703333,125.923210559
2843.0,52.6952723250,145.397797428
2844.0,56.6057713592,169.732217030
2845.0,56.0986038077,196.092459864
2846.0,51.3577414017,219.446484980
2847.0,43.7441469193,237.875981442
2848.0,34.5593913999,252.443942842
2849.0,24.6454361753,264.683011073
2850.0,14.5319000623,275.764045539
2851.0,4.60837724561,286.527781303
2862.0,6.93306698302,75.8259164364
2863.0,16.9467417216,86.5740565862
2864.0,27.0714794676,97.8067285716
2865.0,36.9004793718,110.428102069
2866.0,45.8539195364,125.711014847
2867.0,52.9919021102,145.244027201
2868.0,56.9163636894,169.720923910
2869.0,56.3951665259,196.257879749
2870.0,51.6197045400,219.713597055
2871.0,43.9734982386,238.165489818
2872.0,34.7677566261,252.722922736
2873.0,24.8444244622,264.944423788
2874.0,14.7310885018,276.009000675
2875.0,4.81565897563,286.758289212
2886.0,7.17900637665,75.6399806679
2887.0,17.1872456216,86.3739736596
2888.0,27.3131069864,97.5936132227
2889.0,37.1511506460,110.206247882
2890.0,46.1223884763,125.497430633
2891.0,53.2837349199,145.087457360
2892.0,57.2226567874,169.706326102
2893.0,56.6879662019,196.420486407
2894.0,51.8784224759,219.977647501
2895.0,44.2001711268,238.451379053
2896.0,34.9739424593,252.997981185
2897.0,25.0415844767,265.201790133
2898.0,14.9286345324,276.249820973
2899.0,5.02131782063,286.984542325
2910.0,7.42033252978,75.4550109751
2911.0,17.4230454806,86.1747227048
2912.0,27.5498928967,97.3809955270
2913.0,37.3968283495,109.984231714
2914.0,46.3857881594,125.282533212
2915.0,53.5706730189,144.928102063
2916.0,57.5245585056,169.688326899
2917.0,56.9769352042,196.580104002
2918.0,52.1338542267,220.238444502
2919.0,44.4241393534,238.733483032
2920.0,35.1779248784,253.268984216
2921.0,25.2368866695,265.455001308
2922.0,15.1244988756,276.486416314
2923.0,5.22530250787,287.206465996
2934.0,7.65696628972,75.2710547263
2935.0,17.6540654573,85.9763662800
2936.0,27.7817623927,97.1689534192
2937.0,37.6374345952,109.762143207
2938.0,46.6440322129,125.066404937
2939.0,53.8526203793,144.765983472
2940.0,57.8219773074,169.666833812
2941.0,57.2620062017,196.736556329
2942.0,52.3859589645,220.495795745
2943.0,44.6453763879,239.011636356
2944.0,35.3796791014,253.535799212
2945.0,25.4303004272,265.703950136
2946.0,15.3186410525,276.718698376
2947.0,5.42756058195,287.423987573
2958.0,7.88883108934,75.0881617529
2959.0,17.8802324940,85.7789697654
2960.0,28.0086436147,96.9575684183
2961.0,37.8728944936,109.540077004
2962.0,46.8970369850,124.849135306
2963.0,54.1294827748,144.601132078
2964.0,58.1148222983,169.641758988
2965.0,57.5431121341,196.889667097
2966.0,52.6346959553,220.749508625
2967.0,44.8638553322,239.285674484
2968.0,35.5791795297,253.798295009
2969.0,25.6217940355,265.948531135
2970.0,15.5110193676,276.946580702
2971.0,5.6280384076,287.637036442
2982.0,8.11585299907,74.9063843320
2983.0,18.1014763728,85.5826013322
2984.0,28.2304677137,96.7469255876
2985.0,38.1031362333,109.318132721
2986.0,47.1447216441,124.630821032
2987.0,54.4011678771,144.433587011
2988.0,58.4030032608,169.613019652
2989.0,57.8201861829,197.039260221
2990.0,52.8800244976,220.999390462
2991.0,45.0795488546,239.555433893
2992.0,35.7763996945,254.056342002
2993.0,25.8113346454,266.188640596
2994.0,15.7015908949,277.169978751
2995.0,5.82668117503,287.845544076
3006.0,8.33796077747,74.7257771629
3007.0,18.3177297709,85.3873319054
3008.0,28.4471689153,96.5371134848
3009.0,38.3280911580,109.096414908
3010.0,47.3870082775,124.411566097
3011.0,54.6675853554,144.263396343
3012.0,58.6864306920,169.580538561
3013.0,58.0931617431,197.185160134
3014.0,53.1219038612,221.245248729
3015.0,45.2924291230,239.820752226
3016.0,35.9713122047,254.309812248
3017.0,25.9988882405,266.424176657
3018.0,15.8903114662,277.388809963
3019.0,6.02343290774,288.049444079
3030.0,8.55508592009,74.5463973378
3031.0,18.5289283133,85.1932351187
3032.0,28.6586845785,96.3282241005
3033.0,38.5476938415,108.875032988
3034.0,47.6238219885,124.191481769
3035.0,54.9286469775,144.090617363
3036.0,58.9650158459,169.544244464
3037.0,58.3619723953,197.327192123
3038.0,53.3602932258,221.486891284
3039.0,45.5024677406,240.081468458
3040.0,36.1638886976,254.558579571
3041.0,26.1844196088,266.655039380
3042.0,16.0771356629,277.602993817
3043.0,6.21823647293,288.248672235
3054.0,8.76716270656,74.3683043064
3055.0,18.7350106228,85.0003872610
3056.0,28.8649552538,96.1203527869
3057.0,38.7618821598,108.654101186
3058.0,47.8550909921,123.970686612
3059.0,55.1842667138,143.915316840
3060.0,59.2386707785,169.504072575
3061.0,58.6265518801,197.465182675
3062.0,53.5951516202,221.724126621
3063.0,45.7096356825,240.337423055
3064.0,36.3540997910,254.802519670
3065.0,26.3678923154,266.881130826
3066.0,16.2620168101,277.812451888
3067.0,6.41103359456,288.443166553
3078.0,8.97412824552,74.1915598348
3079.0,18.9359183679,84.8088672158
3080.0,29.0659247365,95.9135981749
3081.0,38.9705973585,108.433738435
3082.0,48.0807467076,123.749306458
3083.0,55.4343608418,143.737571266
3084.0,59.5073083969,169.459965044
3085.0,58.8868340723,197.598959850
3086.0,53.8264378619,221.956764125
3087.0,45.9139032337,240.588458144
3088.0,36.5419150381,255.041510228
3089.0,26.5492686788,267.102355137
3090.0,16.4449069731,278.017107913
3091.0,6.60176486912,288.632867310
3102.0,9.17592251746,74.0162279579
3103.0,19.1315963071,84.6187563928
3104.0,29.2615401170,95.7080620805
3105.0,39.1737841180,108.214068268
3106.0,48.3007238493,123.527474361
3107.0,55.6788480522,143.557467061
3108.0,59.7708425128,169.411871448
3109.0,59.1427529578,197.728353663
3110.0,54.0541104970,222.184614335
3111.0,46.1152399292,240.834417680
3112.0,36.7273028856,255.275431022
3113.0,26.7285097505,267.318618612
3114.0,16.6257569580,278.216887844
3115.0,6.79036978412,288.817717101
3126.0,9.37248841510,73.8423749257
3127.0,19.3219923309,84.4301386513
3128.0,29.4517518272,95.5038494000
3129.0,39.3713906127,107.995218694
3130.0,48.5149605134,123.305330517
3131.0,55.9176495566,143.375100768
3132.0,60.0291878992,169.359749267
3133.0,59.3942426122,197.853196493
3134.0,54.2781277426,222.407489226
3135.0,46.3136144956,241.075147625
3136.0,36.9102306333,255.504164033
3137.0,26.9055752968,267.529829787
3138.0,16.8045163144,278.411719914
3139.0,6.97678673937,288.997660880
3149.0,0.148275921673,62.9113229840
3150.0,9.56377178130,73.6700691444
3151.0,19.5070574993,84.2431002162
3152.0,29.6365136826,95.3010679952
3153.0,39.5633685668,107.777322055
3154.0,48.7233982609,123.083022167
3155.0,56.1506891938,143.190579196
3156.0,60.2822603519,169.303564371
3157.0,59.6412371811,197.973323502
3158.0,54.4984474288,222.625202493
3159.0,46.5089947959,241.310496119
3160.0,37.0906643979,255.727593562
3161.0,27.0804237845,267.735899514
3162.0,16.9811333414,278.601534692
3163.0,7.16095307105,289.172646002
3173.0,0.345105685928,62.7555745073
3174.0,9.74972144419,73.4993811103
3175.0,19.6867460772,84.0577295869
3176.0,29.8157829208,95.0998285671
3177.0,39.7496733047,107.560514867
3178.0,48.9259821968,122.860703456
3179.0,56.3778935374,143.004019553
3180.0,60.5299767543,169.243291502
3181.0,59.8836708636,198.088573075
3182.0,54.7150269437,222.837569846
3183.0,46.7013477759,241.540313668
3184.0,37.2685690792,255.945606341
3185.0,27.2530123695,267.936741039
3186.0,17.1555550973,278.786265144
3187.0,7.34280507866,289.342622270
3197.0,0.536526786899,62.6013135437
3198.0,9.93028924951,73.3303833388
3199.0,19.8610155650,83.8741174378
3200.0,29.9895202340,94.9002445196
3201.0,39.9302637960,107.344937644
3202.0,49.1226610438,122.638535279
3203.0,56.5991920019,142.815549517
3204.0,60.7722551470,169.178914744
3205.0,60.1214778976,198.198787277
3206.0,54.9278231795,223.044409318
3207.0,46.8906394134,241.764453325
3208.0,37.4439083296,256.158091652
3209.0,27.4232968888,268.132270088
3210.0,17.3277274114,278.965846691
3211.0,7.52227805468,289.507541971
3221.0,0.722487273647,62.4485995826
3222.0,10.1054300900,73.1631502874
3223.0,20.0298267261,83.6923565126
3224.0,30.1576897985,94.7024318127
3225.0,40.1051026948,107.130734703
3226.0,49.3133872111,122.416685083
3227.0,56.8145169476,142.625307290
3228.0,61.0090148009,169.110427988
3229.0,60.3545925487,198.303812323
3230.0,55.1367924811,223.245541576
3231.0,47.0768346709,241.982770877
3232.0,37.6166445271,256.364941443
3233.0,27.5912318558,268.322404942
3234.0,17.4975949002,279.140217271
3235.0,7.69930631720,289.667359922
3245.0,0.902938045589,62.2974940544
3246.0,10.2751019314,72.9977582727
3247.0,20.1931436100,83.5125415109
3248.0,30.3202592977,94.5065088066
3249.0,40.2741563736,106.918053959
3250.0,49.4981168569,122.195326656
3251.0,57.0238037842,142.433441597
3252.0,61.2401762945,169.037835386
3253.0,60.5829491024,198.403499065
3254.0,55.3418905972,223.440790254
3255.0,47.2598974506,242.195125039
3256.0,37.7867387517,256.566050443
3257.0,27.7567704596,268.507066520
3258.0,17.6651009858,279.309317392
3259.0,7.87382324526,289.822033507
3269.0,1.07783288007,62.1480602635
3270.0,10.4392658360,72.8342853824
3271.0,20.3509335713,83.3347689682
3272.0,30.4771999408,94.3125960958
3273.0,40.4373949501,106.707046699
3274.0,49.6768099454,121.974639869
3275.0,57.2269910706,142.240111647
3276.0,61.4656615947,168.961151780
3277.0,60.8064818592,198.497703489
3278.0,55.5430726340,223.629982275
3279.0,47.4397905535,242.401377646
3280.0,37.9541507657,256.761316285
3281.0,27.9198645672,268.686178462
3282.0,17.8301879187,279.473090193
3283.0,8.04576131706,289.971522716
3293.0,1.24712845746,62.0003633174
3294.0,10.5978859818,72.6728113819
3295.0,20.5031672847,83.1591371297
3296.0,30.6284864758,94.1208163342
