Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000091739,995338.189097327,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000007182,1321908.72468201,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000913,1386319.22794485,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000093,1677006.52298256,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000000009,1840617.57983819,0.0,72482.76,197568. 
 01/01  06:00:00,21.8920360412307,7285983.03627511,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999925,7624954.54887503,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999987,5507676.74988219,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999997,5621599.85157928,0.0,1194671.61191732,444528. 
 01/01  10:00:00,21.9999999999999,4426150.14669642,0.0,130468.968,444528. 
 01/01  11:00:00,22.,629208.89978326,0.0,130468.968,444528. 
 01/01  12:00:00,23.6446640508859,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,22.6957708353171,0.0,0.0,149100.13041224,395136. 
 01/01  14:00:00,22.0128977043354,1273792.60537647,0.0,245668.893383612,444528. 
 01/01  15:00:00,22.0000091332308,1897590.07600917,0.0,573399.621707023,444528. 
 01/01  16:00:00,22.0000010582065,2220207.30883891,0.0,952448.956216526,444528. 
 01/01  17:00:00,22.0000001439098,2474400.5361853,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000000212742,2421695.83280276,0.0,1014758.64,395136. 
 01/01  19:00:00,22.0000000033926,2206054.18087619,0.0,724827.6,296352. 
 01/01  20:00:00,17.5832309320583,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.6801898836853,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.6288706175824,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.7344736696402,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0011971137975,184991.32572661,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000074446,796497.00461054,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000005233,1202476.84231546,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000574,1363974.20499394,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000000057,1587331.1646892,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000000005,1822632.71681272,0.0,72482.76,197568. 
 01/02  06:00:00,21.8918595800385,7253616.3115154,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999928,7764571.2553948,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999984,5630469.70638786,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999995,5786708.15092272,0.0,1217053.9828135,444528. 
 01/02  10:00:00,22.0000000000002,4780429.08484152,0.0,130468.968,444528. 
 01/02  11:00:00,21.9999999999998,2657591.15042177,0.0,130468.968,444528. 
 01/02  12:00:00,23.0396569720666,0.0,0.0,130468.968,444528. 
 01/02  13:00:00,25.9148807516784,0.0,521306.869356961,130468.968,395136. 
 01/02  14:00:00,26.0000000000001,0.0,1391247.35379671,130468.968,444528. 
 01/02  15:00:00,26.,0.0,1371028.62878449,130468.968,444528. 
 01/02  16:00:00,25.9063948564418,0.0,0.0,130468.968,444528. 
 01/02  17:00:00,24.3153466087285,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,23.2438692651638,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,22.2752839722119,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,21.0946938729868,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,20.3629684643514,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,19.2844195914578,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,18.3086903132467,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,17.3631771846181,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,16.595403601787,0.0,0.0,72482.76,197568. 
 01/03  02:00:00,15.7837701932713,0.0,0.0,72482.76,197568. 
 01/03  03:00:00,15.0424492202175,0.0,0.0,72482.76,197568. 
 01/03  04:00:00,15.0002072506954,524753.64924147,0.0,72482.76,197568. 
 01/03  05:00:00,15.0000103745253,834677.977931285,0.0,72482.76,197568. 
 01/03  06:00:00,21.905730905036,4585018.79079654,0.0,144965.52,197568. 
 01/03  07:00:00,22.,6297041.30052582,0.0,144965.52,197568. 
 01/03  08:00:00,21.9999999999999,4274600.71718663,0.0,434896.56,197568. 
 01/03  09:00:00,22.0000000000002,3640215.04485741,0.0,1227893.67731669,444528. 
 01/03  10:00:00,22.,2833685.41914886,0.0,817186.016014726,444528. 
 01/03  11:00:00,21.9999999999998,2474759.26684635,0.0,130468.968,444528. 
 01/03  12:00:00,22.,1996904.18671092,0.0,130468.968,444528. 
 01/03  13:00:00,22.,1525817.28786217,0.0,131792.779584592,395136. 
 01/03  14:00:00,22.0000000000002,1869625.27707577,0.0,230002.110939733,444528. 
 01/03  15:00:00,22.,1892802.9141933,0.0,560027.955613457,444528. 
 01/03  16:00:00,22.,2064407.71105114,0.0,940836.998281615,444528. 
 01/03  17:00:00,22.,1819754.42956448,0.0,1304689.68,444528. 
 01/03  18:00:00,22.,1651082.31367665,0.0,1014758.64,395136. 
 01/03  19:00:00,22.,1501595.57508556,0.0,724827.6,296352. 
 01/03  20:00:00,18.9682835795696,0.0,0.0,724827.6,296352. 
 01/03  21:00:00,18.949003171662,0.0,0.0,434896.56,246960. 
 01/03  22:00:00,18.1496333181945,0.0,0.0,434896.56,246960. 
 01/03  23:00:00,17.41103353607,0.0,0.0,144965.52,197568. 
 01/03  24:00:00,16.655316974437,0.0,0.0,72482.76,197568. 
 01/04  01:00:00,15.7313336462733,0.0,0.0,72482.76,197568. 
 01/04  02:00:00,15.1366538479867,0.0,0.0,72482.76,197568. 
 01/04  03:00:00,15.0027719471128,423408.427989075,0.0,72482.76,197568. 
 01/04  04:00:00,15.0001327377442,807189.044889223,0.0,72482.76,197568. 
 01/04  05:00:00,15.0000099992719,1018850.61736922,0.0,72482.76,197568. 
 01/04  06:00:00,21.9034865999108,4961033.01738636,0.0,144965.52,197568. 
 01/04  07:00:00,22.0000000000002,6728247.04817563,0.0,144965.52,197568. 
 01/04  08:00:00,22.,4735344.36459008,0.0,434896.56,197568. 
 01/04  09:00:00,22.,4509180.65630318,0.0,1265326.35915457,444528. 
 01/04  10:00:00,22.0000000000001,3854379.79824184,0.0,801127.770420028,444528. 
 01/04  11:00:00,22.0000000000003,3572245.8064072,0.0,130468.968,444528. 
 01/04  12:00:00,22.0000000000003,3022686.55993426,0.0,130468.968,444528. 
 01/04  13:00:00,22.,1939149.07130796,0.0,130468.968,395136. 
 01/04  14:00:00,22.0000000000002,2596625.00398592,0.0,130468.968,444528. 
 01/04  15:00:00,22.,2695393.53028392,0.0,130468.968,444528. 
 01/04  16:00:00,22.0000000000002,2782771.77107226,0.0,511793.995787225,444528. 
 01/04  17:00:00,22.0000000000002,2651823.57635137,0.0,1304689.68,444528. 
 01/04  18:00:00,22.0000000000002,2449334.15355589,0.0,1014758.64,395136. 
 01/04  19:00:00,22.0000000000005,2154138.89300469,0.0,724827.6,296352. 
 01/04  20:00:00,18.2729449427063,0.0,0.0,724827.6,296352. 
 01/04  21:00:00,18.2544344039467,0.0,0.0,434896.56,246960. 
 01/04  22:00:00,17.3656854488547,0.0,0.0,434896.56,246960. 
 01/04  23:00:00,16.5426412428937,0.0,0.0,144965.52,197568. 
 01/04  24:00:00,15.6927279536907,0.0,0.0,72482.76,197568. 
 01/05  01:00:00,15.0128525270847,24767.4026773938,0.0,72482.76,197568. 
 01/05  02:00:00,15.0000000020531,600935.849922224,0.0,72482.76,197568. 
 01/05  03:00:00,15.0000000001166,950069.428825838,0.0,72482.76,197568. 
 01/05  04:00:00,15.0000000000101,1120094.06132705,0.0,72482.76,197568. 
 01/05  05:00:00,15.0000000000011,1326665.17368098,0.0,72482.76,197568. 
 01/05  06:00:00,21.8971856373286,6311320.52697464,0.0,144965.52,197568. 
 01/05  07:00:00,21.9999999999986,7233231.22870903,0.0,144965.52,197568. 
 01/05  08:00:00,21.9999999999997,5193243.03955679,0.0,434896.56,197568. 
 01/05  09:00:00,21.9999999999999,5211164.75486404,0.0,1206120.83816485,444528. 
 01/05  10:00:00,21.9999999999999,4088559.21424092,0.0,130468.968,444528. 
 01/05  11:00:00,22.,216629.244184925,0.0,130468.968,444528. 
 01/05  12:00:00,25.8204040421817,0.0,145802.110817015,130468.968,444528. 
 01/05  13:00:00,25.9999999999999,0.0,2521546.96806166,130468.968,395136. 
 01/05  14:00:00,26.0000000000001,0.0,2910939.56396315,130468.968,444528. 
 01/05  15:00:00,26.0000000000001,0.0,1996029.28107285,130468.968,444528. 
 01/05  16:00:00,26.,0.0,115339.397306257,130468.968,444528. 
 01/05  17:00:00,24.3927020214483,0.0,0.0,1304689.68,444528. 
 01/05  18:00:00,23.1866305783281,0.0,0.0,1014758.64,395136. 
 01/05  19:00:00,22.1437200049494,0.0,0.0,724827.6,296352. 
 01/05  20:00:00,20.7658933366873,0.0,0.0,724827.6,296352. 
 01/05  21:00:00,19.9197313741469,0.0,0.0,434896.56,246960. 
 01/05  22:00:00,18.6536370410975,0.0,0.0,434896.56,246960. 
 01/05  23:00:00,17.5194904759477,0.0,0.0,144965.52,197568. 
 01/05  24:00:00,16.4029840695764,0.0,0.0,72482.76,197568. 
 01/06  01:00:00,15.4701849080489,0.0,0.0,72482.76,148176. 
 01/06  02:00:00,15.0043596022216,435075.792263872,0.0,72482.76,148176. 
 01/06  03:00:00,15.0000079876885,1006291.83981551,0.0,72482.76,148176. 
 01/06  04:00:00,15.0000006478707,1303282.11910439,0.0,72482.76,148176. 
 01/06  05:00:00,15.0000000716348,1401434.52417477,0.0,72482.76,148176. 
 01/06  06:00:00,15.0000000068034,1621347.25722548,0.0,72482.76,148176. 
 01/06  07:00:00,21.8937178924901,6954356.08182997,0.0,144965.52,197568. 
 01/06  08:00:00,21.9999999999957,7233629.85379395,0.0,144965.52,197568. 
 01/06  09:00:00,21.9999999999992,5631581.76328238,0.0,708081.079778416,246960. 
 01/06  10:00:00,21.9999999999998,4526898.33742564,0.0,591831.75058733,246960. 
 01/06  11:00:00,22.,3855658.03086766,0.0,210292.889192712,246960. 
 01/06  12:00:00,21.9999999999999,3149371.64901301,0.0,72482.76,246960. 
 01/06  13:00:00,21.9999999999999,2463560.22355425,0.0,72482.76,246960. 
 01/06  14:00:00,22.0000000000003,2312414.96596025,0.0,72482.76,246960. 
 01/06  15:00:00,22.0000000000001,1488800.72861303,0.0,21744.828,172872. 
 01/06  16:00:00,21.9999999999999,1604155.34631611,0.0,77392.2302222829,172872. 
 01/06  17:00:00,22.,1829339.61495896,0.0,217448.28,172872. 
 01/06  18:00:00,19.1137082843926,0.0,0.0,72482.76,148176. 
 01/06  19:00:00,18.0327646243261,0.0,0.0,72482.76,148176. 
 01/06  20:00:00,16.9183299732076,0.0,0.0,72482.76,148176. 
 01/06  21:00:00,15.905245552893,0.0,0.0,72482.76,148176. 
 01/06  22:00:00,15.0008399709006,134905.063278794,0.0,72482.76,148176. 
 01/06  23:00:00,15.0000000031308,789410.472080267,0.0,72482.76,148176. 
 01/06  24:00:00,15.000000000206,1135937.50257359,0.0,72482.76,148176. 
 01/07  01:00:00,15.0000000000199,1240566.17163387,0.0,72482.76,148176. 
 01/07  02:00:00,15.0000000000021,1401535.92871707,0.0,72482.76,148176. 
 01/07  03:00:00,15.0000000000002,1558760.13181574,0.0,72482.76,148176. 
 01/07  04:00:00,15.,1650075.08818562,0.0,72482.76,148176. 
 01/07  05:00:00,15.0000000000002,1775831.06818921,0.0,72482.76,148176. 
 01/07  06:00:00,15.0000000000002,1888610.3182104,0.0,72482.76,148176. 
 01/07  07:00:00,15.0000000000001,1984548.30002202,0.0,72482.76,148176. 
 01/07  08:00:00,15.0000000000001,1938281.07259612,0.0,72482.76,148176. 
 01/07  09:00:00,15.0000000000001,1873006.71560158,0.0,70292.9490217783,148176. 
 01/07  10:00:00,15.0000000000001,1737164.51958824,0.0,59205.5794028488,148176. 
 01/07  11:00:00,15.,1547473.23206345,0.0,36000.8972864279,148176. 
 01/07  12:00:00,15.0000000000001,1338425.44373539,0.0,15455.1724723376,148176. 
 01/07  13:00:00,15.0000000000002,1329810.21792216,0.0,7248.276,148176. 
 01/07  14:00:00,15.0000000000001,1113948.2603452,0.0,9850.44868208413,148176. 
 01/07  15:00:00,15.,1074376.82302592,0.0,28585.4860057827,148176. 
 01/07  16:00:00,15.,1245087.64729768,0.0,50954.1997370868,148176. 
 01/07  17:00:00,15.0000000000001,1270428.80537102,0.0,72482.76,148176. 
 01/07  18:00:00,15.0000000000001,1335581.65235755,0.0,72482.76,148176. 
 01/07  19:00:00,15.0000000000002,1497865.82543441,0.0,72482.76,148176. 
 01/07  20:00:00,15.,1427520.63028795,0.0,72482.76,148176. 
 01/07  21:00:00,15.,1404072.44619241,0.0,72482.76,148176. 
 01/07  22:00:00,15.,1375272.12938766,0.0,72482.76,148176. 
 01/07  23:00:00,15.,1370775.48112455,0.0,72482.76,148176. 
 01/07  24:00:00,15.0000000000001,1359310.37336264,0.0,72482.76,148176. 
 01/08  01:00:00,15.0000000000001,1445736.4238703,0.0,72482.76,197568. 
 01/08  02:00:00,15.0000000000001,1383119.98819342,0.0,72482.76,197568. 
 01/08  03:00:00,15.0000000000001,1402340.97941917,0.0,72482.76,197568. 
 01/08  04:00:00,15.0000000000001,1425763.4308569,0.0,72482.76,197568. 
 01/08  05:00:00,15.0000000000001,1468691.73709555,0.0,72482.76,197568. 
 01/08  06:00:00,21.8953976313592,6772733.77450041,0.0,144965.52,197568. 
 01/08  07:00:00,21.9999999999963,7000278.15547647,0.0,144965.52,197568. 
 01/08  08:00:00,21.9999999999995,4828923.33437103,0.0,434896.56,197568. 
 01/08  09:00:00,22.,4452693.47408113,0.0,1238324.55611504,444528. 
 01/08  10:00:00,22.0000000000001,3798420.53038854,0.0,787755.719226627,444528. 
 01/08  11:00:00,22.,3619832.99736562,0.0,130468.968,444528. 
 01/08  12:00:00,22.,3360616.00369538,0.0,130468.968,444528. 
 01/08  13:00:00,22.,2711123.86268883,0.0,130468.968,395136. 
 01/08  14:00:00,21.9999999999998,2533695.88129193,0.0,130468.968,444528. 
 01/08  15:00:00,22.,1294899.97525081,0.0,130468.968,444528. 
 01/08  16:00:00,22.0000000000001,945903.665748078,0.0,130468.968,444528. 
 01/08  17:00:00,22.0000000000001,1511879.53603677,0.0,998482.642737218,444528. 
 01/08  18:00:00,22.,1735326.87412418,0.0,1014758.64,395136. 
 01/08  19:00:00,21.9999999999999,1793716.91406795,0.0,724827.6,296352. 
 01/08  20:00:00,19.1311642884564,0.0,0.0,724827.6,296352. 
 01/08  21:00:00,18.8314145804497,0.0,0.0,434896.56,246960. 
 01/08  22:00:00,17.8001668422563,0.0,0.0,434896.56,246960. 
 01/08  23:00:00,16.8669620303154,0.0,0.0,144965.52,197568. 
 01/08  24:00:00,15.9258620991844,0.0,0.0,72482.76,197568. 
 01/09  01:00:00,15.1001328639754,0.0,0.0,72482.76,197568. 
 01/09  02:00:00,15.0021743716207,675097.572272453,0.0,72482.76,197568. 
 01/09  03:00:00,15.0001430467891,1165171.40142694,0.0,72482.76,197568. 
 01/09  04:00:00,15.000015067228,1428798.15368123,0.0,72482.76,197568. 
 01/09  05:00:00,15.0000015343134,1613412.88782443,0.0,72482.76,197568. 
 01/09  06:00:00,21.8943944806588,6725457.33062578,0.0,144965.52,197568. 
 01/09  07:00:00,21.9999999999967,7428502.1672503,0.0,144965.52,197568. 
 01/09  08:00:00,21.9999999999992,5496716.68764398,0.0,434896.56,197568. 
 01/09  09:00:00,22.,5895720.56072379,0.0,1206463.0036315,444528. 
 01/09  10:00:00,22.,4936822.86082429,0.0,130468.968,444528. 
 01/09  11:00:00,22.,1870237.79191929,0.0,130468.968,444528. 
