Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000047302348,1053180.78643507,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000003878676,1350771.6430536,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000458989,1430037.22660241,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000045156,1695991.37653029,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000004449,1855959.74679942,0.0,72482.76,197568. 
 01/01  06:00:00,21.8918708576838,7317869.61983856,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999925,7637934.62579291,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999984,5516813.20009632,0.0,434896.56,197568. 
 01/01  09:00:00,22.0000000000002,5648801.34914488,0.0,1158145.82365324,444528. 
 01/01  10:00:00,22.,4621496.06066503,0.0,130468.968,444528. 
 01/01  11:00:00,22.0000000000001,1171724.42411206,0.0,130468.968,444528. 
 01/01  12:00:00,23.685784147145,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,22.7532251562033,0.0,0.0,130468.968,395136. 
 01/01  14:00:00,22.0140872564681,1283138.38433591,0.0,130468.968,444528. 
 01/01  15:00:00,22.0000105941316,2001309.13695991,0.0,332894.829864506,444528. 
 01/01  16:00:00,22.0000012656958,2291014.61688255,0.0,835796.03077637,444528. 
 01/01  17:00:00,22.0000001738431,2489856.4805564,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000000258789,2431174.69923698,0.0,1014758.64,395136. 
 01/01  19:00:00,22.0000000041546,2211969.83473719,0.0,724827.6,296352. 
 01/01  20:00:00,17.4263686521561,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.5477366124587,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.5106389747913,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.6287973475932,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.003763486731,284760.122567662,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000038855916,852880.351218185,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000002856684,1230778.62907641,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000349463,1345586.86097132,0.0,72482.76,197568. 
 01/02  04:00:00,15.000000003421,1622478.85037041,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000003427,1846710.8049735,0.0,72482.76,197568. 
 01/02  06:00:00,21.8915946607902,7306613.15838535,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999922,7782505.03805695,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999984,5641575.38390506,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999999,5810580.63046417,0.0,1187639.57373087,444528. 
 01/02  10:00:00,22.,4934142.45277661,0.0,130468.968,444528. 
 01/02  11:00:00,22.,2806403.30392701,0.0,130468.968,444528. 
 01/02  12:00:00,23.4092737347422,0.0,0.0,130468.968,444528. 
 01/02  13:00:00,25.9863570884331,0.0,2270923.91380847,130468.968,395136. 
 01/02  14:00:00,25.9999999998664,0.0,4054263.08860855,130468.968,444528. 
 01/02  15:00:00,25.9999999999784,0.0,3657801.82880025,130468.968,444528. 
 01/02  16:00:00,25.9999999999984,0.0,1350460.57119198,130468.968,444528. 
