Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0033825575523,769809.644326059,0.0,72482.76,197568. 
 01/01  02:00:00,15.0002217931525,1193678.44731574,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000214618981,1380167.97472527,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000021871443,1542983.79805879,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000002135097,1743934.42721647,0.0,72482.76,197568. 
 01/01  06:00:00,21.8931144287088,7072921.23025684,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999946,7546587.80703835,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999988,5454646.79909467,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999996,5588488.19145629,0.0,1203275.1052473,444528. 
 01/01  10:00:00,21.9999999999999,4989710.15228461,0.0,130468.968,444528. 
 01/01  11:00:00,22.,3051378.75943911,0.0,130468.968,444528. 
 01/01  12:00:00,22.0000000000001,2222633.87540999,0.0,130468.968,444528. 
 01/01  13:00:00,22.,1792566.44975809,0.0,187461.936027914,395136. 
 01/01  14:00:00,22.0000000000002,3012342.17143841,0.0,280881.440326123,444528. 
 01/01  15:00:00,22.0000000000005,2984141.94305507,0.0,601380.452561675,444528. 
 01/01  16:00:00,22.0000000000003,2865840.40382648,0.0,968799.331292147,444528. 
 01/01  17:00:00,22.0000000000001,2861011.82191494,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000000000003,2641215.78356471,0.0,1014758.64,395136. 
 01/01  19:00:00,22.,2302549.00457408,0.0,724827.6,296352. 
 01/01  20:00:00,18.3121326095568,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,18.0896310749694,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,17.0195054146905,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,16.0887997998469,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.1514149259514,0.0,0.0,72482.76,197568. 
 01/02  01:00:00,15.0025827077413,580249.300671838,0.0,72482.76,197568. 
 01/02  02:00:00,15.0001525299594,1082286.32534066,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000137104356,1330146.25559146,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000014252569,1486651.66744863,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000001423517,1749005.92486937,0.0,72482.76,197568. 
 01/02  06:00:00,21.8927217302145,7083314.42112137,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999941,7697813.25203865,0.0,144965.52,197568. 
 01/02  08:00:00,21.999999999999,5584843.46221015,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999998,5758010.68485972,0.0,1223926.2453341,444528. 
 01/02  10:00:00,21.9999999999997,5146990.25848841,0.0,229902.673904057,444528. 
 01/02  11:00:00,22.0000000000002,3754112.34946631,0.0,130468.968,444528. 
 01/02  12:00:00,22.,2086062.19401342,0.0,130468.968,444528. 
 01/02  13:00:00,23.2181180573597,0.0,0.0,130468.968,395136. 
 01/02  14:00:00,24.4783392341172,0.0,0.0,130468.968,444528. 
 01/02  15:00:00,25.5065363090044,0.0,0.0,130468.968,444528. 
 01/02  16:00:00,25.7119964933625,0.0,0.0,130468.968,444528. 
 01/02  17:00:00,24.1396173146271,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,23.0670388660875,0.0,0.0,1014758.64,395136. 
