0,MULTI_RES,SINGLE_RES,HOTEL,OFFICE,RETAIL,FOODSTORE,RESTAURANT,INDUSTRIAL,SCHOOL,HOSPITAL,GYM
0,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
1,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
2,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
3,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
4,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
5,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
6,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
7,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
8,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
9,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
10,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
11,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
12,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
13,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
14,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
15,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
16,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
17,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
18,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
19,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
20,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
21,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
22,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
23,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
24,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
25,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
26,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
27,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
28,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
29,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
30,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
31,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
32,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
33,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
34,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
35,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
36,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
37,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
38,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
39,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
40,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
41,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
42,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
43,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
44,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
45,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
46,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
47,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
48,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
49,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
50,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
51,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
52,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
53,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
54,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
55,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
56,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
57,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
58,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
59,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
60,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
61,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
62,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
63,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
64,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
65,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
66,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
67,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
68,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
69,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
70,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
71,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
72,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
73,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
74,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
75,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
76,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
77,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
78,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
79,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
80,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
81,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
82,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
83,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
84,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
85,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
86,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
87,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
88,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
89,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
90,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
91,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
92,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
93,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
94,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
95,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
96,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
97,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
98,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
99,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
100,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
101,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
102,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
103,0.48,0.48,0.368,0.0,0.16,0.16,0.0,0.0,0.0,0.68,0.4
104,0.32,0.32,0.08,0.0,0.32,0.32,0.184,0.0,0.0,0.68,0.64
105,0.32,0.32,0.032,0.0,0.32,0.32,0.184,0.0,0.0,0.76,0.8
106,0.32,0.32,0.032,0.0,0.32,0.32,0.184,0.0,0.0,0.84,0.8
107,0.32,0.32,0.032,0.0,0.48,0.48,0.256,0.0,0.0,0.84,0.64
108,0.48,0.48,0.032,0.0,0.48,0.48,0.664,0.0,0.0,0.76,0.0
109,0.32,0.32,0.032,0.0,0.48,0.48,0.344,0.0,0.0,0.76,0.64
110,0.32,0.32,0.032,0.0,0.32,0.32,0.048,0.0,0.0,0.84,0.8
111,0.32,0.32,0.032,0.0,0.32,0.32,0.0,0.0,0.0,0.84,0.8
112,0.48,0.48,0.032,0.0,0.48,0.48,0.0,0.0,0.0,0.68,0.64
113,0.64,0.64,0.08,0.0,0.64,0.64,0.0,0.0,0.0,0.68,0.4
114,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.0,0.0,0.48,0.64
115,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.0,0.0,0.44,0.64
116,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.0,0.0,0.44,0.64
117,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.0,0.0,0.44,0.4
118,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.0,0.0,0.44,0.4
119,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.0,0.0,0.44,0.0
120,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
121,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
122,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
123,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
124,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
125,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
126,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
127,0.48,0.48,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.4
128,0.32,0.32,0.08,0.0,0.0,0.0,0.184,0.0,0.0,0.68,0.64
129,0.32,0.32,0.032,0.0,0.0,0.0,0.184,0.0,0.0,0.76,0.8
130,0.32,0.32,0.032,0.0,0.0,0.0,0.184,0.0,0.0,0.84,0.8
131,0.32,0.32,0.032,0.0,0.0,0.0,0.256,0.0,0.0,0.84,0.64
132,0.48,0.48,0.032,0.0,0.0,0.0,0.664,0.0,0.0,0.76,0.0
133,0.32,0.32,0.032,0.0,0.0,0.0,0.344,0.0,0.0,0.76,0.64
134,0.32,0.32,0.032,0.0,0.0,0.0,0.048,0.0,0.0,0.84,0.8
135,0.32,0.32,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8
136,0.48,0.48,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.64
137,0.64,0.64,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.4
138,0.64,0.64,0.08,0.0,0.0,0.0,0.184,0.0,0.0,0.48,0.64
139,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.0,0.0,0.44,0.64
140,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.0,0.0,0.44,0.64
141,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.0,0.0,0.44,0.4
142,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.0,0.0,0.44,0.4
143,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.0,0.0,0.44,0.0
144,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
145,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
146,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
147,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
148,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
149,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
150,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
151,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
152,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
153,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
154,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
155,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
156,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
157,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
158,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
159,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
160,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
161,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
162,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
163,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
164,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
165,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
166,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
167,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
168,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
169,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
170,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
171,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
172,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
173,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
174,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
175,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
176,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
177,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
178,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
179,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
180,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
181,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
182,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
183,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
184,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
185,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
186,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
187,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
188,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
189,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
190,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
191,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
192,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
193,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
194,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
195,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
196,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
197,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
198,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
199,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
200,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
201,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
202,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
203,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
204,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
205,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
206,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
207,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
208,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
209,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
210,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
211,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
212,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
213,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
214,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
215,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
216,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
217,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
218,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
219,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
220,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
221,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
222,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
223,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
224,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
225,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
226,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
227,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
228,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
229,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
230,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
231,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
232,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
233,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
234,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
235,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
236,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
237,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
238,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
239,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
240,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
241,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
242,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
243,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
244,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.16,0.0,0.44,0.0
245,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.4,0.0,0.44,0.0
246,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.64,0.0,0.48,0.0
247,0.48,0.48,0.368,0.16,0.16,0.16,0.0,0.8,0.16,0.68,0.4
248,0.32,0.32,0.08,0.32,0.32,0.32,0.184,0.8,0.32,0.68,0.64
249,0.32,0.32,0.032,0.48,0.32,0.32,0.184,0.64,0.64,0.76,0.8
250,0.32,0.32,0.032,0.64,0.32,0.32,0.184,0.8,0.64,0.84,0.8
251,0.32,0.32,0.032,0.64,0.48,0.48,0.256,0.4,0.32,0.84,0.64
252,0.48,0.48,0.032,0.32,0.48,0.48,0.664,0.64,0.16,0.76,0.0
253,0.32,0.32,0.032,0.48,0.48,0.48,0.344,0.8,0.32,0.76,0.64
254,0.32,0.32,0.032,0.64,0.32,0.32,0.048,0.8,0.64,0.84,0.8
255,0.32,0.32,0.032,0.64,0.32,0.32,0.0,0.64,0.64,0.84,0.8
256,0.48,0.48,0.032,0.32,0.48,0.48,0.0,0.64,0.16,0.68,0.64
257,0.64,0.64,0.08,0.16,0.64,0.64,0.0,0.64,0.0,0.68,0.4
258,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.4,0.0,0.48,0.64
259,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.4,0.0,0.44,0.64
260,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.4,0.0,0.44,0.64
261,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.4,0.0,0.44,0.4
262,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.16,0.0,0.44,0.4
263,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.16,0.0,0.44,0.0
264,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
265,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
266,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
267,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
268,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
269,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
270,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
271,0.48,0.48,0.368,0.0,0.16,0.16,0.0,0.0,0.0,0.68,0.4
272,0.32,0.32,0.08,0.0,0.32,0.32,0.184,0.0,0.0,0.68,0.64
273,0.32,0.32,0.032,0.0,0.32,0.32,0.184,0.0,0.0,0.76,0.8
274,0.32,0.32,0.032,0.0,0.32,0.32,0.184,0.0,0.0,0.84,0.8
275,0.32,0.32,0.032,0.0,0.48,0.48,0.256,0.0,0.0,0.84,0.64
276,0.48,0.48,0.032,0.0,0.48,0.48,0.664,0.0,0.0,0.76,0.0
277,0.32,0.32,0.032,0.0,0.48,0.48,0.344,0.0,0.0,0.76,0.64
278,0.32,0.32,0.032,0.0,0.32,0.32,0.048,0.0,0.0,0.84,0.8
279,0.32,0.32,0.032,0.0,0.32,0.32,0.0,0.0,0.0,0.84,0.8
280,0.48,0.48,0.032,0.0,0.48,0.48,0.0,0.0,0.0,0.68,0.64
281,0.64,0.64,0.08,0.0,0.64,0.64,0.0,0.0,0.0,0.68,0.4
282,0.64,0.64,0.08,0.0,0.48,0.48,0.184,0.0,0.0,0.48,0.64
283,0.64,0.64,0.08,0.0,0.0,0.0,0.232,0.0,0.0,0.44,0.64
284,0.64,0.64,0.32,0.0,0.0,0.0,0.392,0.0,0.0,0.44,0.64
285,0.8,0.8,0.464,0.0,0.0,0.0,0.592,0.0,0.0,0.44,0.4
286,0.8,0.8,0.608,0.0,0.0,0.0,0.16,0.0,0.0,0.44,0.4
287,0.8,0.8,0.728,0.0,0.0,0.0,0.136,0.0,0.0,0.44,0.0
288,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
289,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
290,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
291,0.8,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
292,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
293,0.8,0.8,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
294,0.64,0.64,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
295,0.48,0.48,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.4
296,0.32,0.32,0.08,0.0,0.0,0.0,0.184,0.0,0.0,0.68,0.64
297,0.32,0.32,0.032,0.0,0.0,0.0,0.184,0.0,0.0,0.76,0.8
298,0.32,0.32,0.032,0.0,0.0,0.0,0.184,0.0,0.0,0.84,0.8
299,0.32,0.32,0.032,0.0,0.0,0.0,0.256,0.0,0.0,0.84,0.64
300,0.48,0.48,0.032,0.0,0.0,0.0,0.664,0.0,0.0,0.76,0.0
301,0.32,0.32,0.032,0.0,0.0,0.0,0.344,0.0,0.0,0.76,0.64
