People
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.016
0.016
0.016
0.016
0.016
0.04
0.064
0.08
0.08
0.064
0.08
0.04
0.064
0.08
0.08
0.064
0.064
0.064
0.04
0.04
0.04
0.04
0.016
0.016
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
