0,MULTI_RES,SINGLE_RES,HOTEL,OFFICE,RETAIL,FOODSTORE,RESTAURANT,INDUSTRIAL,SCHOOL,HOSPITAL,GYM
2597,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2598,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2599,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2600,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2601,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2602,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2603,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2604,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2605,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2606,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2607,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2608,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2609,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2610,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2611,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2612,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2613,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2614,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2615,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2616,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2617,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2618,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2619,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2620,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2621,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2622,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.2,0.06
2623,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.12,0.06,0.68,0.3
2624,0.4,0.4,0.368,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.48
2625,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.6
2626,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.6
2627,0.8,0.8,0.32,0.08,0.8,0.8,0.392,0.12,0.06,0.6,0.48
2628,0.8,0.8,0.32,0.08,0.8,0.8,0.8,0.12,0.06,0.68,0.06
2629,0.4,0.4,0.32,0.08,0.8,0.8,0.752,0.12,0.06,0.6,0.48
2630,0.4,0.4,0.32,0.08,0.8,0.8,0.116,0.12,0.06,0.6,0.6
2631,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.6,0.6
2632,0.8,0.8,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.6,0.48
2633,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.12,0.06,0.68,0.3
2634,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.12,0.06,0.56,0.48
2635,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.12,0.06,0.4,0.48
2636,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.12,0.06,0.32,0.48
2637,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.12,0.06,0.24,0.3
2638,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2639,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2640,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2641,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2642,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2643,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2644,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2645,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2646,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.2,0.06
2647,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.12,0.06,0.68,0.3
2648,0.4,0.4,0.368,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.48
2649,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.6
2650,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.6
2651,0.8,0.8,0.32,0.08,0.08,0.08,0.392,0.12,0.06,0.6,0.48
2652,0.8,0.8,0.32,0.08,0.08,0.08,0.8,0.12,0.06,0.68,0.06
2653,0.4,0.4,0.32,0.08,0.08,0.08,0.752,0.12,0.06,0.6,0.48
2654,0.4,0.4,0.32,0.08,0.08,0.08,0.116,0.12,0.06,0.6,0.6
2655,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.6,0.6
2656,0.8,0.8,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.6,0.48
2657,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.12,0.06,0.68,0.3
2658,0.8,0.8,0.368,0.08,0.08,0.08,0.32,0.12,0.06,0.56,0.48
2659,0.8,0.8,0.368,0.08,0.08,0.08,0.368,0.12,0.06,0.4,0.48
2660,0.4,0.4,0.32,0.08,0.08,0.08,0.392,0.12,0.06,0.32,0.48
2661,0.4,0.4,0.464,0.08,0.08,0.08,0.728,0.12,0.06,0.24,0.3
2662,0.4,0.4,0.608,0.08,0.08,0.08,0.568,0.12,0.06,0.16,0.3
2663,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2664,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2665,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2666,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2667,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2668,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2669,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2670,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2671,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2672,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2673,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2674,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2675,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2676,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2677,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2678,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2679,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2680,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2681,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2682,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2683,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2684,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2685,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2686,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2687,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2688,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2689,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2690,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2691,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2692,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2693,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2694,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2695,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2696,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2697,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2698,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2699,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2700,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2701,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2702,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2703,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2704,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2705,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2706,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2707,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2708,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2709,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2710,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2711,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2712,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2713,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2714,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2715,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2716,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2717,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2718,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2719,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2720,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2721,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2722,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2723,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2724,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2725,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2726,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2727,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2728,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2729,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2730,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2731,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2732,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2733,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2734,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2735,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2736,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2737,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2738,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2739,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2740,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2741,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2742,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2743,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2744,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2745,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2746,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2747,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2748,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2749,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2750,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2751,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2752,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2753,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2754,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2755,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2756,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2757,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2758,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2759,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2760,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2761,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2762,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2763,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2764,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2765,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2766,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2767,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2768,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2769,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2770,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2771,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2772,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2773,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2774,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2775,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2776,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2777,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2778,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2779,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2780,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2781,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2782,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2783,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2784,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2785,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2786,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2787,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2788,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2789,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2790,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.2,0.06
2791,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.12,0.06,0.68,0.3
2792,0.4,0.4,0.368,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.48
2793,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.6
2794,0.4,0.4,0.32,0.08,0.8,0.8,0.32,0.12,0.06,0.6,0.6
2795,0.8,0.8,0.32,0.08,0.8,0.8,0.392,0.12,0.06,0.6,0.48
2796,0.8,0.8,0.32,0.08,0.8,0.8,0.8,0.12,0.06,0.68,0.06
2797,0.4,0.4,0.32,0.08,0.8,0.8,0.752,0.12,0.06,0.6,0.48
2798,0.4,0.4,0.32,0.08,0.8,0.8,0.116,0.12,0.06,0.6,0.6
2799,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.6,0.6
2800,0.8,0.8,0.32,0.08,0.8,0.8,0.08,0.12,0.06,0.6,0.48
2801,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.12,0.06,0.68,0.3
2802,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.12,0.06,0.56,0.48
2803,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.12,0.06,0.4,0.48
2804,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.12,0.06,0.32,0.48
2805,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.12,0.06,0.24,0.3
2806,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2807,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2808,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2809,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2810,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2811,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2812,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2813,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2814,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.2,0.06
2815,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.12,0.06,0.68,0.3
2816,0.4,0.4,0.368,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.48
2817,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.6
2818,0.4,0.4,0.32,0.08,0.08,0.08,0.32,0.12,0.06,0.6,0.6
2819,0.8,0.8,0.32,0.08,0.08,0.08,0.392,0.12,0.06,0.6,0.48
2820,0.8,0.8,0.32,0.08,0.08,0.08,0.8,0.12,0.06,0.68,0.06
2821,0.4,0.4,0.32,0.08,0.08,0.08,0.752,0.12,0.06,0.6,0.48
2822,0.4,0.4,0.32,0.08,0.08,0.08,0.116,0.12,0.06,0.6,0.6
2823,0.4,0.4,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.6,0.6
2824,0.8,0.8,0.32,0.08,0.08,0.08,0.08,0.12,0.06,0.6,0.48
2825,0.8,0.8,0.368,0.08,0.08,0.08,0.08,0.12,0.06,0.68,0.3
2826,0.8,0.8,0.368,0.08,0.08,0.08,0.32,0.12,0.06,0.56,0.48
2827,0.8,0.8,0.368,0.08,0.08,0.08,0.368,0.12,0.06,0.4,0.48
2828,0.4,0.4,0.32,0.08,0.08,0.08,0.392,0.12,0.06,0.32,0.48
2829,0.4,0.4,0.464,0.08,0.08,0.08,0.728,0.12,0.06,0.24,0.3
2830,0.4,0.4,0.608,0.08,0.08,0.08,0.568,0.12,0.06,0.16,0.3
2831,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2832,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2833,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2834,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2835,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2836,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2837,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2838,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2839,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2840,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2841,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2842,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2843,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2844,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2845,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2846,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2847,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2848,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2849,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2850,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2851,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2852,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2853,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2854,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2855,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2856,0.08,0.08,0.72,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2857,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2858,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2859,0.08,0.08,0.288,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2860,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.12,0.06,0.16,0.06
2861,0.08,0.08,0.296,0.08,0.08,0.08,0.08,0.3,0.06,0.16,0.06
2862,0.4,0.4,0.32,0.08,0.8,0.8,0.08,0.48,0.06,0.2,0.06
2863,0.8,0.8,0.368,0.16,0.8,0.8,0.08,0.6,0.12,0.68,0.3
2864,0.4,0.4,0.368,0.32,0.8,0.8,0.32,0.6,0.24,0.6,0.48
2865,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.48,0.48,0.6,0.6
2866,0.4,0.4,0.32,0.64,0.8,0.8,0.32,0.6,0.48,0.6,0.6
2867,0.8,0.8,0.32,0.32,0.8,0.8,0.392,0.3,0.24,0.6,0.48
2868,0.8,0.8,0.32,0.16,0.8,0.8,0.8,0.48,0.12,0.68,0.06
2869,0.4,0.4,0.32,0.32,0.8,0.8,0.752,0.6,0.24,0.6,0.48
2870,0.4,0.4,0.32,0.64,0.8,0.8,0.116,0.6,0.48,0.6,0.6
2871,0.4,0.4,0.32,0.64,0.8,0.8,0.08,0.48,0.48,0.6,0.6
2872,0.8,0.8,0.32,0.16,0.8,0.8,0.08,0.48,0.12,0.6,0.48
2873,0.8,0.8,0.368,0.08,0.8,0.8,0.08,0.48,0.06,0.68,0.3
2874,0.8,0.8,0.368,0.08,0.8,0.8,0.32,0.3,0.06,0.56,0.48
2875,0.8,0.8,0.368,0.08,0.8,0.8,0.368,0.3,0.06,0.4,0.48
2876,0.4,0.4,0.32,0.08,0.4,0.4,0.392,0.3,0.06,0.32,0.48
2877,0.4,0.4,0.464,0.08,0.4,0.4,0.728,0.3,0.06,0.24,0.3
2878,0.4,0.4,0.608,0.08,0.4,0.4,0.568,0.12,0.06,0.16,0.3
2879,0.08,0.08,0.728,0.08,0.08,0.08,0.284,0.12,0.06,0.16,0.06
2880,0.06,0.06,0.54,0.06,0.06,0.06,0.06,0.16,0.08,0.16,0.08
2881,0.06,0.06,0.216,0.06,0.06,0.06,0.06,0.16,0.08,0.16,0.08
2882,0.06,0.06,0.216,0.06,0.06,0.06,0.06,0.16,0.08,0.16,0.08
2883,0.06,0.06,0.216,0.06,0.06,0.06,0.06,0.16,0.08,0.16,0.08
2884,0.06,0.06,0.222,0.06,0.06,0.06,0.06,0.16,0.08,0.16,0.08
2885,0.06,0.06,0.222,0.06,0.06,0.06,0.06,0.4,0.08,0.16,0.08
2886,0.3,0.3,0.24,0.06,0.6,0.6,0.06,0.64,0.08,0.2,0.08
2887,0.6,0.6,0.276,0.12,0.6,0.6,0.06,0.8,0.16,0.68,0.4
2888,0.3,0.3,0.276,0.24,0.6,0.6,0.24,0.8,0.32,0.6,0.64
2889,0.3,0.3,0.24,0.48,0.6,0.6,0.24,0.64,0.64,0.6,0.8
2890,0.3,0.3,0.24,0.48,0.6,0.6,0.24,0.8,0.64,0.6,0.8
2891,0.6,0.6,0.24,0.24,0.6,0.6,0.294,0.4,0.32,0.6,0.64
2892,0.6,0.6,0.24,0.12,0.6,0.6,0.6,0.64,0.16,0.68,0.08
