People
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.44
0.48
0.68
0.68
0.76
0.84
0.84
0.76
0.76
0.84
0.84
0.68
0.68
0.48
