HOY,x,y,z
4022.0,-72673.8203760457,-70627.3938827172,172424.72869425
4023.0,-113824.666327711,-52529.9547054394,155835.006317675
4024.0,-147220.209979887,-27200.3602319677,132613.53692866
4025.0,-170585.446443857,3635.80109744846,104342.639471742
4026.0,-182328.745580973,37877.824066152,72948.6050509712
4027.0,-181650.272521788,73193.0076174173,40570.4588176767
4028.0,-168596.463945442,107175.578344424,9414.23133513722
4037.0,170536.659156287,103720.159278119,12624.4383294474
4038.0,182300.934759111,69490.280157811,44016.7030744379
4039.0,181645.352588718,34182.8947708946,76396.9605940076
4040.0,168614.76286072,203.558344400548,107559.380387874
4041.0,144097.087209641,-30132.6878117911,135381.130823074
4042.0,109762.814774504,-54759.0313440066,157966.999651965
4043.0,67951.185496982,-71997.6905314621,173778.505424838
4044.0,21510.8153547352,-80674.210534916,181738.704125848
4045.0,-26394.3781610263,-80197.4680078351,181305.551284634
4046.0,-72500.7282077976,-70599.9341372238,172508.822119794
4047.0,-113667.163280186,-52535.453706641,155948.074998292
4048.0,-147089.196769207,-27234.6920870167,132751.797504647
4049.0,-170489.983154963,3578.71401326048,104500.518897429
4050.0,-182275.425165558,37805.5891430945,73119.1275266501
4051.0,-181642.765486005,73114.2343223435,40745.7296664776
4052.0,-168635.2656705,107099.281407037,9585.98426538808
4061.0,170445.435542733,103876.391911039,12571.7423689959
4062.0,182252.225052578,69659.555100171,43950.8002956804
4063.0,181642.510047043,34356.5610456206,76325.7836967855
4064.0,168657.961870405,372.621949352284,107491.17661745
4065.0,144183.312724496,-29976.9407507733,135323.890555271
4066.0,109886.072672252,-54624.4311150492,157927.903038145
4067.0,68102.9191826305,-71890.6418606344,173763.425414182
4068.0,21680.4996618827,-80599.2496021204,181751.800260647
4069.0,-26218.5069860691,-80156.9490917057,181348.982361995
4070.0,-72330.8570608157,-70593.8675346485,172582.597568087
4071.0,-113515.057811183,-52561.5060855939,156050.055200689
4072.0,-146965.386550047,-27288.3491764721,132877.842981508
4073.0,-170403.032828352,3503.83373597994,104644.777949262
4074.0,-182231.342021717,37717.291560723,73274.4423539849
4075.0,-181644.584442661,73021.2083145039,40904.13278561
4076.0,-168682.840327246,107010.496555488,9739.25079669172
4085.0,170362.790922029,104020.497048444,12500.2265200216
4086.0,182212.783021889,69814.9622594591,43867.6731560778
4087.0,181648.986181877,34514.5470088855,76239.0442218914
4088.0,168709.889282378,524.245189029169,107409.02394729
4089.0,144277.075630793,-29840.2205135697,135254.155895957
4090.0,110015.158098913,-54510.1613829961,157877.507246824
4091.0,68258.3692846345,-71804.854830532,173737.899853108
4092.0,21851.5332525252,-80546.0448056221,181754.904089778
4093.0,-26043.7468139928,-80138.2100808482,181382.442747159
4094.0,-72164.4810587663,-70609.132190977,172645.99075784
4095.0,-113368.591405934,-52607.9994828432,156140.836660521
4096.0,-146848.971522516,-27361.1766633035,132991.524445653
4097.0,-170324.725131139,3411.34666469315,104775.239073624
4098.0,-182196.554347636,37613.1361997023,73414.3553337605
4099.0,-181655.71211283,72914.1386126263,41045.4704828604
4100.0,-168739.096355246,106909.422328941,9873.84314778735
4109.0,170288.850156105,104152.281821011,12410.0646246603
4110.0,182182.661637571,69956.291563354,43767.5115736936
4111.0,181664.758423886,34656.6397761704,76136.9349673067
4112.0,168770.448547083,658.226961046663,107313.104672655
4113.0,144378.212058734,-29722.7026287399,135172.085991032
4114.0,110149.851165357,-54416.3600643283,157815.937235753
4115.0,68417.2750570652,-71740.4202905984,173702.010841251
4116.0,22023.6325025711,-80514.6337078957,181748.049151222
4117.0,-25870.3845919255,-80141.232694536,181405.915072431
4118.0,-72001.8706884385,-70645.6552658197,172698.934592627
4119.0,-113227.999443187,-52674.8115329926,156220.307169258
4120.0,-146740.135730861,-27453.011095623,133092.692314312
4121.0,-170255.180086435,3301.44607731643,104891.725639033
4122.0,-182171.109872994,37493.3328580055,73538.6749869776
4123.0,-181676.120644933,72793.2371006831,41169.5496673385
4124.0,-168803.932244783,106796.258130394,9989.57997340002
4133.0,170223.728396933,104271.553789544,12301.4373534689
4134.0,182161.90337669,70083.335339471,43650.5104881567
4135.0,181689.793648846,34782.6309150749,76019.6518701933
4136.0,168839.533224943,774.37260845443,107203.602399577
4137.0,144486.549593886,-29624.5543821428,135077.839648527
4138.0,110289.925371144,-54343.1553552925,157743.316269369
4139.0,68579.3715308863,-71697.4183139299,173655.837815911
4140.0,22196.5122435591,-80505.0425330579,181731.265804682
4141.0,-25698.7060264211,-80165.9872844555,181419.378764442
4142.0,-71843.2924965399,-70703.3530567731,172741.359233352
4143.0,-113093.51093329,-52761.8100142243,156288.352697201
4144.0,-146639.054860883,-27563.6806015445,133181.196500117
4145.0,-170194.507944072,3174.33190334389,104994.062130402
4146.0,-182155.045811902,37358.0960064394,73647.2127648944
4147.0,-181705.771653135,72658.7182825625,41276.1820602852
4148.0,-168877.236658068,106671.203996904,10086.2865607618
4157.0,170167.530962525,104378.121159763,12174.5319941302
4158.0,182150.540181481,70195.8885462957,43516.8696345516
4159.0,181724.048221771,34892.3166759819,75887.3937810112
4160.0,168917.027112942,872.49413374422,107080.701834234
4161.0,144601.907477507,-29545.9346348276,134971.57515722
4162.0,110435.147864782,-54290.6655947428,157659.765778602
4163.0,68744.3898162256,-71675.9181150161,173599.457462183
4164.0,22369.8860861191,-80517.2861456747,181704.581197695
4165.0,-25528.9952611041,-80212.4328765446,181422.810068041
4166.0,-71689.0087906598,-70782.1311019084,172773.192177736
4167.0,-112965.348263083,-52868.8530048779,156344.857522558
4168.0,-146545.896046354,-27693.0050895656,133256.886580321
4169.0,-170142.809061873,3030.21049296649,105082.074346215
4170.0,-182148.38882722,37207.6445426746,73739.7832600138
4171.0,-181744.616267188,72510.7990374503,41365.1844048013
4172.0,-168958.888561176,106534.460372694,10163.7950230768
4181.0,170120.353223467,104471.79300029,12029.5422368195
4182.0,182148.593429353,70293.7490051737,43366.7933159216
4183.0,181767.468052462,34985.4982215657,75740.3622382812
4184.0,169002.804381903,952.410409549226,106944.588574944
4185.0,144724.096816111,-29486.9936461733,134853.450109634
4186.0,110585.279711154,-54258.9991338164,157565.405226535
4187.0,68912.0574092375,-71675.9779754532,173532.943629987
4188.0,22543.4667451284,-80551.3680381531,181668.019239197
4189.0,-25361.5345556192,-80280.5172214524,181416.182077675
4190.0,-71539.2773444495,-70881.8842903444,172794.358346805
4191.0,-112843.72694763,-52995.7890470403,156389.704366529
4192.0,-146460.817684411,-27840.7964544252,133319.611970621
4193.0,-170100.173797459,2869.29438261366,105155.589598556
4194.0,-182151.155006243,37042.2015438221,73816.2044179906
4195.0,-181792.595193674,72349.6983759846,41436.3786744582
4196.0,-169048.757366661,106386.22788516,10221.9444899048
4205.0,170082.280499997,104552.379463767,11866.6679562852
4206.0,182156.073914237,70376.7176333154,43200.4901744354
4207.0,181819.988662439,35061.9818551053,75578.7612440349
4208.0,169096.729724419,1013.94738601445,106795.448906801
4209.0,144852.920800218,-29447.8729022785,134723.621229453
4210.0,110740.076166035,-54248.2542124464,157460.351979927
4211.0,69082.0985034798,-71697.6451776219,173456.367257992
4212.0,22716.966366509,-80607.280326692,181621.600580539
4213.0,-25196.6039659364,-80370.1768535826,181399.464776244
4214.0,-71394.3511070575,-71002.4969808573,172804.780178343
4215.0,-112728.855388819,-53142.457317091,156422.774534362
4216.0,-146383.969259966,-28006.8587883705,133369.222103549
4217.0,-170066.68241058,2691.80205698263,105214.436915971
4218.0,-182163.349847706,36861.994017625,73876.2977504084
4219.0,-181849.638788619,72175.6371972173,41489.5922807679
4220.0,-169146.703086784,106226.707123828,10260.5812944464
4229.0,170053.387969584,104619.692011065,11686.1149907029
4230.0,182172.981839247,70444.5986777673,43018.1729612694
4231.0,181881.535263208,35121.5792475704,75402.7970399969
4232.0,169198.658513358,1056.9382948083,106633.469599001
4233.0,144988.174932203,-29428.7049496254,134582.244203375
4234.0,110899.286957605,-54258.5188427055,157344.721186605
4235.0,69254.2343057234,-71740.9559463031,173369.796304427
4236.0,22890.0968555726,-80685.0037557511,181565.342603915
4237.0,-25034.4810260728,-80481.3371586675,181372.625081372
4238.0,-71254.4779168665,-71143.8431284638,172804.377727265
4239.0,-112620.934640838,-53308.6878031298,156443.948062341
4240.0,-146315.491179108,-28190.9885977633,133405.566611357
4241.0,-170042.404975944,2497.95770762377,105258.447249083
4242.0,-182184.968260077,36667.2526523184,73919.8885483866
4243.0,-181915.66714139,71988.8380464388,41524.6582794678
4244.0,-169252.576497267,106056.098422297,10279.5591576995
4253.0,170033.740585,104673.543638506,11488.094917372
4254.0,182199.306820585,70497.1999502913,42820.0583052739
4255.0,181952.022845774,35164.1076634235,75212.6778845569
4256.0,169308.436970847,1081.2238497441,106458.837704887
4257.0,145129.647263147,-29429.6132340193,134429.47351742
4258.0,111062.656574873,-54289.8706989714,157218.625658733
4259.0,69428.1833560953,-71805.9353982076,173273.295684767
4260.0,23062.5702068473,-80784.5077109947,181499.259418176
4261.0,-24875.4404313192,-80613.9124498112,181335.626899079
4262.0,-71119.9002195804,-71305.7864189022,172793.06877285
4263.0,-112520.158182574,-53494.30148921,156453.103870617
4264.0,-146255.514611508,-28392.9750249461,133428.495513348
4265.0,-170027.401306514,2287.99098816064,105287.453678925
4266.0,-182215.994571069,36458.2115652331,73946.8060969567
4267.0,-181990.5901698,71789.5248739346,41541.4155755755
4268.0,-169366.219311487,105874.601643208,10278.7393694593
4277.0,170023.393002834,104713.749108037,11272.8248253419
4278.0,182235.02790264,70534.3330630827,42606.3664804917
4279.0,182031.356281317,35189.3901850938,75008.613830583
4280.0,169425.902347638,1086.65244397701,106271.740364758
4281.0,145277.118638562,-29450.7119448254,134265.462297719
4282.0,111229.924562875,-54342.3770149087,157082.175761946
4283.0,69603.6618524328,-71892.5974993855,173166.927216266
4284.0,23234.0988352624,-80905.7502406554,181423.361861999
4285.0,-24719.7537230269,-80767.8060519295,181288.431184758
4286.0,-70990.8547907215,-71488.1804109266,172770.768932761
4287.0,-112426.711696942,-53699.110546275,156450.119921819
4288.0,-146204.161341809,-28612.6000752583,133437.859407559
4289.0,-170021.720887237,2062.13676624502,105301.29162788
4290.0,-182256.402548303,36235.1080502354,73956.8838901341
4291.0,-182074.307726332,71577.9227947277,41539.7091271596
4292.0,-169487.464364974,105682.415966283,10257.9909661269
4301.0,170022.389522417,104740.125180237,11040.5270850534
4302.0,182280.113584201,70555.8136652392,42377.3211726156
4303.0,182119.430432929,35197.2559360456,74790.8165041544
4304.0,169550.883112714,1073.08034372794,106072.364611498
4305.0,145430.36295286,-29492.1058645233,134090.362155806
4306.0,111400.825824501,-54416.0944872584,156935.479310361
4307.0,69780.3839787142,-72000.9450304819,173050.749569312
4308.0,23404.3959085681,-81048.6780852563,181337.657514338
4309.0,-24567.6889750897,-80942.9103945021,181230.996011419
4310.0,-70867.5724626071,-71690.8686863104,172737.391783769
4311.0,-112340.772857185,-53922.9185296935,156434.87338535
4312.0,-146161.543630005,-28849.6388490988,133433.50966669
4313.0,-170025.40281915,1820.63487235291,105299.799073158
4314.0,-182306.155431041,35998.1823240907,73949.9598466068
4315.0,-182166.709715357,71354.2578494035,41519.390147756
4316.0,-169616.135810095,105479.739679507,10217.1909052727
4325.0,170030.764035105,104752.49085006,10791.4291151162
4326.0,182334.521855683,70561.4616798803,42133.149244487
4327.0,182216.130278286,35187.5403023601,74559.4988842893
4328.0,169683.199153002,1040.37187847588,105860.897179068
4329.0,145589.147412387,-29553.8902236044,133904.32303845
4330.0,111575.090928787,-54511.0691864308,156778.641467469
4331.0,69958.062237394,-72130.9695598007,172924.818225586
4332.0,23573.1756808508,-81213.2267156245,181242.150712124
4333.0,-24419.5104822178,-81139.107112543,181163.276645098
4334.0,-70750.2778558933,-71913.6850074475,172692.848989075
4335.0,-112262.511120198,-54165.520583257,156407.240807235
4336.0,-146127.764080805,-29103.8597788934,133415.298638182
4337.0,-170038.475773827,1563.72984555519,105282.816762679
4338.0,-182365.2059729,35747.6772718774,73925.876525932
4339.0,-182267.676221228,71118.7567661025,41480.316307345
4340.0,-169752.049320749,105266.76997351,10156.2242369021
4349.0,170048.539983874,104750.667585175,10525.7631463421
4350.0,182398.200247306,70551.1015417944,41874.0805007477
4351.0,182321.331043125,35160.0851527332,74314.8750837671
4352.0,169822.661983011,988.399627550017,105637.524313949
4353.0,145753.232806846,-29636.1505608513,133707.493082055
4354.0,111752.44642546,-54627.3364739045,156611.764652888
4355.0,70136.4077854521,-72282.6514241416,172789.185442981
4356.0,23740.1538269557,-81399.3203791233,181136.842575135
4357.0,-24275.4784501618,-81356.2671556878,181085.22562735
4358.0,-70639.1891157895,-72156.4534824192,172637.050432122
4359.0,-112192.087526922,-54426.7036495014,156367.098285416
4360.0,-146102.915521986,-29375.0248708186,133383.079848286
4361.0,-170060.957958115,1291.67067641261,105250.188433238
4362.0,-182433.496495451,35483.8381915842,73884.4813451233
4363.0,-182377.077647098,70871.6467238013,41422.3519317919
4364.0,-169895.012306908,105043.70273923,10074.9842713492
4373.0,170075.730333186,104734.479566737,10243.7659831874
4374.0,182471.085888084,70524.562435469,41600.3474517829
4375.0,182434.898345364,35114.7390567647,74057.1601311585
4376.0,169969.074964226,917.044603028513,105402.431589605
4377.0,145922.373788891,-29738.9625890514,133500.018471692
4378.0,111932.61516553,-54764.9209264339,156434.948455026
4379.0,70315.1307739339,-72455.9597173716,172643.900227257
4380.0,23905.0477776215,-81606.8721540259,181021.731037978
4381.0,-24135.8486880613,-81594.2509052755,180996.792864719
4382.0,-70534.517653076,-72418.9887373839,172569.904356764
4383.0,-112129.654509886,-54706.2466861834,156314.321650334
4384.0,-146087.080891756,-29662.8899511071,133336.708209983
4385.0,-170092.857089108,1004.71054715676,105201.761030795
4386.0,-182510.958952585,35206.9125380475,73825.6267954853
4387.0,-182494.77486431,70613.155117013,41345.3682006282
4388.0,-170044.824138799,104810.732368971,9973.37274370767
4397.0,170112.337549065,104703.753932421,9945.6787627645
4398.0,182553.10557555,70481.6785333404,41312.1850771042
4399.0,182556.688349726,35051.3575014017,73786.5697541908
4400.0,170122.233534022,826.196428844256,105155.803724077
4401.0,146096.319161645,-29862.392066202,133282.043304802
4402.0,112115.316627658,-54923.8362670877,156248.289549633
4403.0,70493.9406907306,-72650.8522866986,172489.008310408
4404.0,24067.577055091,-81835.7840119475,180896.810889101
4405.0,-24000.8723030998,-81852.9082993125,180897.925725075
4406.0,-70436.4678900646,-72701.0960961323,172491.317513644
4407.0,-112075.355707989,-55003.920888733,156248.786650629
4408.0,-146080.333135134,-29967.2049167416,133276.040234568
4409.0,-170134.170379329,703.106569368519,105137.384932714
4410.0,-182597.515005558,34917.1496664043,73749.1706595339
4411.0,-182620.619372198,70343.5093220532,41249.2433430369
4412.0,-170201.276380511,104568.05156095,9851.29997469507
4421.0,170158.35358936,104658.32102151,9631.74671161851
4422.0,182644.175856081,70422.2892340703,41009.8305883572
4423.0,182686.547932659,34969.8031053718,73503.3201646006
4424.0,170281.925443901,715.753515969068,104897.824400806
4425.0,146274.812173886,-30006.4946722881,133053.709459662
4426.0,112300.267250018,-55104.0853031337,156051.881624284
4427.0,70672.5467063116,-72867.2757366155,172324.552135696
4428.0,24227.4636089296,-82085.9468882526,180762.073816763
4429.0,-23870.7953977141,-82132.0789651766,180788.569140691
4430.0,-70345.2370116882,-73002.5717666355,172401.195312639
4431.0,-112029.325788626,-55319.4899184794,156170.369143782
4432.0,-146082.735109411,-30287.7139903206,133200.934246702
4433.0,-170184.884532053,387.11951934861,105056.914171746
4434.0,-182693.076108576,34614.8005752738,73654.976227815
4435.0,-182754.453468092,70062.9364650583,41133.8628318817
4436.0,-170364.153032782,104315.851127492,9708.68502783168
4445.0,170213.759904141,104598.014621804,9302.21890047108
4446.0,182744.20311572,70346.2394006359,40693.5231921365
4447.0,182824.314857389,34869.9458314198,73207.6278446448
4448.0,170447.931006773,585.623233534222,104628.676092832
4449.0,146457.590822604,-30171.3158917254,132815.156468682
4450.0,112487.180767346,-55305.6598708126,155845.815308812
4451.0,70850.6580220898,-73105.1654404884,172150.570849346
4452.0,24384.4321517536,-82357.2407603521,180617.508461882
4453.0,-23745.858769608,-82431.5923599244,180668.665717941
4454.0,-70261.0147219143,-73323.2030343962,172299.441981173
4455.0,-111991.690277297,-55652.7101364311,156078.945291491
4456.0,-146094.339498705,-30624.1559788582,133111.250602719
4457.0,-170244.975746766,57.013571435782,104960.206661552
4458.0,-182797.543604817,34300.1176498776,73542.912515413
4459.0,-182896.110427359,69771.6631919383,40999.1195755978
4460.0,-170533.23078472,104054.319806999,9545.4558627821
4469.0,170278.527446196,104522.672218102,8957.34799716257
4470.0,182853.08368136,70253.379597992,40363.5038528374
4471.0,182969.817958887,34751.663196138,72899.709335456
4472.0,170620.023353035,435.72207571855,104348.539890515
4473.0,146644.388162609,-30356.8909015763,132566.521396633
4474.0,112675.768552812,-55528.5407870403,155630.178111751
4475.0,71027.9842210695,-73364.4455597654,171967.100298865
4476.0,24538.2104945359,-82649.5347337977,180463.100477667
4477.0,-23626.2976148626,-82751.2679180509,180538.155853462
4478.0,-70183.9830057149,-73662.7684624122,172185.960728239
4479.0,-111962.565394843,-56003.3308423728,155974.391759562
4480.0,-146115.188737711,-30976.264536258,133006.851911932
4481.0,-170314.409734706,-286.943970467777,104847.124423498
4482.0,-182910.808832752,33973.3544053638,73412.8544779173
4483.0,-183045.414693245,69469.9154404947,40844.9141077375
4484.0,-170708.279274159,103783.644079889,9361.54948470634
4493.0,170352.616691613,104432.135241973,8597.39001805683
4494.0,182970.703932183,70143.566330038,40020.0150557796
4495.0,183122.877338544,34614.8404771542,72579.7810274591
4496.0,170797.968695145,265.975824220425,104057.595332936
4497.0,146834.932622845,-30563.2444656655,132307.938723935
4498.0,112865.739964353,-55772.6978080986,155405.054362803
4499.0,71204.2356203897,-73645.0290707928,171774.173037969
4500.0,24688.5298811147,-82962.6871360867,180298.832595969
4501.0,-23512.3412344726,-83090.9152065446,180396.97785665
4502.0,-70114.3158968572,-74021.0380975198,172060.653913907
4503.0,-111942.057902491,-56371.0945190214,155856.585922068
4504.0,-146145.3149447,-31343.768429181,132887.603260697
4505.0,-170393.141744471,-644.482942875199,104717.533814471
4506.0,-183032.753242664,33634.7652306038,73264.683226588
4507.0,-183202.18207633,69157.9182149427,40671.1547739478
4508.0,-170889.061356376,103504.007988692,9156.9120894338
4517.0,170435.977670419,104326.249322509,8222.60407816356
4518.0,183096.940421214,70016.6622755982,39663.3005708701
4519.0,183283.304568333,34459.3709174179,72248.0589530791
4520.0,170981.52660039,76.3197061009926,103756.020243178
4521.0,147028.948329051,-30790.3908347443,132039.540235101
4522.0,113056.802695051,-56038.0895953851,155170.525161423
4523.0,71379.1236253415,-73946.8177992241,171571.818338113
4524.0,24835.1253215152,-83296.5456180897,180124.684700232
4525.0,-23404.2127446608,-83450.3340870767,180245.068078319
4526.0,-70052.1792517923,-74397.7736829133,171923.423224123
4527.0,-111930.264954901,-56755.7370809636,155725.406069537
4528.0,-146184.739863864,-31726.3918059958,132753.37243892
4529.0,-170481.116597686,-1015.33059388716,104571.305755409
4530.0,-183163.248523208,33284.6051327582,73098.286242442
4531.0,-183366.21996334,68835.8953630995,40477.7579161258
4532.0,-171075.333380833,103215.592962504,8931.49920425699
4541.0,170528.550007261,104204.864537734,7833.25214030046
4542.0,183231.660006868,69872.5365230966,39293.6052170848
4543.0,183450.902904222,34285.1559262998,71904.7585819956
4544.0,171170.450271521,-133.301453231601,103443.990567684
4545.0,147226.15543235,-31038.3336528602,131761.454912517
4546.0,113248.663127116,-56324.6636883011,154926.668331572
4547.0,71552.3610844137,-74269.7024620215,171360.062206596
4548.0,24977.7359236371,-83650.9472630069,179940.633904993
4549.0,-23302.1287913651,-83829.3148851497,180082.361045376
4550.0,-69997.7305299686,-74792.7288765817,171774.169850557
4551.0,-111927.273961443,-57156.9881280926,155580.73162087
4552.0,-146233.474817137,-32123.8544684973,132604.030168742
4553.0,-170578.268734707,-1399.21185521778,104408.315960245
4554.0,-183302.156737916,32923.129482947,72913.5575889544
4555.0,-183537.327535091,68504.0693565427,40264.6480534812
4556.0,-171266.84547562,102918.577646064,8685.27582412523
4565.0,170630.26297214,104067.835666311,7429.59876358899
4566.0,183374.71999437,69711.0648035827,38911.1746280839
4567.0,183625.467508591,34092.1052771999,71550.094619222
4568.0,171364.486834925,-362.933082147447,103121.680219927
4569.0,147426.270443376,-31307.0658701128,131473.80883568
4570.0,113441.026689011,-56632.3564843756,154673.55838271
4571.0,71723.6626448735,-74613.5627170518,171138.92741125
4572.0,25116.1052228397,-84025.7187027644,179746.654641802
4573.0,-23206.2992693104,-84227.638566034,179908.789601322
4574.0,-69951.1185809071,-75205.6494754272,171612.794675278
4575.0,-111933.16245594,-57574.5712032243,155422.443338718
4576.0,-146291.520665592,-32535.8721460412,132439.450335031
4577.0,-170684.522270369,-1795.84961471823,104228.445164922
4578.0,-183449.330471497,32550.5937633572,72710.3981230505
4579.0,-183715.295993327,68162.6610740283,40031.7580602143
4580.0,-171463.341839255,102613.137733674,8418.21654299542
4589.0,170741.035541182,103915.022439172,7011.91085163468
4590.0,183525.968286911,69532.1297217458,38516.2550192802
4591.0,183806.785681415,33880.1373013274,71184.2808062946
4592.0,171563.377635951,-612.610720304308,102789.260928608
4593.0,147629.006571482,-31596.5696619961,131176.725086091
4594.0,113633.598215229,-56961.0932267276,154411.266477145
4595.0,71892.7451083764,-74978.2672202822,170908.433511708
4596.0,25249.9815089439,-84420.6762417627,179542.718751503
4597.0,-23116.9270461249,-84645.0769173106,179724.285052429
4598.0,-69912.4834384119,-75636.2736447923,171439.19845999
4599.0,-111947.997975148,-58008.2040535736,155250.423548006
4600.0,-146358.867780576,-32962.1567717328,132259.510217388
4601.0,-170799.791059797,-2204.96498902015,104031.579356112
4602.0,-183604.612985819,32167.2533161628,72488.7157040419
4603.0,-183899.908796177,67811.889588519,39779.0293394915
4604.0,-171664.561039463,102299.445808259,8130.30568008032
4613.0,170860.776467471,103746.289790671,6580.45740074597
4614.0,183685.243546419,69335.6209845234,38109.0929567091
4615.0,183994.637099943,33649.1790773072,70807.5297258951
4616.0,171766.858541052,-882.359881832824,102446.902090678
4617.0,147834.074068572,-31906.8163555308,130870.323657972
4618.0,113826.082308194,-57310.7879989875,154139.860403801
4619.0,72059.3277860647,-75363.6736905945,170668.596897256
4620.0,25379.118150098,-84835.6259878888,179328.795582769
4621.0,-23034.2076919719,-85081.3927378262,179528.777319389
4622.0,-69881.9561223088,-76084.3321531316,171253.282039591
4623.0,-111971.837946256,-58457.5988957649,155064.556357277
4624.0,-146435.49602473,-33402.4167602923,132064.090723266
4625.0,-170923.978774264,-2626.27759590208,103817.609999288
4626.0,-183767.838385438,31773.3630946474,72248.4254001379
4627.0,-184090.941901993,67451.9719581682,39506.4119933911
4628.0,-171870.236318569,101977.671185846,7821.53740071866
4637.0,170989.384361962,103561.508108843,6135.50924855858
4638.0,183852.375363817,69121.4356269032,37689.9351280675
4639.0,184188.794066614,33399.1666162388,70420.0526102277
4640.0,171974.660246334,-1172.19592450305,102094.770629414
4641.0,148041.180577086,-32237.7663624204,130554.721375003
4642.0,114018.183701757,-57681.3437277993,153859.404558538
4643.0,72223.1328525829,-75769.628982237,170419.430831265
4644.0,25503.2739129756,-85270.3639907016,179104.85209679
4645.0,-22958.3292151988,-85536.3400328842,179322.195094264
4646.0,-69859.6584481308,-76549.5486115468,171054.946519763
4647.0,-112004.729583706,-58922.4626840005,154864.727882541
4648.0,-146521.374743059,-33856.3572871942,131853.076621844
4649.0,-171056.978987158,-3059.50582595721,103586.434265728
4650.0,-183938.831792546,31369.1774169283,71989.4496921504
4651.0,-184288.164021277,67083.1230216164,39213.8649884633
4652.0,-172080.095905104,101647.979765772,7491.91583157407
4661.0,171126.747784491,103360.55348433,5677.33882345827
4662.0,184027.184438632,68889.4782344812,37259.0281162907
4663.0,184389.021764939,33130.0450418183,70022.0591534976
4664.0,172186.508592118,-1482.12392520157,101733.030857863
4665.0,148250.031481625,-32589.3691194633,130230.031813298
4666.0,114209.607625717,-58072.652193048,153569.959931118
4667.0,72383.8856984276,-76195.9691649372,170160.94550223
4668.0,25622.2132787206,-85724.6763867031,178870.852978049
4669.0,-22889.4718045284,-86009.6642154621,179104.466002535
4670.0,-69845.7028451828,-77031.6397178961,170844.093478337
4671.0,-112046.709795654,-59402.4973810541,154650.82647326
4672.0,-146616.462764235,-34323.6805686756,131626.356778281
4673.0,-171198.675270045,-3504.3671131393,103337.955258066
4674.0,-184117.409531219,30954.9497227109,71711.7186739928
4675.0,-184491.336876447,66705.5551980073,38901.3563165463
4676.0,-172293.863331231,101310.533886935,7141.45516986159
4685.0,171272.745344908,103143.307957526,5206.21989519986
4686.0,184209.48276784,68639.6611623475,36816.6181760758
4687.0,184595.078523071,32841.7687651211,69613.7573288465
4688.0,172402.124883121,-1812.13856205258,101361.844347944
4689.0,148460.330263729,-32961.5630364724,129896.365230814
4690.0,114400.060170794,-58484.5940459491,153271.584098943
4691.0,72541.3152800195,-76642.519611707,169893.148081416
4692.0,25735.7067540415,-86198.3395516076,178626.760751058
4693.0,-22827.8075783401,-86501.1023132653,178875.516770061
4694.0,-69840.192183443,-77530.3155051815,170620.625170132
4695.0,-112097.80510041,-59897.4002316967,154422.742940133
4696.0,-146720.708412325,-34804.0861421856,131383.824387909
4697.0,-171348.941298887,-3960.57820373296,103072.082233952
4698.0,-184303.37932082,30530.9323335044,71415.1702495561
4699.0,-184700.215469137,66319.4782920959,38568.8631504568
4700.0,-172511.25775557,100965.492190415,6770.17978627841
4709.0,171427.245814385,102909.659763476,4722.42732713515
4710.0,184399.073843805,68371.9047498309,36362.9510137325
4711.0,184806.716084774,32534.3016536298,69195.3532101146
4712.0,172621.226213822,-2162.22400353337,100981.3698055
4713.0,148671.77885926,-33354.2754519623,129553.828503437
4714.0,114589.248653453,-58917.0388351492,152964.331227691
4715.0,72695.1544668762,-77109.0950943664,169616.042787128
4716.0,25843.5311768517,-86691.1202595244,178372.53590298
4717.0,-22773.5003415859,-87010.3831814157,178635.273394744
4718.0,-69843.2196097636,-78045.2795939145,170384.444734988
4719.0,-112158.031553182,-60406.864038184,154180.370784311
4720.0,-146834.049529125,-35297.2711468494,131125.377209998
4721.0,-171507.640970434,-4427.85542330728,102788.730827396
4722.0,-184496.540478442,30097.3762167449,71099.7503255415
4723.0,-184914.548354766,65925.0993048656,38216.3719941682
4724.0,-172731.994290999,100613.009488813,6378.1243213222
4733.0,171590.108246897,102659.503574052,4226.23683046899
4734.0,184595.752861186,68086.1375306419,35898.2715707913
4735.0,185023.679887509,32207.6171940782,68767.0507987968
4736.0,172843.525798595,-2532.35380494191,100591.76295163
4737.0,148884.078017872,-33767.4225968632,129202.525067945
4738.0,114776.881979982,-59369.8450409979,152648.252078958
4739.0,72845.1403852434,-77595.4998868257,169329.630955624
4740.0,25945.4700158209,-87202.7758489538,178108.137012028
4741.0,-22726.7053509263,-87537.2277205613,178383.661322697
4742.0,-69854.8683938457,-78576.2294481483,170135.456408682
4743.0,-112227.39468349,-60930.5774374163,153923.606427666
4744.0,-146956.413507311,-35802.930603504,130850.917800637
4745.0,-171674.628528821,-4905.91494117287,102487.823267358
4746.0,-184696.684130249,29654.5307542828,70765.4129998142
4747.0,-185134.07792407,65522.6222500699,37843.8788270818
4748.0,-172955.784337015,100253.236642638,5965.33377465921
4757.0,171761.182110952,102392.740736917,3717.92472096401
4758.0,184799.306932679,67782.2964379426,35422.8238117802
4759.0,185245.709347345,31861.6986486854,68329.0518565815
4760.0,173068.733306182,-2922.49081257987,100193.176410591
4761.0,149096.927664022,-34200.9095665299,128842.554872105
4762.0,114962.671009199,-59842.8601181391,152323.394025053
