DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),178048.47
InteriorLights:Electricity [kWh](Hourly),992.53
InteriorEquipment:Electricity [kWh](Hourly),338.17
Heating:EnergyTransfer [kW](Hourly),0.53
Cooling:EnergyTransfer [ton-hr](Hourly) ,21.94
