Date/Time,DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),InteriorLights:Electricity [kWh](Hourly),InteriorEquipment:Electricity [kWh](Hourly),Heating:EnergyTransfer [kW](Hourly),Cooling:EnergyTransfer [ton-hr](Hourly) 
 02/25  10:00:00,15.0,120804.7,41160.03,395299314.38,0.0
 02/25  11:00:00,15.0,120804.7,41160.03,388339798.47,0.0
 02/25  12:00:00,15.0,120804.7,41160.03,373967858.31,0.0
 02/25  13:00:00,15.0,40268.23,13720.01,349836057.05,0.0
 02/25  14:00:00,15.0,40268.23,13720.01,325618977.41,0.0
 02/25  15:00:00,15.0,40268.23,13720.01,301745439.96,0.0
 02/25  16:00:00,15.0,40268.23,13720.01,294161933.54,0.0
 02/25  17:00:00,15.0,40268.23,13720.01,302518596.01,0.0
 02/25  18:00:00,15.0,0.0,0.0,314591193.45,0.0
 02/25  19:00:00,15.0,0.0,0.0,326803803.27,0.0
 02/25  20:00:00,15.0,0.0,0.0,340696078.12,0.0
 02/25  21:00:00,15.0,0.0,0.0,356838493.04,0.0
 02/25  22:00:00,15.0,0.0,0.0,372553221.23,0.0
 02/25  23:00:00,15.0,0.0,0.0,376680545.82,0.0
 02/25  24:00:00,15.0,0.0,0.0,373006627.52,0.0
 02/26  01:00:00,15.0,0.0,0.0,369827300.15,0.0
 02/26  02:00:00,15.0,0.0,0.0,373464442.03,0.0
 02/26  03:00:00,15.0,0.0,0.0,379469195.13,0.0
 02/26  04:00:00,15.0,0.0,0.0,385998997.86,0.0
 02/26  05:00:00,15.0,0.0,0.0,396639265.77,0.0
 02/26  06:00:00,15.0,0.0,0.0,410604701.48,0.0
 02/26  07:00:00,15.0,0.0,0.0,424131317.94,0.0
 02/26  08:00:00,15.0,0.0,0.0,424295613.92,0.0
 02/26  09:00:00,15.0,0.0,0.0,415579081.15,0.0
 02/26  10:00:00,15.0,0.0,0.0,407368474.16,0.0
 02/26  11:00:00,15.0,0.0,0.0,393813493.82,0.0
 02/26  12:00:00,15.0,0.0,0.0,376671441.73,0.0
 02/26  13:00:00,15.0,0.0,0.0,359638638.65,0.0
 02/26  14:00:00,15.0,0.0,0.0,345682836.57,0.0
 02/26  15:00:00,15.0,0.0,0.0,335100509.3,0.0
 02/26  16:00:00,15.0,0.0,0.0,323974146.37,0.0
 02/26  17:00:00,15.0,0.0,0.0,327178176.26,0.0
 02/26  18:00:00,15.0,0.0,0.0,339370926.19,0.0
 02/26  19:00:00,15.0,0.0,0.0,351754108.2,0.0
 02/26  20:00:00,15.0,0.0,0.0,359525717.78,0.0
 02/26  21:00:00,15.0,0.0,0.0,364666311.43,0.0
 02/26  22:00:00,15.0,0.0,0.0,369717853.09,0.0
 02/26  23:00:00,15.0,0.0,0.0,380746287.63,0.0
 02/26  24:00:00,15.0,0.0,0.0,395746151.9,0.0
 02/27  01:00:00,15.0,0.0,0.0,410721962.06,0.0
 02/27  02:00:00,15.0,0.0,0.0,428710782.74,0.0
 02/27  03:00:00,15.0,0.0,0.0,448666198.41,0.0
 02/27  04:00:00,15.0,0.0,0.0,468740878.59,0.0
 02/27  05:00:00,15.0,0.0,0.0,479772094.86,0.0
 02/27  06:00:00,21.91,0.0,0.0,903485858.82,0.0
 02/27  07:00:00,22.0,40268.23,13720.01,653439008.28,0.0
 02/27  08:00:00,22.0,80536.46,27440.02,637087767.93,0.0
 02/27  09:00:00,22.0,382548.21,130340.1,608238261.18,0.0
 02/27  10:00:00,22.0,382548.21,130340.1,579877139.85,0.0
 02/27  11:00:00,22.0,382548.21,130340.1,550249952.26,0.0
 02/27  12:00:00,22.0,382548.21,130340.1,518100816.53,0.0
 02/27  13:00:00,22.0,201341.16,68600.05,487216625.77,0.0
 02/27  14:00:00,22.0,382548.21,130340.1,463581851.53,0.0
 02/27  15:00:00,22.0,382548.21,130340.1,442110263.21,0.0
 02/27  16:00:00,22.0,382548.21,130340.1,421557557.74,0.0
 02/27  17:00:00,22.0,382548.21,130340.1,426634818.87,0.0
 02/27  18:00:00,22.0,120804.7,41160.03,446804284.44,0.0
 02/27  19:00:00,22.0,40268.23,13720.01,467075441.89,0.0
 02/27  20:00:00,17.17,40268.23,13720.01,84590360.72,0.0
 02/27  21:00:00,15.0,20134.12,6860.01,355174667.07,0.0
 02/27  22:00:00,15.0,20134.12,6860.01,381764984.84,0.0
 02/27  23:00:00,15.0,20134.12,6860.01,399859015.23,0.0
 02/27  24:00:00,15.0,20134.12,6860.01,412423225.25,0.0
 02/28  01:00:00,15.0,0.0,0.0,425042425.45,0.0
 02/28  02:00:00,15.0,0.0,0.0,437926326.17,0.0
 02/28  03:00:00,15.0,0.0,0.0,449146693.49,0.0
 02/28  04:00:00,15.0,0.0,0.0,460840465.6,0.0
 02/28  05:00:00,15.0,0.0,0.0,461187674.31,0.0
 02/28  06:00:00,21.91,0.0,0.0,873605124.91,0.0
 02/28  07:00:00,22.0,40268.23,13720.01,609269646.97,0.0
 02/28  08:00:00,22.0,80536.46,27440.02,585084468.68,0.0
 02/28  09:00:00,22.0,382548.21,130340.1,549903026.34,0.0
 02/28  10:00:00,22.0,382548.21,130340.1,515939439.49,0.0
 02/28  11:00:00,22.0,382548.21,130340.1,480189351.6,0.0
 02/28  12:00:00,22.0,382548.21,130340.1,441481190.49,0.0
 02/28  13:00:00,22.0,201341.16,68600.05,404056964.24,0.0
 02/28  14:00:00,22.0,382548.21,130340.1,368926440.18,0.0
 02/28  15:00:00,22.0,382548.21,130340.1,335128723.52,0.0
 02/28  16:00:00,22.0,382548.21,130340.1,301982557.73,0.0
 02/28  17:00:00,22.0,382548.21,130340.1,310204596.25,0.0
 02/28  18:00:00,22.0,120804.7,41160.03,342348068.03,0.0
 02/28  19:00:00,22.0,40268.23,13720.01,385752391.98,0.0
 02/28  20:00:00,17.67,40268.23,13720.01,22961440.26,0.0
 02/28  21:00:00,15.0,20134.12,6860.01,279397671.13,0.0
 02/28  22:00:00,15.0,20134.12,6860.01,298542846.22,0.0
 02/28  23:00:00,15.0,20134.12,6860.01,308104386.64,0.0
 02/28  24:00:00,15.0,20134.12,6860.01,306864590.69,0.0
 03/01  01:00:00,15.0,0.0,0.0,299094217.27,0.0
 03/01  02:00:00,15.0,0.0,0.0,286451079.38,0.0
 03/01  03:00:00,15.0,0.0,0.0,276581633.26,0.0
 03/01  04:00:00,15.0,0.0,0.0,273778654.67,0.0
 03/01  05:00:00,15.0,0.0,0.0,276680317.19,0.0
 03/01  06:00:00,21.92,0.0,0.0,699552371.52,0.0
 03/01  07:00:00,22.0,40268.23,13720.01,441288413.29,0.0
 03/01  08:00:00,22.0,80536.46,27440.02,434377866.07,0.0
 03/01  09:00:00,22.0,382548.21,130340.1,426442567.54,0.0
 03/01  10:00:00,22.0,382548.21,130340.1,418827340.37,0.0
 03/01  11:00:00,22.0,382548.21,130340.1,406780758.1,0.0
 03/01  12:00:00,22.0,382548.21,130340.1,391868217.29,0.0
 03/01  13:00:00,22.0,201341.16,68600.05,377354819.09,0.0
 03/01  14:00:00,22.0,382548.21,130340.1,367230542.89,0.0
 03/01  15:00:00,22.0,382548.21,130340.1,361485214.03,0.0
 03/01  16:00:00,22.0,382548.21,130340.1,356695858.88,0.0
 03/01  17:00:00,22.0,382548.21,130340.1,367094357.1,0.0
 03/01  18:00:00,22.0,120804.7,41160.03,385253878.95,0.0
 03/01  19:00:00,22.0,40268.23,13720.01,404144677.81,0.0
 03/01  20:00:00,17.63,40268.23,13720.01,26318553.8,0.0
 03/01  21:00:00,15.0,20134.12,6860.01,280335916.05,0.0
 03/01  22:00:00,15.0,20134.12,6860.01,298592831.83,0.0
 03/01  23:00:00,15.0,20134.12,6860.01,315884505.92,0.0
 03/01  24:00:00,15.0,20134.12,6860.01,333101890.15,0.0
 03/02  01:00:00,15.0,0.0,0.0,350303807.34,0.0
 03/02  02:00:00,15.0,0.0,0.0,364730642.6,0.0
 03/02  03:00:00,15.0,0.0,0.0,375726964.02,0.0
 03/02  04:00:00,15.0,0.0,0.0,387464172.57,0.0
 03/02  05:00:00,15.0,0.0,0.0,386128877.29,0.0
 03/02  06:00:00,21.91,0.0,0.0,799570600.09,0.0
 03/02  07:00:00,22.0,40268.23,13720.01,533046927.26,0.0
 03/02  08:00:00,22.0,80536.46,27440.02,513049270.87,0.0
 03/02  09:00:00,22.0,382548.21,130340.1,487744188.24,0.0
 03/02  10:00:00,22.0,382548.21,130340.1,462779338.05,0.0
 03/02  11:00:00,22.0,382548.21,130340.1,437899069.4,0.0
 03/02  12:00:00,22.0,382548.21,130340.1,413252883.03,0.0
 03/02  13:00:00,22.0,201341.16,68600.05,389031577.15,0.0
 03/02  14:00:00,22.0,382548.21,130340.1,378180313.91,0.0
 03/02  15:00:00,22.0,382548.21,130340.1,377160252.11,0.0
 03/02  16:00:00,22.0,382548.21,130340.1,375616868.29,0.0
 03/02  17:00:00,22.0,382548.21,130340.1,388555486.0,0.0
 03/02  18:00:00,22.0,120804.7,41160.03,409362648.4,0.0
 03/02  19:00:00,22.0,40268.23,13720.01,430952372.34,0.0
 03/02  20:00:00,17.5,40268.23,13720.01,37241294.68,0.0
 03/02  21:00:00,15.0,20134.12,6860.01,278847613.46,0.0
 03/02  22:00:00,15.0,20134.12,6860.01,280386533.18,0.0
 03/02  23:00:00,15.0,20134.12,6860.01,285232400.63,0.0
 03/02  24:00:00,15.0,20134.12,6860.01,291104997.36,0.0
 03/03  01:00:00,15.0,0.0,0.0,297796648.2,0.0
 03/03  02:00:00,15.0,0.0,0.0,303771408.9,0.0
 03/03  03:00:00,15.0,0.0,0.0,308699408.69,0.0
 03/03  04:00:00,15.0,0.0,0.0,313620346.22,0.0
 03/03  05:00:00,15.0,0.0,0.0,320252266.25,0.0
 03/03  06:00:00,21.91,0.0,0.0,751457064.36,0.0
 03/03  07:00:00,22.0,40268.23,13720.01,499626025.52,0.0
 03/03  08:00:00,22.0,80536.46,27440.02,495858237.84,0.0
 03/03  09:00:00,22.0,382548.21,130340.1,483653037.59,0.0
 03/03  10:00:00,22.0,382548.21,130340.1,472713410.53,0.0
 03/03  11:00:00,22.0,382548.21,130340.1,451574989.68,0.0
 03/03  12:00:00,22.0,382548.21,130340.1,424110840.02,0.0
 03/03  13:00:00,22.0,201341.16,68600.05,397276221.19,0.0
 03/03  14:00:00,22.0,382548.21,130340.1,376142780.93,0.0
 03/03  15:00:00,22.0,382548.21,130340.1,360508251.54,0.0
 03/03  16:00:00,22.0,382548.21,130340.1,344315206.76,0.0
 03/03  17:00:00,22.0,382548.21,130340.1,355870333.18,0.0
 03/03  18:00:00,22.0,120804.7,41160.03,383887265.19,0.0
 03/03  19:00:00,22.0,40268.23,13720.01,412584160.5,0.0
 03/03  20:00:00,17.55,40268.23,13720.01,36615825.95,0.0
 03/03  21:00:00,15.0,20134.12,6860.01,300787880.42,0.0
 03/03  22:00:00,15.0,20134.12,6860.01,325722377.07,0.0
 03/03  23:00:00,15.0,20134.12,6860.01,344553224.66,0.0
 03/03  24:00:00,15.0,20134.12,6860.01,359638531.01,0.0
 03/04  01:00:00,15.0,0.0,0.0,374673404.62,0.0
 03/04  02:00:00,15.0,0.0,0.0,385053561.74,0.0
 03/04  03:00:00,15.0,0.0,0.0,394183404.94,0.0
 03/04  04:00:00,15.0,0.0,0.0,402686391.44,0.0
 03/04  05:00:00,15.0,0.0,0.0,407118676.5,0.0
 03/04  06:00:00,15.0,0.0,0.0,409664418.75,0.0
 03/04  07:00:00,15.0,40268.23,13720.01,412147592.21,0.0
 03/04  08:00:00,15.0,40268.23,13720.01,392774139.61,0.0
 03/04  09:00:00,15.0,120804.7,41160.03,362123915.85,0.0
 03/04  10:00:00,15.0,120804.7,41160.03,331095819.52,0.0
 03/04  11:00:00,15.0,120804.7,41160.03,303611503.62,0.0
 03/04  12:00:00,15.0,120804.7,41160.03,280641846.26,0.0
 03/04  13:00:00,15.0,40268.23,13720.01,257308864.52,0.0
 03/04  14:00:00,15.0,40268.23,13720.01,242190849.47,0.0
 03/04  15:00:00,15.0,40268.23,13720.01,230988607.87,0.0
 03/04  16:00:00,15.0,40268.23,13720.01,220522297.44,0.0
 03/04  17:00:00,15.0,40268.23,13720.01,228846382.64,0.0
 03/04  18:00:00,15.0,0.0,0.0,246521471.42,0.0
 03/04  19:00:00,15.0,0.0,0.0,265040239.08,0.0
 03/04  20:00:00,15.0,0.0,0.0,289016633.75,0.0
 03/04  21:00:00,15.0,0.0,0.0,317302227.88,0.0
 03/04  22:00:00,15.0,0.0,0.0,345423438.16,0.0
 03/04  23:00:00,15.0,0.0,0.0,363482615.84,0.0
 03/04  24:00:00,15.0,0.0,0.0,375914997.23,0.0
 03/05  01:00:00,15.0,0.0,0.0,388386040.42,0.0
 03/05  02:00:00,15.0,0.0,0.0,397771298.83,0.0
 03/05  03:00:00,15.0,0.0,0.0,403736904.13,0.0
 03/05  04:00:00,15.0,0.0,0.0,410334368.71,0.0
 03/05  05:00:00,15.0,0.0,0.0,406909225.4,0.0
 03/05  06:00:00,15.0,0.0,0.0,398482900.11,0.0
 03/05  07:00:00,15.0,0.0,0.0,389451466.5,0.0
 03/05  08:00:00,15.0,0.0,0.0,370202320.21,0.0
 03/05  09:00:00,15.0,0.0,0.0,343934240.09,0.0
 03/05  10:00:00,15.0,0.0,0.0,318453657.92,0.0
 03/05  11:00:00,15.0,0.0,0.0,287969436.0,0.0
 03/05  12:00:00,15.0,0.0,0.0,255479509.13,0.0
 03/05  13:00:00,15.0,0.0,0.0,222820828.43,0.0
 03/05  14:00:00,15.0,0.0,0.0,191062302.74,0.0
 03/05  15:00:00,15.0,0.0,0.0,160570876.81,0.0
 03/05  16:00:00,15.0,0.0,0.0,130374918.92,0.0
 03/05  17:00:00,15.0,0.0,0.0,134888455.56,0.0
 03/05  18:00:00,15.0,0.0,0.0,158987465.68,0.0
 03/05  19:00:00,15.0,0.0,0.0,183884227.35,0.0
 03/05  20:00:00,15.0,0.0,0.0,218667929.84,0.0
 03/05  21:00:00,15.0,0.0,0.0,257864822.38,0.0
 03/05  22:00:00,15.0,0.0,0.0,298108297.78,0.0
 03/05  23:00:00,15.0,0.0,0.0,324525289.55,0.0
 03/05  24:00:00,15.0,0.0,0.0,340321424.62,0.0
 03/06  01:00:00,15.0,0.0,0.0,356684980.88,0.0
 03/06  02:00:00,15.0,0.0,0.0,370948917.96,0.0
 03/06  03:00:00,15.0,0.0,0.0,381846608.29,0.0
 03/06  04:00:00,15.0,0.0,0.0,393397676.54,0.0
 03/06  05:00:00,15.0,0.0,0.0,398103800.28,0.0
 03/06  06:00:00,21.91,0.0,0.0,825144389.7,0.0
 03/06  07:00:00,22.0,40268.23,13720.01,566760052.08,0.0
 03/06  08:00:00,22.0,80536.46,27440.02,543909851.5,0.0
 03/06  09:00:00,22.0,382548.21,130340.1,509402773.77,0.0
 03/06  10:00:00,22.0,382548.21,130340.1,474600733.32,0.0
 03/06  11:00:00,22.0,382548.21,130340.1,401168799.56,0.0
 03/06  12:00:00,22.0,382548.21,130340.1,360575385.78,0.0
 03/06  13:00:00,22.0,201341.16,68600.05,351535286.46,0.0
 03/06  14:00:00,22.0,382548.21,130340.1,325107956.36,0.0
 03/06  15:00:00,22.0,382548.21,130340.1,287771285.5,0.0
 03/06  16:00:00,22.0,382548.21,130340.1,251409099.36,0.0
 03/06  17:00:00,22.0,382548.21,130340.1,255628439.04,0.0
 03/06  18:00:00,22.0,120804.7,41160.03,283971409.87,0.0
 03/06  19:00:00,22.0,40268.23,13720.01,312657877.8,0.0
 03/06  20:00:00,18.41,40268.23,13720.01,0.0,0.0
 03/06  21:00:00,15.03,20134.12,6860.01,192565735.77,0.0
 03/06  22:00:00,15.0,20134.12,6860.01,263819682.82,0.0
 03/06  23:00:00,15.0,20134.12,6860.01,287554554.78,0.0
 03/06  24:00:00,15.0,20134.12,6860.01,302436733.92,0.0
 03/07  01:00:00,15.0,0.0,0.0,317299647.88,0.0
 03/07  02:00:00,15.0,0.0,0.0,332079735.76,0.0
 03/07  03:00:00,15.0,0.0,0.0,345364182.0,0.0
 03/07  04:00:00,15.0,0.0,0.0,359291348.47,0.0
 03/07  05:00:00,15.0,0.0,0.0,358517595.71,0.0
 03/07  06:00:00,21.91,0.0,0.0,772110929.33,0.0
 03/07  07:00:00,22.0,40268.23,13720.01,502997382.06,0.0
 03/07  08:00:00,22.0,80536.46,27440.02,490916539.11,0.0
 03/07  09:00:00,22.0,382548.21,130340.1,479379542.92,0.0
 03/07  10:00:00,22.0,382548.21,130340.1,467871945.31,0.0
 03/07  11:00:00,22.0,382548.21,130340.1,430471677.7,0.0
 03/07  12:00:00,22.0,382548.21,130340.1,378641445.86,0.0
 03/07  13:00:00,22.0,201341.16,68600.05,327935355.14,0.0
 03/07  14:00:00,22.0,382548.21,130340.1,299736787.34,0.0
 03/07  15:00:00,22.0,382548.21,130340.1,285367649.37,0.0
 03/07  16:00:00,22.0,382548.21,130340.1,271051987.57,0.0
 03/07  17:00:00,22.0,382548.21,130340.1,272956136.82,0.0
 03/07  18:00:00,22.0,120804.7,41160.03,286444447.52,0.0
 03/07  19:00:00,22.0,40268.23,13720.01,299491666.16,0.0
 03/07  20:00:00,18.57,40268.23,13720.01,0.0,0.0
 03/07  21:00:00,15.07,20134.12,6860.01,176554894.84,0.0
 03/07  22:00:00,15.0,20134.12,6860.01,265613390.03,0.0
 03/07  23:00:00,15.0,20134.12,6860.01,293632117.96,0.0
 03/07  24:00:00,15.0,20134.12,6860.01,309230035.57,0.0
 03/08  01:00:00,15.0,0.0,0.0,325703166.95,0.0
 03/08  02:00:00,15.0,0.0,0.0,338266042.66,0.0
 03/08  03:00:00,15.0,0.0,0.0,349579809.93,0.0
 03/08  04:00:00,15.0,0.0,0.0,360417714.62,0.0
 03/08  05:00:00,15.0,0.0,0.0,370579482.05,0.0
 03/08  06:00:00,21.91,0.0,0.0,804646316.47,0.0
 03/08  07:00:00,22.0,40268.23,13720.01,556037879.92,0.0
 03/08  08:00:00,22.0,80536.46,27440.02,524520912.54,0.0
 03/08  09:00:00,22.0,382548.21,130340.1,468535133.83,0.0
 03/08  10:00:00,22.0,382548.21,130340.1,413874659.94,0.0
 03/08  11:00:00,22.0,382548.21,130340.1,364565877.31,0.0
 03/08  12:00:00,22.0,382548.21,130340.1,317305569.32,0.0
 03/08  13:00:00,22.0,201341.16,68600.05,271526166.66,0.0
 03/08  14:00:00,22.0,382548.21,130340.1,244313095.76,0.0
 03/08  15:00:00,22.0,382548.21,130340.1,229299143.15,0.0
 03/08  16:00:00,22.0,382548.21,130340.1,213762830.99,0.0
 03/08  17:00:00,22.0,382548.21,130340.1,226296774.42,0.0
 03/08  18:00:00,22.0,120804.7,41160.03,255218876.5,0.0
 03/08  19:00:00,22.0,40268.23,13720.01,284864197.11,0.0
 03/08  20:00:00,18.68,40268.23,13720.01,0.0,0.0
 03/08  21:00:00,15.12,20134.12,6860.01,149954290.47,0.0
 03/08  22:00:00,15.0,20134.12,6860.01,239126132.23,0.0
 03/08  23:00:00,15.0,20134.12,6860.01,267196320.4,0.0
 03/08  24:00:00,15.0,20134.12,6860.01,290469144.49,0.0
 03/09  01:00:00,15.0,0.0,0.0,313471081.35,0.0
 03/09  02:00:00,15.0,0.0,0.0,329527104.79,0.0
 03/09  03:00:00,15.0,0.0,0.0,341851343.35,0.0
 03/09  04:00:00,15.0,0.0,0.0,354198391.88,0.0
 03/09  05:00:00,15.0,0.0,0.0,367869252.43,0.0
 03/09  06:00:00,21.91,0.0,0.0,789629573.58,0.0
 03/09  07:00:00,22.0,40268.23,13720.01,521509699.85,0.0
 03/09  08:00:00,22.0,80536.46,27440.02,482885218.05,0.0
 03/09  09:00:00,22.0,382548.21,130340.1,429195087.13,0.0
 03/09  10:00:00,22.0,382548.21,130340.1,376171704.27,0.0
 03/09  11:00:00,22.0,382548.21,130340.1,323107737.6,0.0
 03/09  12:00:00,22.0,382548.21,130340.1,269572807.2,0.0
 03/09  13:00:00,22.0,201341.16,68600.05,217721530.5,0.0
 03/09  14:00:00,22.0,382548.21,130340.1,188337687.04,0.0
 03/09  15:00:00,22.0,382548.21,130340.1,173610643.8,0.0
 03/09  16:00:00,22.0,382548.21,130340.1,158550982.31,0.0
 03/09  17:00:00,22.0,382548.21,130340.1,182217064.74,0.0
 03/09  18:00:00,22.0,120804.7,41160.03,229007388.72,0.0
 03/09  19:00:00,22.0,40268.23,13720.01,277073578.39,0.0
 03/09  20:00:00,18.79,40268.23,13720.01,0.0,0.0
 03/09  21:00:00,15.2,20134.12,6860.01,106497011.47,0.0
 03/09  22:00:00,15.0,20134.12,6860.01,182914443.19,0.0
 03/09  23:00:00,15.0,20134.12,6860.01,204023421.1,0.0
 03/09  24:00:00,15.0,20134.12,6860.01,226222758.85,0.0
 03/10  01:00:00,15.0,0.0,0.0,249128080.78,0.0
 03/10  02:00:00,15.0,0.0,0.0,264092989.7,0.0
 03/10  03:00:00,15.0,0.0,0.0,275416182.23,0.0
 03/10  04:00:00,15.0,0.0,0.0,286092160.56,0.0
 03/10  05:00:00,15.0,0.0,0.0,295775598.74,0.0
 03/10  06:00:00,21.92,0.0,0.0,726450622.87,0.0
 03/10  07:00:00,22.0,40268.23,13720.01,477985272.34,0.0
 03/10  08:00:00,22.0,80536.46,27440.02,453127098.34,0.0
 03/10  09:00:00,22.0,382548.21,130340.1,408303386.08,0.0
 03/10  10:00:00,22.0,382548.21,130340.1,364537791.73,0.0
 03/10  11:00:00,22.0,382548.21,130340.1,319727826.57,0.0
 03/10  12:00:00,22.0,382548.21,130340.1,273330275.5,0.0
 03/10  13:00:00,22.0,201341.16,68600.05,228404294.24,0.0
 03/10  14:00:00,22.0,382548.21,130340.1,190187436.83,0.0
 03/10  15:00:00,22.0,382548.21,130340.1,157466664.06,0.0
 03/10  16:00:00,22.0,382548.21,130340.1,124610529.91,0.0
 03/10  17:00:00,22.0,382548.21,130340.1,138483157.16,0.0
 03/10  18:00:00,22.0,120804.7,41160.03,182936941.34,0.0
 03/10  19:00:00,22.0,40268.23,13720.01,227216391.79,0.0
 03/10  20:00:00,19.2,40268.23,13720.01,0.0,0.0
 03/10  21:00:00,15.47,20134.12,6860.01,74309911.7,0.0
 03/10  22:00:00,15.0,20134.12,6860.01,193793912.81,0.0
 03/10  23:00:00,15.0,20134.12,6860.01,223162569.48,0.0
 03/10  24:00:00,15.0,20134.12,6860.01,246219508.29,0.0
 03/11  01:00:00,15.0,0.0,0.0,268747876.58,0.0
 03/11  02:00:00,15.0,0.0,0.0,284392703.05,0.0
 03/11  03:00:00,15.0,0.0,0.0,298005706.76,0.0
 03/11  04:00:00,15.0,0.0,0.0,310850545.45,0.0
 03/11  05:00:00,15.0,0.0,0.0,318553289.69,0.0
 03/11  06:00:00,15.0,0.0,0.0,322058922.8,0.0
 03/11  07:00:00,15.0,40268.23,13720.01,325985101.95,0.0
 03/11  08:00:00,15.0,40268.23,13720.01,297647016.19,0.0
 03/11  09:00:00,15.0,120804.7,41160.03,249740230.94,0.0
 03/11  10:00:00,15.0,120804.7,41160.03,202585453.01,0.0
 03/11  11:00:00,15.0,120804.7,41160.03,148832137.94,0.0
 03/11  12:00:00,15.0,120804.7,41160.03,93196369.98,0.0
 03/11  13:00:00,15.0,40268.23,13720.01,38150339.35,0.0
 03/11  14:00:00,15.0,40268.23,13720.01,5587169.21,0.0
 03/11  15:00:00,15.16,40268.23,13720.01,0.0,0.0
 03/11  16:00:00,15.52,40268.23,13720.01,0.0,0.0
 03/11  17:00:00,15.62,40268.23,13720.01,0.0,0.0
 03/11  18:00:00,15.18,0.0,0.0,5930885.03,0.0
 03/11  19:00:00,15.0,0.0,0.0,55676670.61,0.0
 03/11  20:00:00,15.0,0.0,0.0,86545152.06,0.0
 03/11  21:00:00,15.0,0.0,0.0,117507556.43,0.0
 03/11  22:00:00,15.0,0.0,0.0,148179036.32,0.0
 03/11  23:00:00,15.0,0.0,0.0,181246339.67,0.0
 03/11  24:00:00,15.0,0.0,0.0,214908235.11,0.0
 03/12  01:00:00,15.0,0.0,0.0,249603977.08,0.0
 03/12  02:00:00,15.0,0.0,0.0,264601151.9,0.0
 03/12  03:00:00,15.0,0.0,0.0,268532356.2,0.0
 03/12  04:00:00,15.0,0.0,0.0,271861909.84,0.0
 03/12  05:00:00,15.0,0.0,0.0,280262091.78,0.0
 03/12  06:00:00,15.0,0.0,0.0,292460045.39,0.0
 03/12  07:00:00,15.0,0.0,0.0,304633822.95,0.0
 03/12  08:00:00,15.0,0.0,0.0,279115628.83,0.0
 03/12  09:00:00,15.0,0.0,0.0,231509091.47,0.0
 03/12  10:00:00,15.0,0.0,0.0,184564464.94,0.0
 03/12  11:00:00,15.0,0.0,0.0,154064187.16,0.0
 03/12  12:00:00,15.0,0.0,0.0,133226416.02,0.0
 03/12  13:00:00,15.0,0.0,0.0,112578178.79,0.0
 03/12  14:00:00,15.0,0.0,0.0,100529521.79,0.0
 03/12  15:00:00,15.0,0.0,0.0,93651171.91,0.0
 03/12  16:00:00,15.0,0.0,0.0,86784730.53,0.0
 03/12  17:00:00,15.0,0.0,0.0,95483791.8,0.0
 03/12  18:00:00,15.0,0.0,0.0,115117739.7,0.0
 03/12  19:00:00,15.0,0.0,0.0,134317394.55,0.0
 03/12  20:00:00,15.0,0.0,0.0,162925273.36,0.0
 03/12  21:00:00,15.0,0.0,0.0,196419283.19,0.0
 03/12  22:00:00,15.0,0.0,0.0,230940948.42,0.0
 03/12  23:00:00,15.0,0.0,0.0,256244192.26,0.0
 03/12  24:00:00,15.0,0.0,0.0,276867797.91,0.0
 03/13  01:00:00,15.0,0.0,0.0,297202801.91,0.0
 03/13  02:00:00,15.0,0.0,0.0,310628835.26,0.0
 03/13  03:00:00,15.0,0.0,0.0,321869405.94,0.0
 03/13  04:00:00,15.0,0.0,0.0,332533550.48,0.0
 03/13  05:00:00,15.0,0.0,0.0,340784297.1,0.0
 03/13  06:00:00,21.91,0.0,0.0,770055737.15,0.0
 03/13  07:00:00,22.0,40268.23,13720.01,519433806.66,0.0
 03/13  08:00:00,22.0,80536.46,27440.02,485831703.61,0.0
 03/13  09:00:00,22.0,382548.21,130340.1,429975799.72,0.0
 03/13  10:00:00,22.0,382548.21,130340.1,374479311.91,0.0
 03/13  11:00:00,22.0,382548.21,130340.1,317707403.47,0.0
 03/13  12:00:00,22.0,382548.21,130340.1,259567864.17,0.0
 03/13  13:00:00,22.0,201341.16,68600.05,203255919.19,0.0
 03/13  14:00:00,22.0,382548.21,130340.1,170926203.63,0.0
 03/13  15:00:00,22.0,382548.21,130340.1,154052168.1,0.0
 03/13  16:00:00,22.0,382548.21,130340.1,136786190.63,0.0
 03/13  17:00:00,22.0,382548.21,130340.1,144038351.05,0.0
 03/13  18:00:00,22.0,120804.7,41160.03,166879870.86,0.0
 03/13  19:00:00,22.0,40268.23,13720.01,199589127.55,0.0
 03/13  20:00:00,19.67,40268.23,13720.01,0.0,0.0
 03/13  21:00:00,16.48,20134.12,6860.01,0.0,0.0
 03/13  22:00:00,15.02,20134.12,6860.01,68293069.47,0.0
 03/13  23:00:00,15.0,20134.12,6860.01,94680309.75,0.0
 03/13  24:00:00,15.0,20134.12,6860.01,100262225.85,0.0
 03/14  01:00:00,15.0,0.0,0.0,106366418.33,0.0
 03/14  02:00:00,15.0,0.0,0.0,111844526.69,0.0
 03/14  03:00:00,15.0,0.0,0.0,117872459.07,0.0
 03/14  04:00:00,15.0,0.0,0.0,123342496.8,0.0
 03/14  05:00:00,15.0,0.0,0.0,138051844.59,0.0
 03/14  06:00:00,21.92,0.0,0.0,575698148.69,0.0
 03/14  07:00:00,22.0,40268.23,13720.01,336778937.75,0.0
