DIVA PERIMETER ZONE:Zone Mean Air Temperature [C](Hourly),175810.9
InteriorLights:Electricity [kWh](Hourly),992.53
InteriorEquipment:Electricity [kWh](Hourly),338.17
Heating:EnergyTransfer [kW](Hourly),0.52
Cooling:EnergyTransfer [ton-hr](Hourly) ,30.16
