HOY,xP,yP,zP,xV,yV,zV,,,
3682,108739.8011,-59096.02426,157109.2472,-0.543699006,0.295480121,-0.785546236,-200000.00000,-200000,-200000
3683,66282.20487,-76061.32837,172688.5742,-0.331411024,0.380306642,-0.863442871,-200000.00000,-200000,-200000
3684,19311.91592,-84349.70219,180311.3353,-0.09655958,0.421748511,-0.901556677,-200000.00000,-200000,-200000
3685,-28970.63689,-83396.33573,179459.6149,0.144853184,0.416981679,-0.897298075,-200000.00000,-200000,-200000
3686,-75275.85839,-73266.10267,170192.9004,0.376379292,0.366330513,-0.850964502,-200000.00000,-200000,-200000
3687,-116449.1134,-54649.09348,153143.9864,0.582245567,0.273245467,-0.765719932,-200000.00000,-200000,-200000
3688,-149685.6412,-28813.55304,129475.82,0.748428206,0.144067765,-0.6473791,-200000.00000,-200000,-200000
3689,-172721.6179,2480.567669,100802.2297,0.863608089,-0.012402838,-0.504011148,-200000.00000,-200000,-200000
3690,-183988.3493,37101.5532,69077.94203,0.919941746,-0.185507766,-0.34538971,-200000.00000,-200000,-200000
3691,-182719.0949,72691.18448,36465.38156,0.913595475,-0.363455922,-0.182326908,-200000.00000,-200000,-200000
3692,-169001.246,106825.4205,5187.329766,0.84500623,-0.534127102,-0.025936649,-200000.00000,-200000,-200000
3701,172622.8977,100366.7948,11306.70943,-0.863114489,-0.501833974,-0.056533547,-200000.00000,-200000,-200000
3702,183902.0007,65785.71931,43038.27681,-0.919510004,-0.328928597,-0.215191384,-200000.00000,-200000,-200000
3703,182651.0599,30232.94109,75660.81949,-0.913255299,-0.151164705,-0.378304097,-200000.00000,-200000,-200000
3704,168956.1961,-3868.53333,106952.5046,-0.844780981,0.019342667,-0.534762523,-200000.00000,-200000,-200000
3705,143751.3246,-34194.74958,134782.3274,-0.718756623,0.170973748,-0.673911637,-200000.00000,-200000,-200000
3706,108754.4662,-58679.1282,157255.2893,-0.543772331,0.293395641,-0.786276446,-200000.00000,-200000,-200000
3707,66350.64368,-75653.24111,172841.4857,-0.331753218,0.378266206,-0.864207429,-200000.00000,-200000,-200000
3708,19429.34358,-83960.45223,180480.3121,-0.097146718,0.419802261,-0.902401561,-200000.00000,-200000,-200000
3709,-28812.37911,-83034.68184,179652.6883,0.144061896,0.415173409,-0.898263442,-200000.00000,-200000,-200000
3710,-75087.73626,-72938.93114,170416.3847,0.375438681,0.364694656,-0.852081924,-200000.00000,-200000,-200000
3711,-116244.14,-54360.94528,153402.0455,0.5812207,0.271804726,-0.767010227,-200000.00000,-200000,-200000
3712,-149477.9769,-28566.31326,129770.1821,0.747389885,0.142831566,-0.648850911,-200000.00000,-200000,-200000
3713,-172525.592,2687.796748,101132.0714,0.86262796,-0.013438984,-0.505660357,-200000.00000,-200000,-200000
3714,-183817.4714,37272.38693,69439.94805,0.919087357,-0.186361935,-0.34719974,-200000.00000,-200000,-200000
3715,-182585.1238,72831.70327,36853.97608,0.912925619,-0.364158516,-0.18426988,-200000.00000,-200000,-200000
3716,-168913.3806,106943.7474,5595.063919,0.844566903,-0.534718737,-0.02797532,-200000.00000,-200000,-200000
3725,172429.7318,100672.8031,11531.44853,-0.862148659,-0.503364016,-0.057657243,-200000.00000,-200000,-200000
3726,183734.7863,66126.28107,43230.11965,-0.918673932,-0.330631405,-0.216150598,-200000.00000,-200000,-200000
3727,182521.3038,30601.84338,75825.46295,-0.912606519,-0.153009217,-0.379127315,-200000.00000,-200000,-200000
3728,168872.8072,-3479.493257,107097.4702,-0.844364036,0.017397466,-0.535487351,-200000.00000,-200000,-200000
3729,143720.0018,-33795.19601,134916.4401,-0.718600009,0.16897598,-0.674582201,-200000.00000,-200000,-200000
3730,108777.3093,-58279.44127,157388.0672,-0.543886546,0.291397206,-0.786940336,-200000.00000,-200000,-200000
3731,66426.01257,-75263.83969,172982.4826,-0.332130063,0.376319198,-0.864912413,-200000.00000,-200000,-200000
3732,19551.97566,-83591.07497,180638.4578,-0.097759878,0.417955375,-0.903192289,-200000.00000,-200000,-200000
3733,-28651.00156,-82693.71598,179835.6735,0.143255008,0.41346858,-0.899178367,-200000.00000,-200000,-200000
3734,-74898.79457,-72632.83535,170630.1316,0.374493973,0.363164177,-0.853150658,-200000.00000,-200000,-200000
3735,-116040.7044,-54093.8062,153650.3012,0.580203522,0.270469031,-0.768251506,-200000.00000,-200000,-200000
3736,-149274.1027,-28339.56629,130054.2627,0.746370513,0.141697831,-0.650271313,-200000.00000,-200000,-200000
3737,-172335.3481,2875.463469,101450.7738,0.861676741,-0.014377317,-0.507253869,-200000.00000,-200000,-200000
3738,-183653.97,37424.93878,69789.63582,0.91826985,-0.187124694,-0.348948179,-200000.00000,-200000,-200000
3739,-182459.6162,72955.48245,37228.83345,0.912298081,-0.364777412,-0.186144167,-200000.00000,-200000,-200000
3740,-168834.4831,107047.0326,5987.499435,0.844172415,-0.535235163,-0.029937497,-200000.00000,-200000,-200000
3749,172242.4714,100969.3169,11735.76086,-0.861212357,-0.504846585,-0.058678804,-200000.00000,-200000,-200000
3750,183575.0463,66456.04163,43402.72936,-0.917875231,-0.332280208,-0.217013647,-200000.00000,-200000,-200000
3751,182400.0767,30958.38168,75972.30178,-0.912000383,-0.154791908,-0.379861509,-200000.00000,-200000,-200000
3752,168798.4147,-3104.528674,107226.196,-0.843992073,0.015522643,-0.53613098,-200000.00000,-200000,-200000
3753,143697.5235,-33411.46051,135035.9065,-0.718487617,0.167057303,-0.675179533,-200000.00000,-200000,-200000
3754,108808.2359,-57897.22621,157507.7109,-0.54404118,0.289486131,-0.787538554,-200000.00000,-200000,-200000
3755,66508.14709,-74893.3614,173111.6714,-0.332540735,0.374466807,-0.865558357,-200000.00000,-200000,-200000
3756,19679.58911,-83241.7697,180785.8444,-0.098397946,0.416208849,-0.903929222,-200000.00000,-200000,-200000
3757,-28486.7705,-82373.58954,180008.5988,0.142433852,0.411867948,-0.900042994,-200000.00000,-200000,-200000
3758,-74709.3244,-72347.91213,170834.1197,0.373546622,0.361739561,-0.854170599,-200000.00000,-200000,-200000
3759,-115839.1026,-53847.71565,153888.68,0.579195513,0.269238578,-0.7694434,-200000.00000,-200000,-200000
3760,-149074.2988,-28133.29515,130327.9369,0.745371494,0.140666476,-0.651639684,-200000.00000,-200000,-200000
3761,-172151.1317,3043.636237,101758.165,0.860755658,-0.015218181,-0.508790825,-200000.00000,-200000,-200000
3762,-183498.0386,37559.32012,70126.79448,0.917490193,-0.187796601,-0.350633972,-200000.00000,-200000,-200000
3763,-182342.7004,73062.66495,37589.71419,0.911713502,-0.365313325,-0.187948571,-200000.00000,-200000,-200000
3764,-168764.6078,107135.4367,6364.380661,0.843823039,-0.535677184,-0.031821903,-200000.00000,-200000,-200000
3773,172061.3586,101256.158,11919.70448,-0.860306793,-0.50628079,-0.059598522,-200000.00000,-200000,-200000
3774,183422.9698,66774.78086,43556.20275,-0.917114849,-0.333873904,-0.217781014,-200000.00000,-200000,-200000
3775,182287.5018,31302.30553,76101.46092,-0.911437509,-0.156511528,-0.380507305,-200000.00000,-200000,-200000
3776,168733.0677,-2743.906719,107338.8226,-0.843665338,0.013719534,-0.536694113,-200000.00000,-200000,-200000
3777,143683.8613,-33043.81205,135140.8691,-0.718419306,0.16521906,-0.675704345,-200000.00000,-200000,-200000
3778,108847.142,-57532.73886,157614.351,-0.54423571,0.287663694,-0.788071755,-200000.00000,-200000,-200000
3779,66596.87462,-74542.03489,173229.1584,-0.332984373,0.372710174,-0.866145792,-200000.00000,-200000,-200000
3780,19811.95477,-82912.72572,180922.5424,-0.099059774,0.414563629,-0.904612712,-200000.00000,-200000,-200000
3781,-28319.95584,-82074.44293,180171.4903,0.141599779,0.410372215,-0.900857452,-200000.00000,-200000,-200000
3782,-74519.61782,-72084.24688,171028.3249,0.372598089,0.360421234,-0.855141624,-200000.00000,-200000,-200000
3783,-115639.6285,-53622.70168,154117.1054,0.578198143,0.268113508,-0.770585527,-200000.00000,-200000,-200000
3784,-148878.8412,-27947.47214,130591.0773,0.744394206,0.139737361,-0.652955386,-200000.00000,-200000,-200000
3785,-171973.1813,3192.393103,102054.0717,0.859865906,-0.015961966,-0.510270359,-200000.00000,-200000,-200000
3786,-183349.8621,37675.65047,70451.21306,0.916749311,-0.188378252,-0.352256065,-200000.00000,-200000,-200000
3787,-182234.4948,73153.40001,37936.38037,0.911172474,-0.365767,-0.189681902,-200000.00000,-200000,-200000
3788,-168703.7988,107209.1252,6725.455338,0.843518994,-0.536045626,-0.033627277,-200000.00000,-200000,-200000
3797,171886.6284,101533.1458,12083.34686,-0.859433142,-0.507665729,-0.060416734,-200000.00000,-200000,-200000
3798,183278.7373,67082.27793,43690.64461,-0.916393687,-0.33541139,-0.218453223,-200000.00000,-200000,-200000
3799,182183.6927,31633.3656,76213.07162,-0.910918464,-0.158166828,-0.381065358,-200000.00000,-200000,-200000
3800,168676.8049,-2397.89139,107435.4951,-0.843384025,0.011989457,-0.537177475,-200000.00000,-200000,-200000
3801,143678.9763,-32692.51443,135231.473,-0.718394881,0.163462572,-0.676157365,-200000.00000,-200000,-200000
3802,108893.9138,-57186.22798,157708.1192,-0.544469569,0.28593114,-0.788540596,-200000.00000,-200000,-200000
3803,66692.01462,-74210.08005,173335.049,-0.333460073,0.3710504,-0.866675245,-200000.00000,-200000,-200000
3804,19948.83762,-82604.12216,181048.6202,-0.099744188,0.413020611,-0.905243101,-200000.00000,-200000,-200000
3805,-28150.83087,-81796.40551,180324.371,0.140754154,0.408982028,-0.901621855,-200000.00000,-200000,-200000
3806,-74329.96754,-71841.91359,171212.7197,0.371649838,0.359209568,-0.856063598,-200000.00000,-200000,-200000
3807,-115442.5742,-53418.78105,154335.4978,0.577212871,0.267093905,-0.771677489,-200000.00000,-200000,-200000
3808,-148688.0007,-27782.05893,130843.5541,0.743440004,0.138910295,-0.65421777,-200000.00000,-200000,-200000
3809,-171801.7283,3321.821592,102338.3195,0.859008642,-0.016609108,-0.511691598,-200000.00000,-200000,-200000
3810,-183209.6166,37774.05725,70762.68072,0.916048083,-0.188870286,-0.353813404,-200000.00000,-200000,-200000
3811,-182135.1081,73227.84295,38268.59587,0.91067554,-0.366139215,-0.191342979,-200000.00000,-200000,-200000
3812,-168652.0893,107268.2673,7070.474833,0.843260446,-0.536341336,-0.035352374,-200000.00000,-200000,-200000
3821,171718.5088,101800.098,12226.7647,-0.858592544,-0.50900049,-0.061133824,-200000.00000,-200000,-200000
3822,183142.5205,67378.31155,43806.16755,-0.915712603,-0.336891558,-0.219030838,-200000.00000,-200000,-200000
3823,182088.7528,31951.31392,76307.27123,-0.910443764,-0.15975657,-0.381536356,-200000.00000,-200000,-200000
3824,168629.6544,-2066.7433,107516.3626,-0.843148272,0.010333717,-0.537581813,-200000.00000,-200000,-200000
3825,143682.8194,-32357.82604,135307.8657,-0.718414097,0.16178913,-0.676539328,-200000.00000,-200000,-200000
3826,108948.4285,-56857.93498,157789.1478,-0.544742142,0.284289675,-0.788945739,-200000.00000,-200000,-200000
3827,66793.37884,-73897.70775,173429.4477,-0.333966894,0.369488539,-0.867147239,-200000.00000,-200000,-200000
3828,20089.99708,-82316.12788,181164.1441,-0.100449985,0.411580639,-0.905820721,-200000.00000,-200000,-200000
3829,-27979.6719,-81539.59553,180467.2611,0.13989836,0.407697978,-0.902336305,-200000.00000,-200000,-200000
3830,-74140.66657,-71620.97476,171387.2736,0.370703333,0.358104874,-0.856936368,-200000.00000,-200000,-200000
3831,-115248.2291,-53235.95928,154543.7748,0.576241146,0.266179796,-0.772718874,-200000.00000,-200000,-200000
3832,-148502.0436,-27637.00667,131085.2353,0.742510218,0.138185033,-0.655426176,-200000.00000,-200000,-200000
3833,-171636.9972,3432.01853,102610.7326,0.858184986,-0.017160093,-0.513053663,-200000.00000,-200000,-200000
3834,-183077.4691,37854.67561,71060.98687,0.915387345,-0.189273378,-0.355304934,-200000.00000,-200000,-200000
3835,-182044.6383,73286.15495,38586.12656,0.910223191,-0.366430775,-0.192930633,-200000.00000,-200000,-200000
3836,-168609.5022,107313.036,7399.194372,0.843047511,-0.53656518,-0.036995972,-200000.00000,-200000,-200000
3845,171557.2203,102056.8301,12350.0438,-0.857786102,-0.510284151,-0.061750219,-200000.00000,-200000,-200000
3846,183014.4817,67662.66013,43902.89179,-0.915072409,-0.338313301,-0.219514459,-200000.00000,-200000,-200000
3847,182002.7752,32255.90415,76384.20298,-0.910013876,-0.161279521,-0.381921015,-200000.00000,-200000,-200000
3848,168591.6337,-1750.719425,107581.5784,-0.842958169,0.008753597,-0.537907892,-200000.00000,-200000,-200000
3849,143695.3312,-32039.99958,135370.1969,-0.718476656,0.160199998,-0.676850985,-200000.00000,-200000,-200000
3850,109010.5539,-56548.09372,157857.5694,-0.54505277,0.282740469,-0.789287847,-200000.00000,-200000,-200000
3851,66900.77156,-73605.11966,173512.4581,-0.334503858,0.368025598,-0.867562291,-200000.00000,-200000,-200000
3852,20235.1873,-82048.9013,181269.1783,-0.101175937,0.410244506,-0.906345891,-200000.00000,-200000,-200000
3853,-27806.75796,-81304.12004,180600.178,0.13903379,0.4065206,-0.90300089,-200000.00000,-200000,-200000
3854,-73952.00785,-71421.48148,171551.9528,0.369760039,0.357107407,-0.857759764,-200000.00000,-200000,-200000
3855,-115056.8799,-53074.23073,154741.8509,0.5752844,0.265371154,-0.773709254,-200000.00000,-200000,-200000
3856,-148321.2305,-27512.25616,131315.9866,0.741606152,0.137561281,-0.656579933,-200000.00000,-200000,-200000
3857,-171479.2046,3523.089864,102871.1342,0.857396023,-0.017615449,-0.514355671,-200000.00000,-200000,-200000
3858,-182953.5773,37917.6482,71345.92144,0.914767887,-0.189588241,-0.356729607,-200000.00000,-200000,-200000
3859,-181963.1736,73328.50277,38888.74053,0.909815868,-0.366642514,-0.194443703,-200000.00000,-200000,-200000
3860,-168576.0496,107343.6081,7711.373269,0.842880248,-0.536718041,-0.038556866,-200000.00000,-200000,-200000
3869,171402.9758,102303.1561,12453.27885,-0.857014879,-0.51151578,-0.062266394,-200000.00000,-200000,-200000
3870,182894.7741,67935.10205,43980.94493,-0.91447387,-0.33967551,-0.219904725,-200000.00000,-200000,-200000
3871,181925.8428,32546.8918,76444.01577,-0.909629214,-0.162734459,-0.382220079,-200000.00000,-200000,-200000
3872,168562.7498,-1450.07285,107631.2997,-0.842813749,0.007250364,-0.538156498,-200000.00000,-200000,-200000
3873,143716.4423,-31739.28188,135418.6183,-0.718582212,0.158696409,-0.677093092,-200000.00000,-200000,-200000
3874,109080.1491,-56256.93029,157913.5171,-0.545400745,0.281284651,-0.789567585,-200000.00000,-200000,-200000
3875,67013.98985,-73332.50815,173584.1825,-0.335069949,0.366662541,-0.867920912,-200000.00000,-200000,-200000
3876,20384.15749,-81802.59032,181363.7845,-0.101920787,0.409012952,-0.906818923,-200000.00000,-200000,-200000
3877,-27632.37042,-81090.07483,180723.136,0.138161852,0.405450374,-0.90361568,-200000.00000,-200000,-200000
3878,-73764.28395,-71243.47335,171706.7207,0.36882142,0.356217367,-0.858533603,-200000.00000,-200000,-200000
3879,-114868.8103,-52933.57862,154929.6378,0.574344051,0.264667893,-0.774648189,-200000.00000,-200000,-200000
3880,-148145.8164,-27407.73791,131535.6719,0.740729082,0.13703869,-0.65767836,-200000.00000,-200000,-200000
3881,-171328.5593,3595.150484,103119.3467,0.856642797,-0.017975752,-0.515596733,-200000.00000,-200000,-200000
3882,-182838.0898,37963.1249,71617.27502,0.914190449,-0.189815624,-0.358086375,-200000.00000,-200000,-200000
3883,-181890.7917,73355.05851,39176.20833,0.909453958,-0.366775293,-0.195881042,-200000.00000,-200000,-200000
3884,-168551.7334,107360.1636,8006.775148,0.842758667,-0.536800818,-0.040033876,-200000.00000,-200000,-200000
3893,171255.9801,102538.8883,12536.57332,-0.8562799,-0.512694442,-0.062682867,-200000.00000,-200000,-200000
3894,182783.5413,68195.41582,44040.46178,-0.913917707,-0.340977079,-0.220202309,-200000.00000,-200000,-200000
3895,181858.0282,32824.03445,76486.86388,-0.909290141,-0.164120172,-0.382434319,-200000.00000,-200000,-200000
3896,168542.999,-1165.052532,107665.687,-0.842714995,0.005825263,-0.538328435,-200000.00000,-200000,-200000
3897,143746.0733,-31455.91359,135453.2832,-0.718730366,0.157279568,-0.677266416,-200000.00000,-200000,-200000
3898,109157.064,-55984.66279,157957.1236,-0.54578532,0.279923314,-0.789785618,-200000.00000,-200000,-200000
3899,67132.82378,-73080.05604,173644.7217,-0.335664119,0.36540028,-0.868223609,-200000.00000,-200000,-200000
3900,20536.65215,-81577.33218,181448.0223,-0.102683261,0.407886661,-0.907240111,-200000.00000,-200000,-200000
3901,-27456.79271,-80897.54438,180836.1464,0.137283964,0.404487722,-0.904180732,-200000.00000,-200000,-200000
3902,-73577.78669,-71086.97857,171851.537,0.367888933,0.355434893,-0.859257685,-200000.00000,-200000,-200000
3903,-114684.3002,-52813.97519,155107.0447,0.573421501,0.264069876,-0.775535223,-200000.00000,-200000,-200000
3904,-147976.0504,-27323.37235,131744.1529,0.739880252,0.136616862,-0.658720765,-200000.00000,-200000,-200000
3905,-171185.2624,3648.324028,103355.1918,0.855926312,-0.01824162,-0.516775959,-200000.00000,-200000,-200000
3906,-182731.1453,37991.26265,71874.83908,0.913655727,-0.189956313,-0.359374195,-200000.00000,-200000,-200000
3907,-181827.5598,73365.99936,39448.30317,0.909137799,-0.366829997,-0.197241516,-200000.00000,-200000,-200000
3908,-168536.5445,107362.8855,8285.168168,0.842682722,-0.536814427,-0.041425841,-200000.00000,-200000,-200000
3917,171116.4301,102763.8378,12600.03922,-0.85558215,-0.513819189,-0.063000196,-200000.00000,-200000,-200000
3918,182680.9175,68443.38036,44081.58412,-0.913404588,-0.342216902,-0.220407921,-200000.00000,-200000,-200000
3919,181799.3934,33087.09204,76512.90681,-0.908996967,-0.16543546,-0.382564534,-200000.00000,-200000,-200000
3920,168532.3671,-895.9030453,107684.9042,-0.842661835,0.004479515,-0.538424521,-200000.00000,-200000,-200000
3921,143784.1345,-31190.12903,135474.3463,-0.718920673,0.155950645,-0.677371731,-200000.00000,-200000,-200000
3922,109241.1403,-55731.50116,157988.5219,-0.546205701,0.278657506,-0.789942609,-200000.00000,-200000,-200000
3923,67257.0567,-72847.93646,173694.1751,-0.336285284,0.364239682,-0.868470876,-200000.00000,-200000,-200000
3924,20692.41143,-81373.25335,181521.9484,-0.103462057,0.406866267,-0.907609742,-200000.00000,-200000,-200000
3925,-27280.30996,-80726.60181,180939.2176,0.13640155,0.403633009,-0.904696088,-200000.00000,-200000,-200000
3926,-73392.80682,-70952.0139,171986.3588,0.366964034,0.35476007,-0.859931794,-200000.00000,-200000,-200000
3927,-114503.6261,-52715.38168,155273.9777,0.572518131,0.263576908,-0.776369888,-200000.00000,-200000,-200000
3928,-147812.1754,-27259.06993,131941.2897,0.739060877,0.13629535,-0.659706448,-200000.00000,-200000,-200000
3929,-171049.5065,3682.742696,103578.4907,0.855247532,-0.018413713,-0.517892454,-200000.00000,-200000,-200000
3930,-182632.8732,38002.22522,72118.40618,0.913164366,-0.190011126,-0.360592031,-200000.00000,-200000,-200000
3931,-181773.5349,73361.50737,39704.80112,0.908867675,-0.366807537,-0.198524006,-200000.00000,-200000,-200000
3932,-168530.4635,107351.9595,8546.325251,0.842652317,-0.536759798,-0.042731626,-200000.00000,-200000,-200000
3941,170984.5143,102977.8145,12643.79698,-0.854922571,-0.514889072,-0.063218985,-200000.00000,-200000,-200000
3942,182587.0269,68678.77516,44104.46051,-0.912935135,-0.343393876,-0.220522303,-200000.00000,-200000,-200000
3943,181749.99,33335.82706,76522.30902,-0.90874995,-0.166679135,-0.382611545,-200000.00000,-200000,-200000
3944,168530.8295,-642.864349,107689.1185,-0.842654148,0.003214322,-0.538445592,-200000.00000,-200000,-200000
3945,143830.527,-30942.15586,135481.9638,-0.719152635,0.154710779,-0.677409819,-200000.00000,-200000,-200000
3946,109332.2109,-55497.64695,158007.8443,-0.546661054,0.277488235,-0.790039221,-200000.00000,-200000,-200000
3947,67386.46549,-72636.31274,173732.6404,-0.336932327,0.363181564,-0.868663202,-200000.00000,-200000,-200000
3948,20851.17143,-81190.46945,181585.6171,-0.104255857,0.405952347,-0.907928085,-200000.00000,-200000,-200000
3949,-27103.20868,-80577.30886,181032.3545,0.135516043,0.402886544,-0.905161773,-200000.00000,-200000,-200000
3950,-73209.6337,-70838.58472,172111.1398,0.366048169,0.354192924,-0.860555699,-200000.00000,-200000,-200000
3951,-114327.0602,-52637.74853,155430.3405,0.571635301,0.263188743,-0.777151702,-200000.00000,-200000,-200000
3952,-147654.4277,-27214.73129,132126.9404,0.738272139,0.136073656,-0.660634702,-200000.00000,-200000,-200000
3953,-170921.4758,3698.547052,103789.0643,0.854607379,-0.018492735,-0.518945322,-200000.00000,-200000,-200000
3954,-182543.3928,37996.18292,72347.77015,0.912716964,-0.189980915,-0.361738851,-200000.00000,-200000,-200000
3955,-181728.7633,73341.76919,39945.48138,0.908643816,-0.366708846,-0.199727407,-200000.00000,-200000,-200000
3956,-168533.4605,107327.5741,8790.024292,0.842667302,-0.536637871,-0.043950121,-200000.00000,-200000,-200000
3965,170860.4126,103180.6271,12667.97523,-0.854302063,-0.515903136,-0.063339876,-200000.00000,-200000,-200000
3966,182501.984,68901.38054,44109.2461,-0.91250992,-0.344506903,-0.22054623,-200000.00000,-200000,-200000
3967,181709.859,33570.00483,76515.23969,-0.908549295,-0.167850024,-0.382576198,-200000.00000,-200000,-200000
3968,168538.351,-406.1715425,107678.4995,-0.842691755,0.002030858,-0.538392498,-200000.00000,-200000,-200000
3969,143885.1416,-30712.21498,135476.2927,-0.719425708,0.153561075,-0.677381463,-200000.00000,-200000,-200000
3970,109430.1007,-55283.29312,158015.2226,-0.547150504,0.276416466,-0.790076113,-200000.00000,-200000,-200000
3971,67520.82083,-72445.3382,173760.2133,-0.337604104,0.362226691,-0.868801067,-200000.00000,-200000,-200000
3972,21012.66447,-81029.08514,181639.0798,-0.105063322,0.405145426,-0.908195399,-200000.00000,-200000,-200000
3973,-26925.77643,-80449.71585,181115.5592,0.134628882,0.402248579,-0.905577796,-200000.00000,-200000,-200000
3974,-73028.55495,-70746.68505,172225.8306,0.365142775,0.353733425,-0.861129153,-200000.00000,-200000,-200000
3975,-114154.8703,-52581.0154,155576.0342,0.570774352,0.262905077,-0.777880171,-200000.00000,-200000,-200000
3976,-147503.0371,-27190.24737,132300.9618,0.737515185,0.135951237,-0.661504809,-200000.00000,-200000,-200000
3977,-170801.3459,3695.885822,103986.7332,0.854006729,-0.018479429,-0.519933666,-200000.00000,-200000,-200000
3978,-182462.8135,37973.31245,72562.7263,0.912314067,-0.189866562,-0.362813631,-200000.00000,-200000,-200000
3979,-181693.2807,73306.9758,40170.12643,0.908466403,-0.366534879,-0.200850632,-200000.00000,-200000,-200000
3980,-168545.4951,107289.92,9016.048382,0.842727476,-0.5364496,-0.045080242,-200000.00000,-200000,-200000
3989,170744.2962,103372.0839,12672.7106,-0.853721481,-0.516860419,-0.063363553,-200000.00000,-200000,-200000
3990,182425.8932,69110.97783,44096.10233,-0.912129466,-0.345554889,-0.220480512,-200000.00000,-200000,-200000
3991,181679.031,33789.39369,76491.87252,-0.908395155,-0.168946968,-0.382459363,-200000.00000,-200000,-200000
3992,168554.8861,-186.0546316,107653.2199,-0.842774431,0.000930273,-0.538266099,-200000.00000,-200000,-200000
3993,143947.86,-30500.52021,135457.491,-0.7197393,0.152502601,-0.677287455,-200000.00000,-200000,-200000
3994,109534.6266,-55088.6239,158010.7879,-0.547673133,0.275443119,-0.79005394,-200000.00000,-200000,-200000
3995,67659.88746,-72275.15607,173776.9877,-0.338299437,0.36137578,-0.868884938,-200000.00000,-200000,-200000
3996,21176.61944,-80889.19406,181682.3852,-0.105883097,0.40444597,-0.908411926,-200000.00000,-200000,-200000
3997,-26748.30147,-80343.86165,181188.8304,0.133741507,0.401719308,-0.905944152,-200000.00000,-200000,-200000
3998,-72849.85611,-70676.29761,172330.3787,0.364249281,0.353381488,-0.861651893,-200000.00000,-200000,-200000
3999,-113987.3196,-52545.11129,155710.9574,0.569936598,0.262725556,-0.778554787,-200000.00000,-200000,-200000
4000,-147358.226,-27185.49964,132463.2093,0.73679113,0.135927498,-0.662316047,-200000.00000,-200000,-200000
4001,-170689.2835,3674.915692,104171.318,0.853446418,-0.018374578,-0.52085659,-200000.00000,-200000,-200000
4002,-182391.2347,37933.79661,72763.07164,0.911956173,-0.189668983,-0.363815358,-200000.00000,-200000,-200000
4003,-181667.1122,73257.32229,40378.52232,0.908335561,-0.366286611,-0.201892612,-200000.00000,-200000,-200000
4004,-168566.5167,107239.1899,9224.186024,0.842832583,-0.53619595,-0.04612093,-200000.00000,-200000,-200000
4013,170636.3273,103551.9922,12658.1476,-0.853181637,-0.517759961,-0.063290738,-200000.00000,-200000,-200000
4014,182358.8487,69307.34967,44065.19682,-0.911794244,-0.346536748,-0.220325984,-200000.00000,-200000,-200000
4015,181657.5258,33993.76529,76452.38548,-0.908287629,-0.169968826,-0.382261927,-200000.00000,-200000,-200000
4016,168580.3788,17.2617047,107613.4545,-0.842901894,-8.63E-05,-0.538067272,-200000.00000,-200000,-200000
4017,144018.5542,-30307.27811,135425.7174,-0.720092771,0.151536391,-0.677128587,-200000.00000,-200000,-200000
4018,109645.5974,-54913.81458,157994.6706,-0.548227987,0.274569073,-0.789973353,-200000.00000,-200000,-200000
4019,67803.42445,-72125.89931,173783.0552,-0.339017122,0.360629497,-0.868915276,-200000.00000,-200000,-200000
4020,21342.76209,-80770.87873,181715.579,-0.10671381,0.403854394,-0.908577895,-200000.00000,-200000,-200000
4021,-26571.07247,-80259.77371,181252.1637,0.132855362,0.401298869,-0.906260818,-200000.00000,-200000,-200000
4022,-72673.82038,-70627.39388,172424.7287,0.363369102,0.353136969,-0.862123643,-200000.00000,-200000,-200000
4023,-113824.6663,-52529.95471,155835.0063,0.569123332,0.262649774,-0.779175032,-200000.00000,-200000,-200000
4024,-147220.21,-27200.36023,132613.5369,0.73610105,0.136001801,-0.663067685,-200000.00000,-200000,-200000
4025,-170585.4464,3635.801097,104342.6395,0.852927232,-0.018179005,-0.521713197,-200000.00000,-200000,-200000
4026,-182328.7456,37877.82407,72948.60505,0.911643728,-0.18938912,-0.364743025,-200000.00000,-200000,-200000
4027,-181650.2725,73193.00762,40570.45882,0.908251363,-0.365965038,-0.202852294,-200000.00000,-200000,-200000
4028,-168596.4639,107175.5783,9414.231335,0.84298232,-0.535877892,-0.047071157,-200000.00000,-200000,-200000
4037,170536.6592,103720.1593,12624.43833,-0.852683296,-0.518600796,-0.063122192,-200000.00000,-200000,-200000
4038,182300.9348,69490.28016,44016.70307,-0.911504674,-0.347451401,-0.220083515,-200000.00000,-200000,-200000
4039,181645.3526,34182.89477,76396.96059,-0.908226763,-0.170914474,-0.381984803,-200000.00000,-200000,-200000
4040,168614.7629,203.5583444,107559.3804,-0.843073814,-0.001017792,-0.537796902,-200000.00000,-200000,-200000
4041,144097.0872,-30132.68781,135381.1308,-0.720485436,0.150663439,-0.676905654,-200000.00000,-200000,-200000
4042,109762.8148,-54759.03134,157966.9997,-0.548814074,0.273795157,-0.789834998,-200000.00000,-200000,-200000
4043,67951.1855,-71997.69053,173778.5054,-0.339755927,0.359988453,-0.868892527,-200000.00000,-200000,-200000
4044,21510.81535,-80674.21053,181738.7041,-0.107554077,0.403371053,-0.908693521,-200000.00000,-200000,-200000
4045,-26394.37816,-80197.46801,181305.5513,0.131971891,0.40098734,-0.906527756,-200000.00000,-200000,-200000
4046,-72500.72821,-70599.93414,172508.8221,0.362503641,0.352999671,-0.862544111,-200000.00000,-200000,-200000
