HOY,xP,yP,zP,xV,yV,zV,,,
2073,159018.2033,-82233.38711,89167.71313,-0.795091016,0.411166936,-0.445838566,-200000.00000,-200000,-200000
2074,122305.0736,-109497.0371,114244.7716,-0.611525368,0.547485185,-0.571223858,-200000.00000,-200000,-200000
2075,77254.76037,-128824.8754,132044.8919,-0.386273802,0.644124377,-0.660224459,-200000.00000,-200000,-200000
2076,26938.8558,-138896.8242,141357.5972,-0.134694279,0.694484121,-0.706787986,-200000.00000,-200000,-200000
2077,-25212.1501,-139023.875,141551.085,0.126060751,0.695119375,-0.707755425,-200000.00000,-200000,-200000
2078,-75642.7582,-129195.0446,132615.2842,0.378213791,0.645975223,-0.663076421,-200000.00000,-200000,-200000
2079,-120914.8646,-110078.1037,115162.5226,0.604574323,0.550390519,-0.575812613,-200000.00000,-200000,-200000
2080,-157942.1541,-82974.03088,90385.76308,0.78971077,0.414870154,-0.451928815,-200000.00000,-200000,-200000
2081,-184200.5034,-49728.29736,59977.25397,0.921002517,0.248641487,-0.29988627,-200000.00000,-200000,-200000
2082,-197900.0493,-12605.03373,26013.14308,0.989500246,0.063025169,-0.130065715,-200000.00000,-200000,-200000
2095,198053.2222,-11023.1206,25561.92422,-0.990266111,0.055115603,-0.127809621,-200000.00000,-200000,-200000
2096,184723.4558,-48134.20436,59668.61183,-0.923617279,0.240671022,-0.298343059,-200000.00000,-200000,-200000
2097,158800.4816,-81435.07471,90281.42469,-0.794002408,0.407175374,-0.451407123,-200000.00000,-200000,-200000
2098,122052.0303,-108652.9347,115316.2681,-0.610260151,0.543264673,-0.57658134,-200000.00000,-200000,-200000
2099,76983.81175,-127929.7772,133069.3986,-0.384919059,0.639648886,-0.665346993,-200000.00000,-200000,-200000
2100,26668.66123,-137949.043,142333.5662,-0.133343306,0.689745215,-0.711667831,-200000.00000,-200000,-200000
2101,-25462.97323,-138025.3606,142480.3033,0.127314866,0.690126803,-0.712401517,-200000.00000,-200000,-200000
2102,-75856.91727,-128151.2514,133502.7523,0.379284586,0.640756257,-0.667513761,-200000.00000,-200000,-200000
2103,-121077.5839,-108997.6168,116016.1119,0.60538792,0.544988084,-0.580080559,-200000.00000,-200000,-200000
2104,-158042.1945,-81867.97588,91215.67457,0.790210972,0.409339879,-0.456078373,-200000.00000,-200000,-200000
2105,-184230.9382,-48609.57568,60795.31694,0.921154691,0.243047878,-0.303976585,-200000.00000,-200000,-200000
2106,-197858.744,-11487.43435,26832.0007,0.98929372,0.057437172,-0.134160003,-200000.00000,-200000,-200000
2119,197938.4077,-10289.98236,26730.18902,-0.989692039,0.051449912,-0.133650945,-200000.00000,-200000,-200000
2120,184547.7094,-47372.88905,60810.79139,-0.922738547,0.236864445,-0.304053957,-200000.00000,-200000,-200000
2121,158575.8785,-80634.8629,91387.68864,-0.792879393,0.403174315,-0.456938443,-200000.00000,-200000,-200000
2122,121794.0181,-107805.7896,116379.2459,-0.608970091,0.539028948,-0.58189623,-200000.00000,-200000,-200000
2123,76710.1479,-127030.8996,134084.6887,-0.383550739,0.635154498,-0.670423444,-200000.00000,-200000,-200000
2124,26398.19069,-136997.2039,143300.0407,-0.131990953,0.684986019,-0.716500203,-200000.00000,-200000,-200000
2125,-25711.61557,-137022.9876,143400.1872,0.128558078,0.685114938,-0.717000936,-200000.00000,-200000,-200000
2126,-76066.59049,-127104.2633,134381.4722,0.380332952,0.635521317,-0.671907361,-200000.00000,-200000,-200000
2127,-121233.8228,-107915.0179,116861.9234,0.606169114,0.539575089,-0.584309617,-200000.00000,-200000,-200000
2128,-158134.2072,-80761.23717,92039.09538,0.790671036,0.403806186,-0.460195477,-200000.00000,-200000,-200000
2129,-184252.3521,-47491.84585,61608.40316,0.92126176,0.237459229,-0.308042016,-200000.00000,-200000,-200000
2130,-197808.0465,-10372.635,27647.51712,0.989040232,0.051863175,-0.138237586,-200000.00000,-200000,-200000
2143,197814.5506,-9558.160946,27893.46045,-0.989072753,0.047790805,-0.139467302,-200000.00000,-200000,-200000
2144,184363.8599,-46611.22955,61946.43205,-0.921819299,0.233056148,-0.30973216,-200000.00000,-200000,-200000
2145,158344.6696,-79832.88414,92486.08665,-0.791723348,0.399164421,-0.462430433,-200000.00000,-200000,-200000
2146,121531.3514,-106955.7916,117433.3397,-0.607656757,0.534778958,-0.587166698,-200000.00000,-200000,-200000
2147,76434.1001,-126128.4956,135090.4547,-0.382170501,0.630642478,-0.675452273,-200000.00000,-200000,-200000
2148,26127.76964,-136041.6239,144256.7719,-0.130638848,0.680208119,-0.721283859,-200000.00000,-200000,-200000
2149,-25957.77986,-136017.1335,144310.5438,0.129788899,0.680085668,-0.721552719,-200000.00000,-200000,-200000
2150,-76271.5293,-126054.5111,135251.2996,0.381357646,0.630272555,-0.676256498,-200000.00000,-200000,-200000
2151,-121383.3983,-106830.7798,117699.8517,0.606916992,0.534153899,-0.588499259,-200000.00000,-200000,-200000
2152,-158218.088,-79654.31536,92855.94589,0.79109044,0.398271577,-0.464279729,-200000.00000,-200000,-200000
2153,-184264.7262,-46375.62044,62416.44409,0.921323631,0.231878102,-0.31208222,-200000.00000,-200000,-200000
2154,-197748.0247,-9261.143345,28459.61945,0.988740124,0.046305717,-0.142298097,-200000.00000,-200000,-200000
2167,197681.8063,-8827.707279,29051.24888,-0.988409031,0.044138536,-0.145256244,-200000.00000,-200000,-200000
2168,184172.1339,-45849.31397,63075.07844,-0.920860669,0.22924657,-0.315375392,-200000.00000,-200000,-200000
2169,158107.1366,-79029.27607,93576.2089,-0.790535683,0.39514638,-0.467881045,-200000.00000,-200000,-200000
2170,121264.3478,-106103.1369,118478.1933,-0.606321739,0.530515684,-0.592390967,-200000.00000,-200000,-200000
2171,76156.00023,-125222.8244,136086.3986,-0.380780001,0.626114122,-0.680431993,-200000.00000,-200000,-200000
2172,25857.72119,-135082.626,145203.5206,-0.129288606,0.67541313,-0.726017603,-200000.00000,-200000,-200000
2173,-26201.17405,-135008.1815,145211.189,0.13100587,0.675040907,-0.726055945,-200000.00000,-200000,-200000
2174,-76471.49281,-125002.4297,136112.0985,0.382357464,0.625012149,-0.680560492,-200000.00000,-200000,-200000
2175,-121526.1375,-105745.3779,118529.7978,0.607630687,0.52872689,-0.592648989,-200000.00000,-200000,-200000
2176,-158293.7433,-78547.71178,93666.15085,0.791468716,0.392738559,-0.468330754,-200000.00000,-200000,-200000
2177,-184268.0534,-45261.41049,63219.37363,0.921340267,0.226307052,-0.316096868,-200000.00000,-200000,-200000
2178,-197678.7582,-8153.463333,29268.23523,0.988393791,0.040767317,-0.146341176,-200000.00000,-200000,-200000
2191,197540.3402,-8098.674364,30203.07043,-0.987701701,0.040493372,-0.151015352,-200000.00000,-200000,-200000
2192,183972.7659,-45087.23427,64196.28257,-0.91986383,0.225436171,-0.320981413,-200000.00000,-200000,-200000
2193,157863.5674,-78224.18153,94657.65424,-0.789317837,0.391120908,-0.473288271,-200000.00000,-200000,-200000
2194,120993.3285,-105248.0275,119513.4602,-0.604966643,0.526240138,-0.597567301,-200000.00000,-200000,-200000
2195,75876.18042,-124314.152,137072.2323,-0.379380902,0.62157076,-0.685361162,-200000.00000,-200000,-200000
2196,25588.36573,-134120.5398,146140.0573,-0.127941829,0.670602699,-0.730700286,-200000.00000,-200000,-200000
2197,-26441.51159,-133996.5201,146101.9475,0.132207558,0.6699826,-0.730509738,-200000.00000,-200000,-200000
2198,-76666.24803,-123948.4583,136963.74,0.38333124,0.619742292,-0.6848187,-200000.00000,-200000,-200000
2199,-121661.8768,-104659.2899,119351.6684,0.608309384,0.52329645,-0.596758342,-200000.00000,-200000,-200000
2200,-158361.0907,-77441.92805,94469.63929,0.791805453,0.38720964,-0.472348196,-200000.00000,-200000,-200000
2201,-184262.3377,-44149.72524,64017.12787,0.921311689,0.220748626,-0.320085639,-200000.00000,-200000,-200000
2202,-197600.3372,-7050.094899,30073.29223,0.988001686,0.035250474,-0.150366461,-200000.00000,-200000,-200000
2215,197390.3277,-7371.117401,31348.44727,-0.986951639,0.036855587,-0.156742236,-200000.00000,-200000,-200000
2216,183765.9989,-44325.08635,65309.60408,-0.918829994,0.221625432,-0.32654802,-200000.00000,-200000,-200000
2217,157614.2553,-77417.74862,95730.03035,-0.788071277,0.387088743,-0.478650152,-200000.00000,-200000,-200000
2218,120718.6172,-104390.6718,120538.8033,-0.603593086,0.521953359,-0.602694016,-200000.00000,-200000,-200000
2219,75594.97272,-123402.7503,138047.6777,-0.377974864,0.617013752,-0.690238388,-200000.00000,-200000,-200000
2220,25320.02059,-133155.7006,147066.1618,-0.126600103,0.665778503,-0.735330809,-200000.00000,-200000,-200000
2221,-26678.51167,-132982.5429,146982.653,0.133392558,0.664912715,-0.734913265,-200000.00000,-200000,-200000
2222,-76855.57007,-122893.0399,137806.1032,0.38427785,0.6144652,-0.689030516,-200000.00000,-200000,-200000
2223,-121790.4629,-103572.9957,120165.3765,0.608952315,0.517864978,-0.600826883,-200000.00000,-200000,-200000
2224,-158420.0586,-76337.46584,95266.34429,0.792100293,0.381687329,-0.476331721,-200000.00000,-200000,-200000
2225,-184247.5944,-43041.07173,64809.64505,0.921237972,0.215205359,-0.324048225,-200000.00000,-200000,-200000
2226,-197512.8629,-5951.533644,30874.71832,0.987564315,0.029757668,-0.154373592,-200000.00000,-200000,-200000
2239,197231.9537,-6645.093924,32486.90783,-0.986159768,0.03322547,-0.162434539,-200000.00000,-200000,-200000
2240,183552.0829,-43562.97011,66414.61046,-0.917760415,0.217814851,-0.332073052,-200000.00000,-200000,-200000
2241,157359.499,-76610.13073,96792.95392,-0.786797495,0.383050654,-0.48396477,-200000.00000,-200000,-200000
2242,120440.5404,-103531.284,121553.8953,-0.602202702,0.51765642,-0.607769476,-200000.00000,-200000,-200000
2243,75312.70873,-122488.8979,139012.4663,-0.376563544,0.61244449,-0.695062332,-200000.00000,-200000,-200000
2244,25052.99976,-132188.4497,147981.6238,-0.125264999,0.660942248,-0.739908119,-200000.00000,-200000,-200000
2245,-26911.89955,-131966.6487,147853.1477,0.134559498,0.659833243,-0.739265739,-200000.00000,-200000,-200000
2246,-77039.24233,-121836.621,138639.0743,0.385196212,0.609183105,-0.693195372,-200000.00000,-200000,-200000
2247,-121911.7522,-102486.9766,120970.8407,0.609558761,0.512434883,-0.604854204,-200000.00000,-200000,-200000
2248,-158470.5865,-75234.8265,96056.20285,0.792352932,0.376174132,-0.480281014,-200000.00000,-200000,-200000
2249,-184223.8502,-41935.95453,65596.8653,0.921119251,0.209679773,-0.327984326,-200000.00000,-200000,-200000
2250,-197416.4473,-4858.270531,31672.44136,0.987082237,0.024291353,-0.158362207,-200000.00000,-200000,-200000
2263,197065.4122,-5920.663933,33617.98714,-0.985327061,0.02960332,-0.168089936,-200000.00000,-200000,-200000
2264,183331.276,-42800.98954,67510.87722,-0.91665638,0.214004948,-0.337554386,-200000.00000,-200000,-200000
2265,157099.6021,-75801.48651,97846.05081,-0.785498011,0.379007433,-0.489230254,-200000.00000,-200000,-200000
2266,120159.4265,-102670.0843,122558.4188,-0.600797133,0.513350421,-0.612792094,-200000.00000,-200000,-200000
2267,75029.71923,-121572.8792,139966.3398,-0.375148596,0.607864396,-0.699831699,-200000.00000,-200000,-200000
2268,24787.61356,-131219.134,148886.2421,-0.123938068,0.65609567,-0.744431211,-200000.00000,-200000,-200000
2269,-27141.40679,-130949.2406,148713.2826,0.135707034,0.654746203,-0.743566413,-200000.00000,-200000,-200000
2270,-77217.05673,-120779.6511,139462.547,0.386085284,0.603898256,-0.697312735,-200000.00000,-200000,-200000
2271,-122025.6113,-101401.7156,121767.9853,0.610128057,0.507008578,-0.608839927,-200000.00000,-200000,-200000
2272,-158512.6249,-74134.51069,96839.15573,0.792563124,0.370672553,-0.484195779,-200000.00000,-200000,-200000
2273,-184191.1428,-40834.87539,66378.73052,0.920955714,0.204174377,-0.331893653,-200000.00000,-200000,-200000
2274,-197311.2128,-3770.791586,32466.38901,0.986556064,0.018853958,-0.162331945,-200000.00000,-200000,-200000
2287,196890.9066,-5197.890024,34741.227,-0.984454533,0.02598945,-0.173706135,-200000.00000,-200000,-200000
2288,183103.8428,-42039.2528,68597.98815,-0.915519214,0.210196264,-0.342989941,-200000.00000,-200000,-200000
2289,156834.8727,-74991.97993,98888.95614,-0.784174364,0.3749599,-0.494444781,-200000.00000,-200000,-200000
2290,119875.6059,-101807.2989,123552.066,-0.599378029,0.509036494,-0.61776033,-200000.00000,-200000,-200000
2291,74746.33388,-120654.9845,140909.0497,-0.373731669,0.603274923,-0.704545248,-200000.00000,-200000,-200000
2292,24524.16829,-130248.1058,149779.8254,-0.122620841,0.651240529,-0.748899127,-200000.00000,-200000,-200000
2293,-27366.77151,-129930.7265,149562.9169,0.136833858,0.649653633,-0.747814585,-200000.00000,-200000,-200000
2294,-77388.81388,-119722.5831,140276.4221,0.386944069,0.598612915,-0.70138211,-200000.00000,-200000,-200000
2295,-122131.9171,-100317.6969,122556.7401,0.610659585,0.501588484,-0.6127837,-200000.00000,-200000,-200000
2296,-158546.1353,-73037.01814,97615.14724,0.792730676,0.365185091,-0.488075736,-200000.00000,-200000,-200000
2297,-184149.5211,-39738.33291,67155.1842,0.920747606,0.198691665,-0.335775921,-200000.00000,-200000,-200000
2298,-197197.2924,-2689.577598,33256.48862,0.985986462,0.013447888,-0.166282443,-200000.00000,-200000,-200000
2310,197137.1193,33710.07973,765.981466,-0.985685596,-0.168550399,-0.003829907,-200000.00000,-200000,-200000
2311,196708.6489,-4476.837506,35856.17624,-0.983543244,0.022384188,-0.179280881,-200000.00000,-200000,-200000
2312,182870.055,-41277.8723,69675.53547,-0.914350275,0.206389361,-0.348377677,-200000.00000,-200000,-200000
2313,156565.6233,-74181.78028,99921.31447,-0.782828116,0.370908901,-0.499606572,-200000.00000,-200000,-200000
2314,119589.4101,-100943.1598,124534.5393,-0.597947051,0.504715799,-0.622672696,-200000.00000,-200000,-200000
2315,74462.88082,-119735.5103,141840.3573,-0.372314404,0.598677552,-0.709201786,-200000.00000,-200000,-200000
2316,24262.96595,-129275.723,150662.1914,-0.12131483,0.646378615,-0.753310957,-200000.00000,-200000,-200000
2317,-27587.73868,-128911.5183,150401.9187,0.137938693,0.644557591,-0.752009593,-200000.00000,-200000,-200000
2318,-77554.32325,-118665.8721,141080.6073,0.387771616,0.59332936,-0.705403036,-200000.00000,-200000,-200000
2319,-122230.5566,-99235.40505,123337.04,0.611152783,0.496177025,-0.6166852,-200000.00000,-200000,-200000
2320,-158571.0902,-71942.84725,98384.1251,0.792855451,0.359714236,-0.491920625,-200000.00000,-200000,-200000
2321,-184099.045,-38646.82224,67926.17129,0.920495225,0.193234111,-0.339630856,-200000.00000,-200000,-200000
2322,-197074.8291,-1615.103827,34042.66708,0.985374145,0.008075519,-0.170213335,-200000.00000,-200000,-200000
2334,197010.4413,34398.74082,1900.699698,-0.985052206,-0.171993704,-0.009503498,-200000.00000,-200000,-200000
2335,196518.8599,-3757.574532,36962.391,-0.982594299,0.018787873,-0.184811955,-200000.00000,-200000,-200000
2336,182630.1907,-40516.96473,70743.12001,-0.913150953,0.202584824,-0.3537156,-200000.00000,-200000,-200000
2337,156292.1701,-73371.06212,100942.7799,-0.78146085,0.366855311,-0.5047139,-200000.00000,-200000,-200000
2338,119301.1721,-100077.9048,125505.5509,-0.59650586,0.500389524,-0.627527755,-200000.00000,-200000,-200000
2339,74179.68638,-118814.7585,142760.0339,-0.370898432,0.594073793,-0.71380017,-200000.00000,-200000,-200000
2340,24004.30392,-128302.3482,151533.1675,-0.12002152,0.641511741,-0.757665837,-200000.00000,-200000,-200000
2341,-27804.06031,-127892.0317,151230.1639,0.139020302,0.639460158,-0.756150819,-200000.00000,-200000,-200000
2342,-77713.40336,-117609.9758,141875.0173,0.388567017,0.588049879,-0.709375087,-200000.00000,-200000,-200000
2343,-122321.4273,-98155.32544,124108.8252,0.611607137,0.490776627,-0.620544126,-200000.00000,-200000,-200000
2344,-158587.4733,-70852.49476,99146.04022,0.792937367,0.354262474,-0.495730201,-200000.00000,-200000,-200000
2345,-184039.7853,-37560.83475,68691.63795,0.920198926,0.187804174,-0.34345819,-200000.00000,-200000,-200000
2346,-196943.9759,-547.839717,34824.85067,0.98471988,0.002739199,-0.174124253,-200000.00000,-200000,-200000
2358,196875.4537,35084.02846,3027.655076,-0.984377268,-0.175420142,-0.015138275,-200000.00000,-200000,-200000
2359,196321.7685,-3040.172208,38059.4349,-0.981608842,0.015200861,-0.190297175,-200000.00000,-200000,-200000
2360,182384.534,-39756.65116,71800.35141,-0.91192267,0.198783256,-0.359001757,-200000.00000,-200000,-200000
2361,156014.833,-72560.00534,101953.0162,-0.780074165,0.362800027,-0.509765081,-200000.00000,-200000,-200000
2362,119011.2252,-99211.77739,126464.8232,-0.595056126,0.496058887,-0.632324116,-200000.00000,-200000,-200000
2363,73897.07465,-117893.0366,143667.861,-0.369485373,0.589465183,-0.718339305,-200000.00000,-200000,-200000
2364,23748.47465,-127328.3489,152392.5901,-0.118742373,0.636641745,-0.76196295,-200000.00000,-200000,-200000
2365,-28015.49576,-126872.6863,152047.5369,0.140077479,0.634363431,-0.760237685,-200000.00000,-200000,-200000
2366,-77865.88192,-116555.3538,142659.5735,0.38932941,0.582776769,-0.713297868,-200000.00000,-200000,-200000
2367,-122404.4373,-97077.94343,124872.041,0.612022187,0.485389717,-0.624360205,-200000.00000,-200000,-200000
2368,-158595.2791,-69766.45548,99900.84659,0.792976395,0.348832277,-0.499504233,-200000.00000,-200000,-200000
2369,-183971.8234,-36480.85772,69451.53148,0.919859117,0.182404289,-0.347257657,-200000.00000,-200000,-200000
2370,-196804.8958,511.7513844,35602.96493,0.984024479,-0.002558757,-0.178014825,-200000.00000,-200000,-200000
2371,-196220.5581,38691.72471,665.5966665,0.98110279,-0.193458624,-0.003327983,-200000.00000,-200000,-200000
2382,196732.3241,35765.90783,4146.382656,-0.983661621,-0.178829539,-0.020731913,-200000.00000,-200000,-200000
2383,196117.6116,-2324.704713,39146.87931,-0.980588058,0.011623524,-0.195734397,-200000.00000,-200000,-200000
2384,182133.3749,-38997.05705,72846.84827,-0.910666874,0.194985285,-0.364234241,-200000.00000,-200000,-200000
2385,155733.9349,-71748.79508,102951.697,-0.778669675,0.358743975,-0.514758485,-200000.00000,-200000,-200000
2386,118719.9032,-98345.0267,127412.0886,-0.593599516,0.491725134,-0.637060443,-200000.00000,-200000,-200000
2387,73615.36722,-116970.6576,144563.6294,-0.368076836,0.584853288,-0.722818147,-200000.00000,-200000,-200000
2388,23495.76539,-126354.0975,153240.3049,-0.117478827,0.631770488,-0.766201525,-200000.00000,-200000,-200000
2389,-28221.81189,-125853.9049,152853.9301,0.141109059,0.629269525,-0.764269651,-200000.00000,-200000,-200000
2390,-78011.59601,-115502.4677,143434.2039,0.39005798,0.577512339,-0.717171019,-200000.00000,-200000,-200000
2391,-122479.505,-96003.74417,125626.6371,0.612397525,0.480018721,-0.628133186,-200000.00000,-200000,-200000
2392,-158594.5129,-68685.2219,100648.501,0.792972565,0.34342611,-0.503242505,-200000.00000,-200000,-200000
2393,-183895.2514,-35407.37403,70205.80007,0.919476257,0.17703687,-0.351029,-200000.00000,-200000,-200000
2394,-196657.7611,1563.212508,36376.93452,0.983288806,-0.007816063,-0.181884673,-200000.00000,-200000,-200000
2395,-196012.9599,39708.38416,1470.9845,0.980064799,-0.198541921,-0.007354923,-200000.00000,-200000,-200000
2406,196581.2298,36444.34261,5256.423903,-0.982906149,-0.182221713,-0.02628212,-200000.00000,-200000,-200000
2407,195906.6341,-1611.249408,40224.30352,-0.97953317,0.008056247,-0.201121518,-200000.00000,-200000,-200000
2408,181877.0088,-38238.31235,73882.23833,-0.909385044,0.191191562,-0.369411192,-200000.00000,-200000,-200000
2409,155449.8018,-70937.62179,103938.5056,-0.777249009,0.354688109,-0.519692528,-200000.00000,-200000,-200000
2410,118427.5399,-97477.90738,128347.0895,-0.592137699,0.487389537,-0.641735447,-200000.00000,-200000,-200000
2411,73334.88281,-116047.9397,145447.1404,-0.366674414,0.580239699,-0.727235702,-200000.00000,-200000,-200000
2412,23246.45786,-125379.9706,154076.1668,-0.116232289,0.626899853,-0.770380834,-200000.00000,-200000,-200000
2413,-28422.78338,-124836.1137,153649.2438,0.142113917,0.624180568,-0.768246219,-200000.00000,-200000,-200000
2414,-78150.39216,-114451.7803,144198.8425,0.390751961,0.572258902,-0.720994213,-200000.00000,-200000,-200000
2415,-122546.5594,-94933.21232,126372.5681,0.612732797,0.474666062,-0.631862841,-200000.00000,-200000,-200000
2416,-158585.1913,-67609.28389,101388.963,0.792925957,0.338046419,-0.506944815,-200000.00000,-200000,-200000
2417,-183810.1721,-34340.86183,70954.3927,0.91905086,0.171704309,-0.354771964,-200000.00000,-200000,-200000
2418,-196502.7537,2606.093333,37146.68308,0.982513769,-0.013030467,-0.185733415,-200000.00000,-200000,-200000
2419,-195798.6661,40715.03184,2273.44365,0.97899333,-0.203575159,-0.011367218,-200000.00000,-200000,-200000
2430,196422.357,37119.29481,6357.326943,-0.982111785,-0.185596474,-0.031786635,-200000.00000,-200000,-200000
2431,195689.088,-899.8869426,41291.29501,-0.97844544,0.004499435,-0.206456475,-200000.00000,-200000,-200000
2432,181615.7363,-37480.5515,74906.15858,-0.908078681,0.187402757,-0.374530793,-200000.00000,-200000,-200000
2433,155162.7617,-70126.68111,104913.1354,-0.775813809,0.350633406,-0.524565677,-200000.00000,-200000,-200000
2434,118134.4686,-96610.67951,129269.5786,-0.590672343,0.483053398,-0.646347893,-200000.00000,-200000,-200000
2435,73055.93688,-115125.2061,146318.2046,-0.365279684,0.575626031,-0.731591023,-200000.00000,-200000,-200000
2436,23000.82797,-124406.349,154900.0395,-0.11500414,0.622031745,-0.774500198,-200000.00000,-200000,-200000
2437,-28618.19287,-123819.7413,154433.3859,0.143090964,0.619098707,-0.77216693,-200000.00000,-200000,-200000
2438,-78282.12657,-113403.7555,144953.4301,0.391410633,0.567018778,-0.72476715,-200000.00000,-200000,-200000
2439,-122605.5401,-93866.83167,127109.7929,0.613027701,0.469334158,-0.635548964,-200000.00000,-200000,-200000
2440,-158567.3415,-66539.12837,102122.1945,0.792836708,0.332695642,-0.510610972,-200000.00000,-200000,-200000
2441,-183716.6983,-33281.79429,71697.2589,0.918583492,0.166408971,-0.358486295,-200000.00000,-200000,-200000
2442,-196340.0645,3639.950456,37912.1331,0.981700322,-0.018199752,-0.189560665,-200000.00000,-200000,-200000
2443,-195577.9325,41711.26801,3072.856781,0.977889662,-0.20855634,-0.015364284,-200000.00000,-200000,-200000
2454,196255.9013,37790.72462,7448.646823,-0.981279506,-0.188953623,-0.037243234,-200000.00000,-200000,-200000
2455,195465.2326,-190.7013615,42347.44959,-0.977326163,0.000953507,-0.211737248,-200000.00000,-200000,-200000
2456,181349.8626,-36723.91349,75918.25547,-0.906749313,0.183619567,-0.379591277,-200000.00000,-200000,-200000
2457,154873.145,-69316.17392,105875.2898,-0.774365725,0.34658087,-0.529376449,-200000.00000,-200000,-200000
2458,117841.0218,-95743.6085,130179.3187,-0.589205109,0.478718043,-0.650896593,-200000.00000,-200000,-200000
2459,72778.84138,-114202.7851,147176.6426,-0.363894207,0.571013925,-0.735883213,-200000.00000,-200000,-200000
2460,22759.14556,-123433.6175,155711.7959,-0.113795728,0.617168087,-0.778558979,-200000.00000,-200000,-200000
2461,-28807.83122,-122805.2194,155206.2723,0.144039156,0.614026097,-0.776031361,-200000.00000,-200000,-200000
2462,-78406.66518,-112358.8582,145697.913,0.392033326,0.561794291,-0.728489565,-200000.00000,-200000,-200000
2463,-122656.3974,-92805.08482,127838.2744,0.613281987,0.464025424,-0.639191372,-200000.00000,-200000,-200000
2464,-158541.0014,-65475.239,102848.1597,0.792705007,0.327376195,-0.514240798,-200000.00000,-200000,-200000
2465,-183614.9532,-32230.63921,72434.34864,0.918074766,0.161153196,-0.362171743,-200000.00000,-200000,-200000
2466,-196169.8932,4664.347654,38673.20579,0.980849466,-0.023321738,-0.193366029,-200000.00000,-200000,-200000
2467,-195351.0218,42696.70168,3869.103859,0.976755109,-0.213483508,-0.019345519,-200000.00000,-200000,-200000
2478,196082.0667,38458.59023,8529.945754,-0.980410333,-0.192292951,-0.042649729,-200000.00000,-200000,-200000
2479,195235.3339,516.2197972,43392.37165,-0.976176669,-0.002581099,-0.216961858,-200000.00000,-200000,-200000
2480,181079.6974,-35968.5419,76918.18498,-0.905398487,0.179842709,-0.384590925,-200000.00000,-200000,-200000
2481,154581.2837,-68506.30627,106824.6822,-0.772906418,0.342531531,-0.534123411,-200000.00000,-200000,-200000
2482,117547.531,-94876.96499,131076.0828,-0.587737655,0.474384825,-0.655380414,-200000.00000,-200000,-200000
2483,72503.90433,-113281.0094,148022.2847,-0.362519522,0.566405047,-0.740111424,-200000.00000,-200000,-200000
2484,22521.67408,-122462.1646,156511.3173,-0.11260837,0.612310823,-0.782556586,-200000.00000,-200000,-200000
2485,-28991.49768,-121792.9814,155967.826,0.144957488,0.608964907,-0.77983913,-200000.00000,-200000,-200000
2486,-78523.88377,-111317.5535,146432.2436,0.392619419,0.556587767,-0.732161218,-200000.00000,-200000,-200000
2487,-122699.0922,-91748.45286,128557.9798,0.613495461,0.458742264,-0.642789899,-200000.00000,-200000,-200000
2488,-158506.2198,-64418.0958,103566.825,0.792531099,0.322090479,-0.517834125,-200000.00000,-200000,-200000
2489,-183505.0699,-31187.8588,73165.61211,0.917525349,0.155939294,-0.365828061,-200000.00000,-200000,-200000
2490,-195992.4484,5678.856142,39429.82092,0.979962242,-0.028394281,-0.197149105,-200000.00000,-200000,-200000
2491,-195118.2032,43670.95075,4662.062066,0.975591016,-0.218354754,-0.02331031,-200000.00000,-200000,-200000
2502,195901.0657,39122.84773,9600.793355,-0.979505329,-0.195614239,-0.048003967,-200000.00000,-200000,-200000
2503,194999.6645,1220.785404,44425.67433,-0.974998322,-0.006103927,-0.222128372,-200000.00000,-200000,-200000
2504,180805.5544,-35214.58491,77905.6128,-0.904027772,0.176072925,-0.389528064,-200000.00000,-200000,-200000
2505,154287.511,-67697.28933,107761.0365,-0.771437555,0.338486447,-0.538805182,-200000.00000,-200000,-200000
2506,117254.326,-94011.02472,131959.6539,-0.58627163,0.470055124,-0.65979827,-200000.00000,-200000,-200000
2507,72231.42955,-112360.2165,148854.9708,-0.361157148,0.561801083,-0.744274854,-200000.00000,-200000,-200000
2508,22288.67034,-121492.3824,157298.4939,-0.111443352,0.607461912,-0.78649247,-200000.00000,-200000,-200000
2509,-29169.00012,-120783.4632,156717.9774,0.145845001,0.603917316,-0.783589887,-200000.00000,-200000,-200000
2510,-78633.66814,-110280.307,147156.3799,0.393168341,0.551401535,-0.735781899,-200000.00000,-200000,-200000
2511,-122733.5961,-90697.41503,129268.8799,0.61366798,0.453487075,-0.646344399,-200000.00000,-200000,-200000
2512,-158463.0558,-63368.17491,104278.1586,0.792315279,0.316840875,-0.521390793,-200000.00000,-200000,-200000
2513,-183387.1913,-30153.90936,73890.99959,0.916935956,0.150769547,-0.369454998,-200000.00000,-200000,-200000
2514,-195807.9466,6683.054826,40181.89674,0.979039733,-0.033415274,-0.200909484,-200000.00000,-200000,-200000
2515,-194879.7526,44633.64229,5451.605725,0.974398763,-0.223168211,-0.027258029,-200000.00000,-200000,-200000
2526,195713.1193,39783.4509,10660.76689,-0.978565597,-0.198917254,-0.053303834,-200000.00000,-200000,-200000
2527,194758.503,1922.900646,45446.97967,-0.973792515,-0.009614503,-0.227234898,-200000.00000,-200000,-200000
2528,180527.751,-34462.19537,78880.21442,-0.902638755,0.172310977,-0.394401072,-200000.00000,-200000,-200000
2529,153992.161,-66889.33937,108684.0863,-0.769960805,0.334446697,-0.543420432,-200000.00000,-200000,-200000
