Date/Time,ZONE1:Zone Mean Air Temperature [C](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,15.0000000034487,915237.217426013,0.0,72482.76,197568. 
 01/01  02:00:00,15.0000000002549,1287042.42719692,0.0,72482.76,197568. 
 01/01  03:00:00,15.0000000000292,1408160.77556834,0.0,72482.76,197568. 
 01/01  04:00:00,15.0000000000032,1640509.66469811,0.0,72482.76,197568. 
 01/01  05:00:00,15.0000000000004,1821566.10541556,0.0,72482.76,197568. 
 01/01  06:00:00,21.8922089224372,7247695.03996608,0.0,144965.52,197568. 
 01/01  07:00:00,21.9999999999931,7621507.23236972,0.0,144965.52,197568. 
 01/01  08:00:00,21.9999999999988,5510026.49951347,0.0,434896.56,197568. 
 01/01  09:00:00,21.9999999999997,5646625.86425591,0.0,1159351.58383699,444528. 
 01/01  10:00:00,21.9999999999999,4481744.59017738,0.0,130468.968,444528. 
 01/01  11:00:00,22.0000000000001,1158114.47380217,0.0,130468.968,444528. 
 01/01  12:00:00,24.1342235781432,0.0,0.0,130468.968,444528. 
 01/01  13:00:00,23.1119938634344,0.0,0.0,130468.968,395136. 
 01/01  14:00:00,22.0087578545013,905415.065119843,0.0,130468.968,444528. 
 01/01  15:00:00,22.0000001057702,1769826.30945808,0.0,333026.101300937,444528. 
 01/01  16:00:00,22.0000000117691,2169806.45807434,0.0,837169.160143424,444528. 
 01/01  17:00:00,22.0000000015478,2421633.60038318,0.0,1304689.68,444528. 
 01/01  18:00:00,22.0000000002237,2392902.81624234,0.0,1014758.64,395136. 
 01/01  19:00:00,22.0000000000348,2191568.84538106,0.0,724827.6,296352. 
 01/01  20:00:00,17.8431193667456,0.0,0.0,724827.6,296352. 
 01/01  21:00:00,17.8691448462296,0.0,0.0,434896.56,246960. 
 01/01  22:00:00,16.8130322538026,0.0,0.0,434896.56,246960. 
 01/01  23:00:00,15.896526936177,0.0,0.0,144965.52,197568. 
 01/01  24:00:00,15.0030632354691,56108.7989739754,0.0,72482.76,197568. 
 01/02  01:00:00,15.0000000027242,712914.470592421,0.0,72482.76,197568. 
 01/02  02:00:00,15.0000000001801,1162669.66221341,0.0,72482.76,197568. 
 01/02  03:00:00,15.0000000000183,1362722.10501934,0.0,72482.76,197568. 
 01/02  04:00:00,15.0000000000021,1553890.01281547,0.0,72482.76,197568. 
 01/02  05:00:00,15.0000000000003,1804337.58798733,0.0,72482.76,197568. 
 01/02  06:00:00,21.892032237739,7215568.1026054,0.0,144965.52,197568. 
 01/02  07:00:00,21.9999999999932,7761390.09347864,0.0,144965.52,197568. 
 01/02  08:00:00,21.9999999999988,5632464.74534425,0.0,434896.56,197568. 
 01/02  09:00:00,21.9999999999997,5806771.67136342,0.0,1189128.02816101,444528. 
 01/02  10:00:00,21.9999999999999,4823098.96178018,0.0,130468.968,444528. 
 01/02  11:00:00,22.0000000000001,2599421.30127148,0.0,130468.968,444528. 
 01/02  12:00:00,23.4750024790937,0.0,0.0,130468.968,444528. 
 01/02  13:00:00,25.9932381936983,0.0,1703332.49354599,130468.968,395136. 
 01/02  14:00:00,25.999999999989,0.0,3551755.38905781,130468.968,444528. 
 01/02  15:00:00,25.999999999998,0.0,3679241.21370358,130468.968,444528. 
 01/02  16:00:00,25.9999999999999,0.0,1848505.8128469,130468.968,444528. 
 01/02  17:00:00,25.147589636286,0.0,0.0,1304689.68,444528. 
 01/02  18:00:00,23.9047933404463,0.0,0.0,1014758.64,395136. 
 01/02  19:00:00,22.9248342853794,0.0,0.0,724827.6,296352. 
 01/02  20:00:00,21.6757296689919,0.0,0.0,724827.6,296352. 
 01/02  21:00:00,20.9260021082309,0.0,0.0,434896.56,246960. 
 01/02  22:00:00,19.8049161987058,0.0,0.0,434896.56,246960. 
 01/02  23:00:00,18.7997890257303,0.0,0.0,144965.52,197568. 
 01/02  24:00:00,17.8208173200684,0.0,0.0,72482.76,197568. 
 01/03  01:00:00,17.0260005507731,0.0,0.0,72482.76,197568. 
